i1,i2,i3,i4,i5,i6,i7,i8,i9,i10
1155,1110,1149,1152,1153,1187,1150,1151,1192,1114
492,262,455,416,493,341,340,2934,339,378
2909,2840,2877,2882,2878,2876,2880,2844,2884,2917
2243,952,2168,1145,1114,1026,1144,1146,950,989
1107,1150,1146,1151,1188,1187,2935,1110,1149,1114
2553,914,1031,2938,951,2472,2291,988,989,950
872,645,569,604,607,530,605,568,3015,643
493,339,340,492,568,530,378,605,3015,643
607,645,872,604,530,1101,605,568,643,3015
35,2880,2858,2882,2820,2851,2896,2881,2818,2902
1521,1444,1482,3033,1559,1483,1558,1406,1520,1976
493,339,340,492,378,530,568,605,3015,643
455,493,416,262,302,340,339,341,378,2934
1346,1110,1153,1150,1347,1155,1310,1192,1151,1114
951,587,3011,612,687,912,649,158,119,950
2166,1027,952,2243,988,951,2204,1026,950,989
1114,1162,1008,888,970,858,974,1007,1310,950
340,339,492,378,1101,530,568,605,643,3015
1310,1150,1149,1190,1188,1192,1151,1110,1114,950
2934,340,492,378,1101,530,568,605,643,3015
2167,989,912,1026,2242,2166,1520,950,951,988
988,1027,914,2206,951,2168,2243,1026,989,950
1162,1155,1150,2976,1151,2935,1187,1110,1149,1114
1152,1153,1188,1150,1151,2935,1187,1110,1149,1114
970,2981,2638,2745,1009,2938,2707,2820,2855,2851
444,517,584,202,619,625,3011,479,587,950
953,649,687,158,119,988,914,951,912,950
529,340,530,378,300,376,379,339,416,455
970,1005,2596,2553,1031,2141,2472,2938,2291,950
1155,1152,1153,1150,2935,1151,1110,1187,1149,1114
2795,2837,2877,2831,2876,2836,2874,2834,2873,2794
339,340,492,1101,378,530,568,605,643,3015
1149,1110,1188,1107,1145,1144,1114,1146,950,989
912,2167,2242,1520,2166,1026,989,951,950,988
2206,2204,1027,952,2243,988,951,1026,989,950
2735,2184,2983,911,2733,759,835,2694,797,1192
1231,2141,1190,1009,974,858,1007,1310,970,1192
1444,1521,1482,3033,1559,1483,1558,1406,1520,1976
1152,1149,1112,1110,1155,1153,1150,1192,1151,1114
951,952,2204,1027,1026,2243,2168,2206,950,989
1229,1154,1397,1151,1056,1087,1346,1112,1354,1192
1152,1153,2935,1155,1150,1187,1149,1110,1151,1114
339,340,492,378,1101,530,568,605,643,3015
1938,988,951,2166,1520,2204,2167,1026,950,989
1152,1110,1192,1354,1153,1150,1187,1149,1151,1114
1155,1153,1152,1192,1150,1187,1110,1149,1151,1114
950,2204,3033,1521,1026,1938,2167,1976,1520,989
262,492,416,455,493,2934,341,340,339,378
1521,1444,1482,3033,1483,1559,1558,1406,1520,1976
2882,2844,2878,2840,2836,2884,2877,2874,2917,2876
1976,2167,2242,2166,1026,989,1520,950,951,988
517,625,444,202,584,619,200,479,3011,587
645,872,607,604,530,1101,605,568,3015,643
1027,952,2243,914,1026,912,989,951,988,950
23,25,15,37,35,2818,2896,2820,2902,2851
1150,1113,1149,1107,1076,2935,1151,1110,1114,950
530,341,493,492,3015,2934,340,339,643,378
1346,1110,1152,1155,1150,1190,1310,1151,1114,1192
1188,1152,1153,1150,2935,1151,1187,1110,1149,1114
988,952,2243,951,2166,2167,2204,1026,950,989
645,529,378,604,1101,530,568,605,3015,643
1152,1153,1155,1150,2935,1151,1187,1110,1149,1114
1153,1155,1076,1150,1187,2935,1151,1149,1110,1114
529,340,492,378,1101,530,568,605,643,3015
2204,952,1027,2168,951,2206,2243,1026,950,989
911,2102,607,1009,1192,1577,1007,970,2184,2141
479,333,2141,1007,625,970,587,2184,619,200
1144,1151,2935,1107,1188,1149,950,1146,1110,1114
339,340,492,1101,378,530,568,605,643,3015
529,492,340,339,378,530,568,605,3015,643
911,682,645,872,607,604,605,3015,568,643
493,339,340,492,378,530,568,605,3015,643
339,340,492,378,1101,530,568,605,643,3015
1145,1226,1231,1146,1077,1113,1151,2141,1112,1192
1521,1444,1482,3033,1483,1559,1558,1406,1520,1976
856,625,895,1008,858,479,974,970,1009,1007
197,912,612,687,649,195,614,158,950,119
155,154,196,119,194,231,157,195,117,193
493,339,340,492,530,568,378,605,3015,643
193,122,196,649,197,156,614,195,158,119
949,759,873,568,835,604,872,797,911,607
416,643,2934,492,455,493,341,340,339,378
340,416,455,339,378,530,568,605,3015,643
339,340,492,378,1101,530,568,605,3015,643
1577,1006,858,1008,895,2184,974,1007,1009,970
858,974,1007,1112,1009,1577,2141,2184,970,1192
569,1101,645,607,604,530,605,568,3015,643
1027,1217,1938,1026,2243,2204,2168,950,2206,989
492,529,340,339,378,530,568,605,3015,643
455,569,607,645,604,530,605,568,3015,643
493,340,492,1101,378,530,568,605,643,3015
2206,2204,1027,952,2243,988,951,1026,950,989
493,339,340,492,378,530,568,605,3015,643
913,532,608,647,646,3025,951,950,912,988
492,339,604,378,1101,530,568,605,643,3015
54,122,9,19,2980,158,51,13,16,119
1938,1559,1406,1482,1521,1483,3033,1558,1976,1520
444,202,1007,584,625,619,3011,479,587,950
2934,340,492,378,1101,530,568,605,643,3015
2206,2102,1026,988,2243,951,2168,914,989,950
35,341,25,378,376,300,379,339,416,455
953,2243,913,1026,989,914,912,988,951,950
895,1008,1114,974,970,888,858,1007,1310,950
1310,1151,1347,1187,1110,1164,1149,2976,1162,1114
339,340,492,1101,378,530,568,605,643,3015
988,570,571,610,647,532,646,608,3025,609
2168,2243,952,2206,2204,1144,1146,1026,950,989
2934,340,492,378,530,1101,568,605,643,3015
1027,952,2243,912,914,1026,988,951,989,950
1101,340,492,339,378,530,568,605,3015,643
339,340,492,378,1101,530,568,605,643,3015
1310,1392,1127,1354,1114,1347,1164,1391,1162,2976
339,340,492,378,1101,530,568,605,643,3015
645,339,604,378,1101,530,568,605,3015,643
2242,1521,989,2167,1483,1482,3033,1558,1976,1520
162,195,161,587,122,200,614,3011,158,119
493,339,340,492,378,530,568,605,3015,643
2934,340,492,378,1101,530,568,605,643,3015
1482,1483,2167,1938,1521,3033,1558,989,1976,1520
340,604,339,378,1101,530,568,605,3015,643
569,378,645,604,1101,530,568,605,643,3015
339,1101,340,492,378,530,568,605,643,3015
340,339,492,1101,378,530,568,605,3015,643
1102,914,1027,952,2243,988,1026,951,989,950
1150,1112,1146,1113,2291,1110,1192,1151,1114,950
479,1576,895,1008,858,1310,1007,970,1009,974
2596,2633,2594,2472,2591,2552,2938,2553,988,950
1027,952,914,2243,912,1026,988,951,989,950
1110,1187,1149,1391,1310,1347,1164,1114,2976,1162
1114,1150,1153,1154,1310,1229,1346,1151,1112,1192
455,302,262,492,493,341,340,339,2934,378
569,645,378,604,1101,530,568,605,643,3015
2934,340,492,378,530,1101,568,605,643,3015
339,340,492,378,1101,530,568,605,643,3015
194,197,614,196,117,193,156,158,195,119
161,121,3011,197,122,614,156,195,158,119
2206,1027,2204,952,2243,988,951,1026,950,989
455,493,416,262,302,340,341,339,378,2934
1152,1150,1192,1151,1190,1110,1187,1149,1188,1114
858,1008,1192,1011,1577,1007,2184,974,1009,970
229,194,154,231,119,196,195,157,117,193
197,200,195,619,587,950,3011,614,158,119
952,2166,988,2243,2167,2204,951,1026,950,989
340,2934,492,378,530,1101,568,605,643,3015
340,2934,492,378,1101,530,568,605,643,3015
1155,1150,1190,1192,1110,1310,1187,1149,1151,1114
2204,3033,950,1521,1026,1938,2167,1976,1520,989
1110,1151,1193,1345,1188,1310,1190,1192,1114,950
1027,952,2243,914,912,1026,989,951,988,950
194,156,196,614,79,158,193,195,119,117
1347,1153,1346,1110,1150,1155,1310,1151,1192,1114
1559,2167,1521,1406,1482,1483,3033,1558,1976,1520
569,645,378,604,1101,530,568,605,3015,643
529,340,492,378,1101,530,568,605,643,3015
416,455,262,492,493,341,340,339,2934,378
455,493,416,262,302,340,341,339,378,2934
493,455,416,262,302,340,341,2934,378,339
493,492,340,339,378,530,568,605,3015,643
1444,1521,1482,1559,3033,1483,1406,1558,1976,1520
571,646,647,988,610,532,3025,608,570,609
517,480,970,974,1009,444,1007,625,587,479
874,914,646,989,913,1026,912,951,950,988
377,493,416,262,302,340,339,341,378,2934
1155,1152,1153,2935,1150,1187,1151,1110,1149,1114
608,532,951,649,950,647,912,646,988,3025
2167,3033,1559,1483,1482,2242,1558,1406,1520,1976
339,340,492,378,1101,530,568,605,643,3015
2206,1188,2243,1114,951,2168,1146,1026,950,989
1444,1521,1482,3033,1559,1483,1406,1558,1976,1520
339,340,492,378,1101,530,568,605,643,3015
231,156,157,196,194,158,195,119,193,117
1145,2206,2243,952,2204,1144,1146,1026,950,989
339,340,492,378,1101,530,568,605,643,3015
2934,340,492,378,1101,530,568,605,643,3015
912,952,1027,2243,914,1026,988,951,989,950
339,340,492,378,1101,530,568,605,643,3015
1155,1150,1153,2976,1110,1354,1187,1149,1151,1114
530,645,872,911,3015,604,605,643,568,607
1938,2167,1482,989,1483,1521,3033,1558,1976,1520
1154,1150,1087,1155,1310,1153,1112,1114,1151,1192
912,647,610,646,532,3025,608,570,988,609
1188,1149,1107,2935,1076,1151,1110,989,1114,950
37,340,341,378,300,376,379,339,455,416
1146,1027,2206,2204,952,951,2243,1026,950,989
416,302,262,492,493,340,341,339,2934,378
1188,1190,1164,1345,951,1310,1114,914,989,950
229,194,646,196,195,154,117,231,157,193
339,23,300,376,379,35,37,25,416,455
2243,2167,2204,2242,2166,951,1026,988,950,989
1155,1162,1150,1190,1346,1347,1151,1310,1114,1192
2934,604,492,378,530,1101,568,605,643,3015
340,529,492,378,1101,530,568,605,643,3015
2204,2206,1146,1027,952,951,2243,1026,950,989
1038,1076,970,1007,1110,2291,1192,1151,1114,950
1154,1310,1155,1346,1150,1153,1112,1114,1151,1192
1026,950,1406,2167,2166,2242,951,1976,1520,988
1151,1187,1127,1392,1347,1162,1391,1354,1114,2976
2291,895,2938,1006,1005,2141,974,1009,1007,970
340,604,492,378,530,1101,568,605,643,3015
645,378,529,604,1101,530,568,605,3015,643
607,569,645,604,1101,530,605,568,643,3015
339,340,492,1101,378,530,568,605,643,3015
529,340,492,378,1101,530,568,605,643,3015
858,1007,1577,619,970,2102,1192,2184,1565,2141
1152,1153,1150,1310,1229,1114,1346,1151,1112,1192
645,682,607,604,872,1101,605,568,3015,643
340,529,492,378,1101,530,568,605,643,3015
952,1027,951,914,1026,2243,2206,2168,989,950
1192,1188,1153,1152,1150,1110,1151,1187,1149,1114
858,1577,1346,1007,1347,1009,974,970,1310,1192
1482,1026,3033,1521,1558,1938,2167,1976,989,1520
1444,1521,1482,3033,1559,1483,1406,1558,1976,1520
2934,340,492,378,1101,530,568,605,643,3015
1152,1153,1155,2935,1150,1187,1151,1110,1149,1114
645,529,378,604,1101,530,568,605,643,3015
646,874,989,1026,914,913,912,951,988,950
339,340,1101,492,378,530,568,605,643,3015
51,193,121,16,122,614,158,195,117,119
2934,340,492,378,1101,530,568,605,643,3015
1026,570,646,608,609,3025,950,912,951,988
1559,1938,1406,1482,1521,1483,3033,1558,1976,1520
340,2934,492,378,530,1101,568,605,643,3015
2168,952,1027,2243,988,1026,914,951,989,950
1150,1152,1114,1190,1226,1151,1346,1229,1112,1192
2812,2745,2776,2819,2822,2707,2856,2855,2820,2851
951,2243,1446,2204,2167,1520,1938,1026,950,989
416,302,262,492,493,340,341,339,2934,378
1482,1483,2242,1521,2167,3033,989,1558,1976,1520
1107,1190,1144,1149,1110,1146,1188,1114,989,950
1670,604,492,378,530,1101,568,605,643,3015
455,416,302,493,262,340,341,2934,339,378
1192,1392,1155,1391,1153,1347,1354,2976,1151,1114
529,340,492,378,1101,530,568,605,643,3015
492,340,339,378,1101,530,568,605,3015,643
1521,1444,1482,3033,1483,1559,1558,1406,1520,1976
1190,1153,1152,1110,1150,1149,1187,1151,1192,1114
1188,1152,1153,2935,1150,1151,1110,1187,1149,1114
952,1027,1026,2206,2243,2168,951,914,989,950
340,604,492,378,530,1101,568,605,643,3015
340,529,492,378,1101,530,568,605,643,3015
1521,1444,1482,3033,1483,1559,1558,1406,1520,1976
1520,1938,2166,988,2204,951,2167,1026,950,989
1187,950,1150,1149,1190,1188,1110,1151,1192,1114
339,340,492,378,1101,530,568,605,643,3015
1192,2935,1187,1155,1150,1310,1149,1110,1151,1114
529,340,492,378,1101,530,568,605,643,3015
1146,1107,1151,1187,1188,2935,950,1110,1149,1114
1170,1381,1171,1229,1209,1226,1112,1398,1056,1192
2935,1190,1152,1150,1188,1151,1187,1110,1149,1114
339,340,492,378,1101,530,568,605,643,3015
2934,340,492,378,1101,530,568,605,643,3015
2242,2166,1976,1938,2204,2167,1026,1520,950,989
645,607,872,604,530,1101,605,568,3015,643
122,158,119,11,9,16,200,2980,51,13
2167,989,1938,1482,1521,3033,1483,1558,1976,1520
1310,1231,2141,970,1112,1577,1226,1229,2184,1192
1190,3034,1228,1229,1603,1565,1112,1226,1381,1192
2856,37,2867,35,15,2818,2896,2902,2820,2851
2206,1027,988,952,2243,951,2204,1026,950,989
1152,1354,1155,1153,1150,1110,1187,1151,1149,1114
1190,1150,2935,1188,1187,1151,1149,1110,1114,950
1393,1110,1151,1392,1391,2976,1354,1187,1149,1114
1153,1354,1150,1110,1152,1151,1382,1187,1149,1114
339,340,492,378,1101,530,568,605,643,3015
339,529,604,378,1101,530,568,605,643,3015
649,685,1026,3025,913,646,951,912,950,988
339,340,492,378,1101,530,568,605,643,3015
1190,1152,1150,1151,1146,1187,1110,1188,1149,1114
2243,2242,912,2167,2166,1026,951,988,989,950
1101,339,340,492,378,530,568,605,643,3015
1354,1153,1110,1152,1150,1192,1151,1149,1187,1114
1027,2204,2167,2166,2243,988,951,1026,950,989
1354,1152,1112,1187,1149,1150,1153,1151,1192,1114
1155,1192,1152,1153,1150,1110,1151,1187,1149,1114
951,952,1027,2168,2204,2243,1026,2206,950,989
493,339,340,492,378,530,568,605,3015,643
1521,1444,1482,3033,1483,1559,1558,1406,1520,1976
1521,1444,1482,3033,1483,1559,1558,1406,1976,1520
895,1164,1008,970,858,1009,1162,1007,974,1310
2102,1231,2141,2168,989,1188,1114,1190,1192,950
856,895,587,1009,970,974,858,625,1007,479
569,645,378,604,530,1101,568,605,643,3015
2874,2882,2840,2878,2877,2880,2844,2876,2884,2917
1347,1187,1152,1150,1153,1346,1151,1354,1114,1192
340,604,492,378,530,1101,568,605,643,3015
1187,1127,1162,1392,1151,1347,1391,1354,2976,1114
2167,1482,1483,1938,1521,3033,989,1558,1976,1520
1187,1150,1192,1190,1151,1110,1149,1146,1188,1114
2934,340,492,378,1101,530,568,605,643,3015
1565,2243,914,1216,1446,1217,2206,2168,950,989
1190,1152,2935,1150,1151,1188,1110,1187,1149,1114
1382,1354,1153,1152,1149,1150,1187,1151,1192,1114
2976,1392,1150,1153,1354,1110,1187,1151,1149,1114
1170,1230,1151,1346,1398,1226,1229,1056,1112,1192
2594,2633,2472,2509,2591,988,2552,2590,2553,950
925,2472,2184,2291,1005,2102,970,1007,950,2141
1521,1444,1482,3033,1483,1559,1558,1406,1520,1976
645,339,604,378,1101,530,568,605,3015,643
339,340,492,378,1101,530,568,605,643,3015
339,340,492,378,1101,530,568,605,643,3015
2983,721,949,911,607,2694,759,835,797,682
529,340,492,378,530,1101,568,605,643,3015
952,2472,2243,2433,914,1026,951,989,988,950
1521,1444,1482,3033,1483,1559,1558,1406,1520,1976
571,610,647,646,532,988,570,608,3025,609
339,340,492,378,530,1101,568,605,643,3015
951,532,610,912,646,3025,608,570,609,988
493,340,492,378,530,1101,568,605,643,3015
529,604,492,378,530,1101,568,605,643,3015
1559,989,1482,1938,1483,1521,3033,1558,1976,1520
649,202,162,195,614,156,587,3011,158,119
2934,339,340,492,378,530,568,605,3015,643
529,645,378,604,530,1101,568,605,643,3015
493,492,340,339,568,530,378,605,3015,643
1141,1144,2243,2206,952,1146,2204,1026,950,989
339,340,492,378,1101,530,568,605,643,3015
340,2934,492,378,530,1101,568,605,643,3015
340,529,455,339,378,530,568,605,3015,643
416,643,455,492,493,341,2934,340,339,378
2167,1559,1521,1482,1483,1406,3033,1558,1976,1520
619,479,162,122,202,200,587,158,3011,119
493,455,262,302,416,340,2934,341,339,378
1027,952,2243,912,1026,914,988,951,989,950
340,2934,492,378,530,1101,568,605,643,3015
231,156,194,117,157,119,196,195,649,193
3011,619,16,587,11,9,51,2980,200,13
529,340,492,1101,378,530,568,605,643,3015
340,2934,492,378,530,1101,568,605,643,3015
1151,1187,1190,1146,1110,1149,1188,989,1114,950
1027,952,2204,2243,1146,2168,2206,1026,950,989
162,161,197,122,156,3011,614,195,158,119
340,604,339,378,1101,530,568,605,643,3015
876,2243,953,1026,912,988,914,989,951,950
340,2934,492,378,530,1101,568,605,643,3015
1444,1521,1482,3033,1559,1483,1406,1558,1976,1520
492,416,493,262,302,340,341,339,378,2934
455,492,493,605,340,530,3015,339,378,643
340,339,492,378,1101,530,568,605,643,3015
492,416,302,262,493,340,341,339,2934,378
912,952,1027,914,2243,1026,988,951,989,950
952,913,914,2243,989,1026,912,951,950,988
1011,1056,1464,1007,1577,1192,974,1009,970,2184
231,156,157,194,158,196,195,119,117,193
1152,1155,1110,1153,1150,1192,1187,1149,1151,1114
1190,1152,1150,1187,1151,1110,1188,1146,1149,1114
191,228,154,571,646,532,231,157,647,193
492,340,339,1101,378,530,568,605,3015,643
340,2934,492,378,530,1101,568,605,643,3015
645,1101,872,607,604,530,605,568,3015,643
988,1027,952,2243,2167,951,2204,1026,950,989
2918,2909,2887,2882,2916,2878,2844,2880,2884,2917
2934,340,492,378,1101,530,568,605,643,3015
1577,2184,895,1008,479,858,1007,1009,970,974
1150,1151,1149,1110,1146,1190,1192,1188,950,1114
191,156,231,117,157,195,119,649,196,193
158,988,951,648,195,119,612,912,950,649
1102,2167,1027,2243,952,2206,2204,1026,950,989
1444,1521,1482,3033,1559,1483,1406,1558,1976,1520
493,492,340,339,378,530,568,605,3015,643
604,797,911,3015,605,607,643,872,682,568
647,951,532,912,646,570,608,3025,609,988
416,455,262,492,493,341,340,339,2934,378
1190,1150,1152,1151,1187,1146,1110,1188,1149,1114
572,570,571,646,610,647,532,608,3025,609
1190,1152,1192,1150,1149,1188,1151,1110,1146,1114
2818,2885,2844,2887,2918,2878,2917,2881,2882,2880
340,529,492,378,1101,530,568,605,643,3015
493,492,340,339,530,378,568,605,3015,643
912,952,1027,2243,914,988,1026,951,989,950
1164,1310,1155,1187,2976,1151,1162,1110,1149,1114
340,2934,492,378,530,1101,568,605,643,3015
455,416,493,262,302,340,339,341,378,2934
1153,1190,1152,1150,1188,1151,1110,1187,1149,1114
2935,1190,1152,1150,1188,1151,1187,1110,1149,1114
193,196,988,648,646,3025,950,612,912,649
1382,1150,1152,1151,1110,1187,1146,1188,1149,1114
2934,340,492,378,530,1101,568,605,643,3015
377,493,416,262,302,340,339,341,378,2934
1379,2168,1026,1145,1188,1114,1144,1146,950,989
1152,1146,1150,1188,1187,2935,1151,1110,1149,1114
529,340,492,378,1101,530,568,605,643,3015
1347,1164,1310,1110,1151,1187,1149,2976,1162,1114
193,608,572,532,988,912,647,649,646,3025
339,569,378,604,529,530,568,605,3015,643
340,604,492,378,530,1101,568,605,643,3015
1190,2216,1188,1145,2168,1192,1114,1146,989,950
1102,1141,952,2243,2167,2206,2204,1026,950,989
339,340,492,378,1101,530,568,605,643,3015
340,2934,492,378,530,1101,568,605,643,3015
2934,340,492,378,530,1101,568,605,643,3015
952,2204,1217,1027,2243,2168,1026,2206,950,989
1150,1151,1152,1190,1187,1110,1146,1149,1188,1114
2167,1559,3033,1483,1482,2242,1406,1558,1976,1520
1150,2935,1391,1354,1151,2976,1110,1187,1149,1114
2934,340,492,378,530,1101,568,605,643,3015
1146,1150,1152,1190,1151,1110,1187,1188,1149,1114
2857,2822,2852,2867,2896,2818,2856,2855,2820,2851
2976,1155,1150,1162,2935,1151,1110,1187,1149,1114
952,1027,2243,912,1026,988,914,951,989,950
339,340,492,378,1101,530,568,605,643,3015
950,1026,989,951,2166,2167,2242,1976,988,1520
1444,1521,1482,1559,3033,1483,1406,1558,1976,1520
339,340,492,1101,378,530,568,605,643,3015
625,1007,892,1009,858,1310,1164,1162,974,479
1152,1187,989,1190,1110,1149,950,1146,1188,1114
1127,1347,1187,1392,1151,1149,1391,1354,2976,1114
339,340,492,378,1101,530,568,605,643,3015
200,122,914,195,197,619,119,158,950,614
925,1006,2553,1009,2472,2596,950,1007,970,2938
1190,1144,1187,1110,989,1149,950,1146,1188,1114
2167,1938,1482,1483,1521,989,3033,1558,1976,1520
914,952,1027,2243,912,1026,988,951,989,950
569,645,378,604,530,1101,568,605,643,3015
529,604,492,378,530,1101,568,605,643,3015
339,340,492,378,1101,530,568,605,643,3015
988,1026,1190,1188,1114,2168,951,914,989,950
339,340,492,378,1101,530,568,605,3015,643
339,340,492,1101,378,530,568,605,3015,643
339,340,492,378,1101,530,568,605,3015,643
339,340,492,378,1101,530,568,605,643,3015
529,604,492,378,530,1101,568,605,643,3015
1077,974,1007,1009,2141,1577,1112,2184,970,1192
1483,1482,2167,1521,3033,1558,1938,989,1976,1520
493,339,340,492,378,530,568,605,3015,643
2167,1141,2168,2243,1026,1938,950,2204,2206,989
1483,2204,2167,1558,1521,3033,1976,1520,1938,989
682,2697,2735,835,797,759,2730,2733,2983,2694
529,416,339,378,455,530,568,605,3015,643
571,647,646,532,610,3025,988,608,570,609
191,649,532,229,154,231,647,646,157,193
1027,1938,1217,2204,1026,2243,2168,2206,950,989
121,197,195,161,3011,200,122,614,158,119
529,340,492,1101,378,530,568,605,3015,643
2146,1006,2141,1192,1007,1577,974,1009,970,2184
337,262,25,378,339,376,300,379,416,455
529,492,604,378,530,1101,568,605,643,3015
1112,1008,1347,1151,1007,1009,1310,970,974,1192
1444,1521,1482,1559,1483,3033,1406,1558,1976,1520
1521,1444,1482,3033,1483,1559,1558,1406,1520,1976
1445,1482,1521,1559,1406,1483,3033,1558,1976,1520
1382,1108,1147,1149,1110,1144,1188,1145,1114,1146
339,340,492,378,530,1101,568,605,643,3015
912,647,646,532,610,3025,608,988,570,609
416,302,262,492,493,340,339,341,2934,378
1521,1444,1482,3033,1483,1559,1558,1406,1520,1976
1521,1444,1482,3033,1483,1559,1558,1406,1520,1976
569,378,645,604,1101,530,568,605,3015,643
988,572,571,610,609,647,532,646,608,3025
682,645,530,872,604,607,605,3015,568,643
1521,1483,1482,2242,3033,989,2167,1558,1976,1520
1141,1379,1417,2168,1144,2206,950,1145,1146,989
1482,2167,951,2166,1558,2242,1406,988,1976,1520
455,416,493,262,302,340,341,339,378,2934
1183,1107,1379,1188,1145,950,1144,1114,989,1146
2206,2204,1114,1379,1026,1145,1144,1146,950,989
1146,1145,2141,2216,1192,2102,2291,2168,989,950
529,604,492,378,1101,530,568,605,643,3015
988,571,646,647,610,532,3025,608,570,609
1153,1155,2935,1162,2976,1151,1187,1110,1149,1114
1938,2242,1520,2167,2166,951,988,1026,950,989
1521,1444,1482,3033,1483,1559,1558,1406,1520,1976
604,340,492,378,1101,530,568,605,643,3015
571,646,647,988,610,532,3025,608,570,609
492,529,604,378,1101,530,568,605,643,3015
1152,1155,1153,1346,1112,1310,1150,1151,1114,1192
1938,1406,1559,1482,1521,1483,3033,1558,1976,1520
1152,1155,1153,1150,2935,1151,1187,1110,1149,1114
340,529,492,378,1101,530,568,605,643,3015
492,529,378,604,1101,530,568,605,643,3015
1155,1152,1153,2935,1150,1187,1149,1151,1110,1114
1346,1150,1155,974,970,1112,1114,1310,1151,1192
455,302,262,492,493,340,341,339,2934,378
609,532,950,647,951,608,646,912,3025,988
493,340,529,492,378,568,605,530,3015,643
262,455,643,493,492,341,340,2934,339,378
2919,34,37,25,2885,2896,35,2818,2881,2902
339,340,492,378,1101,530,568,605,643,3015
339,340,529,492,378,530,568,605,3015,643
1027,952,2166,2243,912,1026,951,989,988,950
1576,1577,1310,2184,858,1007,1009,974,970,1192
529,339,604,378,1101,530,568,605,3015,643
607,1007,911,797,970,1577,1565,2141,2184,1192
1151,1231,1077,1577,2291,970,2184,2141,1112,1192
529,340,492,378,1101,530,568,605,643,3015
1179,2206,1410,1141,1145,1144,1379,1417,1146,989
340,2934,492,378,530,1101,568,605,643,3015
1187,1347,1346,1153,1155,1150,1310,1151,1114,1192
2243,1027,952,912,1026,988,914,951,989,950
1027,2206,912,1026,2243,914,988,951,989,950
339,340,492,378,1101,530,568,605,643,3015
952,951,1027,1146,2243,1026,2206,2168,950,989
986,1211,1192,1058,1172,797,1210,1059,1171,1209
951,614,687,612,195,912,158,649,119,950
2167,989,1482,1938,1483,1521,3033,1558,1976,1520
492,569,604,378,529,530,568,605,3015,643
493,339,340,492,378,530,568,605,3015,643
1354,974,1162,1151,1346,2976,1161,1347,1310,1192
341,2934,530,493,492,3015,340,339,643,378
1521,1444,1482,3033,1483,1559,1558,1406,1520,1976
1074,1076,1150,1077,1110,1113,1112,1192,1151,1114
455,302,262,492,493,341,340,339,2934,378
339,340,492,378,1101,530,568,605,643,3015
530,569,797,3036,643,605,604,911,568,607
376,300,379,262,340,341,378,455,416,339
1190,1153,1110,1152,1150,1149,1187,1151,1192,1114
970,619,1796,2168,1603,2184,1192,2102,2141,1565
1150,2935,1151,1190,1188,1187,1110,1149,950,1114
529,340,492,378,1101,530,568,605,643,3015
1521,2242,1559,1482,3033,1483,1406,1558,1976,1520
974,1165,1151,1155,2976,1347,1114,1164,1162,1310
584,1007,625,479,951,3011,619,914,587,950
339,1101,340,492,378,530,568,605,3015,643
1446,1027,951,1938,2206,2243,2204,1026,950,989
1108,1149,1144,1110,989,1188,1145,950,1146,1114
339,340,492,378,1101,530,568,605,643,3015
1149,1146,1076,2935,1151,1110,1107,989,1114,950
2243,2206,1145,1144,1114,2168,1026,1146,950,989
492,416,493,262,302,340,339,341,378,2934
339,340,492,1101,378,530,568,605,643,3015
492,2934,643,493,341,416,455,340,339,378
339,340,492,378,1101,530,568,605,643,3015
2844,2918,2874,2840,2876,2880,2878,2877,2917,2882
493,339,340,492,378,530,568,605,3015,643
1190,1152,1153,1346,1229,1150,1114,1151,1112,1192
2168,1410,1141,2206,1144,1145,1379,1417,1146,989
2146,858,2141,1007,974,1577,1192,1009,970,2184
571,647,646,532,610,988,3025,608,570,609
339,340,492,378,1101,530,568,605,643,3015
1192,1108,1149,1151,1110,1145,1188,950,1146,1114
1188,2243,1114,2168,1026,988,951,914,989,950
1521,1444,1482,3033,1483,1559,1558,1406,1520,1976
455,493,416,262,302,340,341,339,378,2934
1077,974,1007,1009,2141,1577,1112,970,2184,1192
2818,2821,2852,2822,2823,2867,2856,2855,2820,2851
989,2242,3025,2166,1026,646,950,912,951,988
529,378,339,416,455,530,568,605,3015,643
529,340,492,378,530,1101,568,605,643,3015
1101,339,340,492,378,530,568,605,3015,643
2204,1144,2243,1066,1145,2206,1146,950,2168,989
339,1101,340,492,378,530,568,605,3015,643
455,493,302,262,416,340,341,2934,339,378
1113,1188,1152,1190,1110,1150,1112,1151,1192,1114
3033,1482,2167,2166,1558,2242,1406,988,1976,1520
2167,989,1482,1483,1521,1938,3033,1558,1976,1520
339,340,492,378,1101,530,568,605,643,3015
1108,1110,1192,1145,2168,1188,1146,1114,989,950
1188,1153,1152,1112,1149,1150,1192,1110,1151,1114
2216,2102,1188,1192,1114,1145,2168,1146,989,950
2839,2831,2917,2877,2834,2876,2836,2874,2873,2794
835,605,645,682,872,643,568,911,604,607
2243,1144,2168,1141,1026,1146,2204,2206,950,989
340,2934,492,378,530,1101,568,605,643,3015
1115,1152,1110,1155,1153,1150,1112,1151,1114,1192
2216,2206,1565,1192,1146,2102,1145,2168,989,950
1482,951,2167,2166,1558,2242,1406,988,1976,1520
1976,2166,2242,570,950,609,1520,912,951,988
2242,2243,2204,2166,2167,988,951,1026,950,989
1112,1146,1152,1110,1150,1151,1188,1190,1114,1192
117,195,229,191,154,196,231,649,157,193
