i1,i2,i3,i4,i5,i6,i7,i8,i9,i10
2984,2175,1143,1642,2171,2212,1412,1907,1905,2209
1252,1595,2942,1442,1288,1139,1101,1289,1253,1215
1066,2478,2477,1067,2516,2438,2476,1181,1221,1143
2845,2848,2808,2847,2770,2809,2773,2998,2811,2810
529,416,2934,341,414,531,302,339,492,493
1374,1072,2987,1187,1146,1108,1070,1145,1412,1221
2020,2207,1143,2247,1181,1221,1412,2209,2984,1410
1143,2171,1146,1642,1905,2984,2212,1907,1412,2209
1166,1238,1204,1276,1240,1315,1203,1355,1317,1316
2207,1408,2245,1412,2167,1221,2984,1410,1371,2209
2804,2838,2848,2839,2881,2849,2886,2842,2811,2880
1870,2984,2171,2175,2212,1642,1905,1412,1907,2209
1316,1204,1315,1238,1239,1277,2966,1241,1203,1240
1241,1203,1277,1238,1315,1239,1355,1316,1240,1263
2847,113,2810,227,72,2773,2811,151,3012,36
228,190,345,191,196,153,116,154,155,152
1595,2942,1250,1442,1288,1139,1101,1289,1253,1215
1907,2935,1145,1107,1187,1146,1108,1072,1221,1412
1252,1595,1442,1291,1288,1139,1101,1289,1253,1215
1868,1642,1143,2171,1907,2212,2984,1905,1412,2209
2935,1070,1187,1145,1146,1108,1107,1072,1412,1221
2207,1905,2247,1143,1181,1221,1412,1410,2984,2209
643,947,607,2942,1253,2987,1291,1250,1062,1101
1315,1355,1263,1238,2966,1203,1239,1241,1277,1240
1181,1187,1146,1145,1108,1070,1412,1072,1107,1221
990,2280,912,1406,950,2167,1064,988,951,1026
1203,1238,1315,1277,1316,1239,1355,1072,1263,1240
1064,2356,2092,1408,1902,2280,1406,1026,1445,2167
156,191,230,116,228,155,154,153,345,152
1241,1314,1315,1277,1204,1276,1010,1316,1240,1203
2942,1252,1291,1442,1288,1139,1101,1289,1253,1215
453,2934,529,414,341,531,339,302,492,493
2242,1065,952,2167,912,1064,950,1026,951,988
1355,1316,1315,1238,1239,2966,1277,1241,1203,1240
1071,2935,1203,1277,1239,1315,1355,1240,1316,1072
230,196,345,156,114,153,154,116,155,152
1408,2397,1941,1371,2476,1940,2395,1902,2433,2167
2942,1252,1442,1595,1288,1139,1101,1289,1253,1215
1204,1355,1315,1238,1239,1277,2966,1203,1241,1240
1146,2987,1108,1223,1072,1070,1187,1337,1412,1221
1215,492,1289,1595,493,1101,2809,2011,2773,2810
1315,1355,1238,1263,1239,1203,2966,1277,1241,1240
478,1316,1314,442,480,443,364,520,519,481
1145,1905,1642,1146,1221,2984,2212,1907,2209,1412
1642,1143,1146,1905,1221,1907,2212,2984,1412,2209
1280,1201,1165,1203,1315,1314,1276,1279,1317,1316
1108,1145,1221,1146,2984,1642,2212,1907,2209,1412
3037,1139,1291,1289,1288,2942,1250,1215,1101,1253
610,571,570,608,950,3025,532,988,609,951
1355,1204,1315,1238,1239,1277,2966,1241,1203,1240
2167,1064,1293,2242,1444,2280,1026,1406,1445,1483
1145,1905,1146,1143,2171,1642,2212,1907,1412,2209
1315,1239,2991,1238,1240,1316,1264,1303,1355,1263
1293,1484,1482,2280,1444,1026,2242,1406,1445,1483
1521,1484,1482,1444,2280,1026,2242,1406,1445,1483
2804,2848,2838,2811,2839,2881,2849,2886,2842,2880
2281,1484,2280,1026,2242,1444,1293,1406,1445,1483
2998,492,2770,2697,493,2011,2811,2809,2773,2810
1143,2171,1146,1642,1905,2212,1907,2984,1412,2209
306,191,267,154,573,230,153,228,152,345
1595,1250,2942,1442,1288,1139,1101,1289,1253,1215
2886,2845,2846,2810,2847,2998,2848,2773,2849,2811
1279,1277,1238,1240,1203,1239,1317,1315,1355,1316
2175,1143,2171,2984,1642,1905,2212,1907,1412,2209
1291,1250,2942,1442,1288,1139,1101,1289,1253,1215
1239,1315,1277,1238,1263,1241,1203,1355,1316,1240
1252,1139,2942,1250,1291,1288,1289,1101,1215,1253
1181,1107,1907,2212,1146,1410,2984,2209,1221,1412
1181,1145,1410,1146,2984,2212,1907,1221,2209,1412
1316,1355,1315,1238,1239,2966,1277,1203,1241,1240
1143,2171,1146,1642,1905,1907,2984,2212,1412,2209
1315,1203,1277,1239,1241,1238,1316,1355,1240,1263
493,2697,2847,2770,2998,2011,2811,2809,2773,2810
2879,2811,2849,2804,2886,2881,2838,2839,2842,2880
2175,1143,1642,2984,2171,1905,2212,1907,1412,2209
1070,1107,1412,1187,1149,1108,1221,1071,2935,1072
2553,2439,2171,2516,2517,2476,2478,2438,2477,2209
1139,3037,2697,1215,1252,2734,1288,1289,1291,1101
3037,2942,1291,1252,1139,1595,1101,1289,1253,1215
1252,1139,1291,2942,1250,1288,1289,1101,1253,1215
2839,2804,2846,2881,2848,2842,2886,2849,2880,2811
1484,1482,1026,2280,1293,1444,2242,1406,1445,1483
1252,1442,1595,1291,1288,1139,1101,1289,1253,1215
226,71,73,74,227,113,3012,151,72,36
1203,1241,1277,1238,1315,1239,1316,1355,1240,1263
442,439,3016,480,364,443,1316,519,520,481
2170,1181,1907,2984,2171,1143,2212,1905,1412,2209
1238,2966,1355,1241,1239,1315,1277,1316,1203,1240
2942,1252,1442,1288,1139,1291,1101,1289,1253,1215
1316,1145,1107,1108,1187,1071,1070,2935,1221,1072
1595,1250,2942,1442,1288,1139,1101,1289,1253,1215
990,1444,951,1445,2280,988,1406,2167,1064,1026
1146,1181,2171,1907,2984,1143,2212,1221,1412,2209
1238,1355,1316,1315,2966,1241,1203,1239,1277,1240
1316,1315,1238,1241,1355,1277,1239,1072,1263,1240
2479,2439,2517,2516,2514,2478,2553,2438,2476,2477
1201,1355,1165,1279,1315,1314,1276,1203,1317,1316
708,2940,1164,1315,1165,778,1280,1279,1317,1316
2733,72,2697,75,34,73,3012,113,37,36
2553,2439,2171,2516,2517,2476,2478,2438,2477,2209
1315,1355,1263,1238,1239,2966,1203,1277,1241,1240
2589,2477,2669,2666,2838,2551,2842,2880,2839,2667
1291,1252,1595,1442,1288,1139,1101,1289,1253,1215
2211,1143,2175,2171,1642,1905,2212,1412,1907,2209
1941,1371,1064,1028,1902,1445,1026,1940,1408,2167
2211,2477,1868,1412,1907,2212,1143,1905,2171,2209
1212,1062,1288,1138,1177,1215,2942,1253,1250,1101
1072,1337,1261,1223,1264,1303,1224,1355,1316,1263
1484,1482,2280,1026,1293,1444,2242,1406,1445,1483
1277,1224,1303,1315,1238,1239,1316,1240,1355,1263
2247,1143,1146,2212,1181,2984,1410,2209,1221,1412
1238,1224,1250,1241,1355,1264,1262,1240,1303,1263
1241,1203,1238,1315,1277,1239,1316,1263,1355,1240
1252,1595,1291,1442,1288,1139,1101,1289,1253,1215
1410,1221,1181,2171,2212,1143,1905,2984,1412,2209
1239,1303,1072,1240,1223,1355,1261,1262,1224,1263
1070,1262,2935,1071,1261,1223,1224,1221,1263,1072
2212,2247,1143,1905,1181,1221,1410,2984,1412,2209
1289,531,2697,1101,2809,492,2011,493,2810,2773
1521,1484,1482,1444,2280,1026,2242,1445,1406,1483
2669,2764,2841,2804,2879,2838,2880,2842,2667,2839
1028,1445,2433,1371,1941,1026,1408,1902,1940,2167
443,708,1317,1314,364,480,519,1316,520,481
1252,1139,1291,1288,2942,1250,1289,1101,1215,1253
1145,1146,2212,1107,1412,2171,1181,2209,1221,1143
2773,2804,2846,2881,2842,2848,2880,2886,2811,2849
1642,1107,1108,2212,1146,1145,1221,1907,2209,1412
3037,1139,2011,1291,1252,1595,1101,1253,1289,1215
1303,1240,1239,1223,1261,1355,1316,1224,1072,1263
1241,1238,1315,1316,1277,1355,1239,1072,1240,1263
2170,1181,1907,2171,1143,2212,1905,2984,1412,2209
1442,1252,2942,1288,1139,1291,1289,1101,1253,1215
1355,1316,1315,1238,1239,2966,1277,1203,1241,1240
1241,1238,1072,1203,1315,1277,1239,1355,1316,1240
1252,2942,1291,1442,1288,1139,1101,1289,1253,1215
2247,1146,1143,2212,1181,1410,2984,1221,2209,1412
949,947,1291,607,2942,643,1253,1062,1250,1101
1250,835,1175,947,1101,1214,1316,604,607,643
1145,1071,1107,1146,1187,2935,1108,1072,1221,1412
1252,1595,1442,1291,1288,1139,1101,1289,1253,1215
1442,2942,1252,1288,1291,1139,1289,1101,1253,1215
3037,1139,1288,1289,2942,1291,1250,1215,1253,1101
1442,1291,1252,1595,1288,1139,1101,1289,1253,1215
1291,1595,2942,1442,1288,1139,1101,1289,1253,1215
1062,1264,1221,1303,1337,1223,1261,1262,1224,1263
1484,1482,2280,1293,1026,1444,2242,1406,1445,1483
1315,2966,1276,1277,1241,1010,1316,1204,1240,1203
439,521,3016,480,443,364,519,119,481,520
572,535,116,115,573,610,494,532,609,571
1288,2942,1291,1252,1139,1595,1101,1289,1253,1215
195,173,519,443,518,400,520,364,481,399
3037,1252,1253,2942,1289,1250,1288,1062,1291,1101
1595,1291,1252,2011,492,1215,493,1253,1289,1101
1288,2942,3037,1139,1252,1291,1289,1253,1215,1101
1252,2942,1291,1442,1288,1139,1101,1289,1253,1215
1239,1277,1204,1238,1240,1315,1317,1203,1355,1316
1223,2942,1100,2987,1337,1224,1263,1250,1062,1101
1250,2942,1252,1139,1288,1291,1253,1289,1215,1101
1143,1905,1181,2247,2212,1221,1410,2984,2209,1412
1442,1252,2942,1288,1291,1139,1289,1101,1253,1215
1289,2983,1062,2772,2773,1291,2809,2697,2734,1101
1252,2942,1595,1442,1288,1139,1101,1289,1253,1215
1181,1221,1907,2171,1905,1143,2984,2212,1412,2209
1595,1252,1442,1291,1288,1139,1101,1289,1253,1215
953,532,1064,609,913,1026,912,988,950,951
1250,1442,1291,2942,1288,1139,1101,1289,1253,1215
155,121,152,119,154,518,156,194,173,399
2245,1408,2209,1220,1371,1412,1221,2020,2984,1410
1201,1355,1165,1279,1314,1315,1276,1203,1317,1316
1250,1291,2942,1442,1288,1139,1101,1289,1253,1215
2517,1907,2438,1905,2478,2212,2477,1143,2171,2209
29,48,87,72,79,85,73,34,35,37
1107,1067,1068,1069,1180,1066,1070,1218,1102,1221
2966,1238,1241,1355,1239,1315,1277,1203,1316,1240
1316,1315,1238,1239,1204,1277,2966,1241,1203,1240
1252,1595,1291,1442,1288,1139,1101,1289,1253,1215
494,610,571,3025,608,570,951,988,532,609
1905,1642,1146,1410,1907,2212,1221,2984,2209,1412
1595,2942,1250,1442,1288,1139,1101,1289,1253,1215
1181,1187,1070,1146,1145,1108,1072,1412,1107,1221
2942,1252,1442,1288,1291,1139,1101,1289,1253,1215
1252,1595,1291,1442,1288,1139,1101,1289,1253,1215
1316,1010,1315,1238,1204,1277,2966,1241,1203,1240
1250,1291,2942,1442,1288,1139,1101,1289,1253,1215
1252,2942,1442,1139,1288,1291,1289,1101,1253,1215
1412,2207,1902,1940,1221,2984,1410,1371,2167,2209
402,439,400,443,518,519,399,364,520,481
1442,1288,1252,1291,1595,1139,1101,1289,1253,1215
1595,1250,2942,1442,1288,1139,1101,1289,1253,1215
2212,1905,2247,1143,1181,1221,1410,1412,2984,2209
2772,2811,2697,2808,2770,2998,2773,2809,2734,2810
1442,1250,2942,1291,1288,1139,1101,1289,1253,1215
1252,1595,1291,1442,1288,1139,1101,1289,1253,1215
1252,2942,1442,1291,1288,1139,1101,1289,1253,1215
1145,2212,1108,2984,1181,1146,2209,1107,1412,1221
1107,2984,1108,2212,1145,1907,1146,2209,1221,1412
1239,1238,1204,1241,1277,1315,1355,1203,1316,1240
2553,2517,2589,2514,2478,2667,2551,2438,2476,2477
2984,1146,1107,2171,2212,1181,1143,1412,2209,1221
1239,1316,1238,1315,1204,1277,2966,1241,1203,1240
1239,1238,1224,1316,1262,1264,1355,1240,1303,1263
416,529,2934,341,414,531,302,339,492,493
1442,1291,2942,1250,1288,1139,1101,1289,1253,1215
1595,2942,1250,1442,1288,1139,1101,1289,1253,1215
1252,2942,1291,1442,1288,1139,1101,1289,1253,1215
403,196,481,195,364,194,518,400,173,399
520,519,403,443,173,518,400,364,481,399
1907,1221,1181,1905,2171,2984,1143,2212,1412,2209
2847,74,113,227,2773,2811,72,151,3012,36
2966,1316,1355,1315,1238,1241,1277,1239,1263,1240
1317,2991,1101,1250,643,1303,1263,1264,1355,1316
196,155,399,194,154,230,152,228,153,345
521,480,443,711,364,119,519,1316,481,520
1107,2247,1143,2212,1181,1410,2984,2209,1221,1412
1252,2942,1250,1442,1288,1139,1101,1289,1253,1215
1595,2942,1250,1442,1288,1139,1101,1289,1253,1215
1203,1241,1238,1315,1355,1277,1316,1263,1239,1240
2171,1181,1221,1143,2212,1410,1905,2984,1412,2209
1238,1261,1277,1315,1355,1240,1072,1239,1316,1263
2439,2553,2514,2516,2517,2209,2478,2438,2476,2477
194,230,345,156,154,153,116,114,155,152
1203,1241,1277,1238,1315,1355,1239,1316,1240,1263
1371,1143,1181,2207,1412,1221,2167,1410,2984,2209
1442,1252,2942,1288,1139,1291,1289,1101,1253,1215
1250,1291,2942,1442,1288,1139,1101,1289,1253,1215
453,529,2011,414,341,339,302,531,492,493
34,74,71,227,73,113,3012,151,72,36
2847,74,227,113,2773,2811,151,3012,72,36
1442,1288,1252,1595,1139,1291,1101,1289,1253,1215
1064,1408,2242,2280,1026,1444,1293,1406,1445,1483
610,1026,950,608,532,3025,951,570,609,988
1240,1279,1314,1165,1276,1315,1203,1355,1317,1316
1029,953,914,1028,1102,1064,1026,912,950,951
73,2811,226,74,113,227,72,3012,151,36
1241,1238,1315,1277,1316,1355,1239,1072,1240,1263
609,649,116,647,532,571,950,152,573,951
1064,1939,2242,2167,1444,2280,1483,1026,1406,1445
1250,1291,2942,1442,1288,1139,1101,1289,1253,1215
1070,2209,1072,1108,1146,1107,2984,1410,1412,1221
1064,1939,2242,2280,1026,1444,1293,1406,1445,1483
1252,1595,1442,1291,1288,1139,1101,1289,1253,1215
230,156,345,115,154,153,114,155,116,152
2175,1143,1642,2171,2984,1905,2212,1907,1412,2209
1252,2942,1291,1442,1288,1139,1101,1289,1253,1215
1595,1291,2942,1442,1288,1139,1101,1289,1253,1215
2212,1143,1145,1108,1181,1146,1107,2209,1412,1221
1252,2942,1291,1442,1288,1139,1101,1289,1253,1215
1316,1355,2966,1238,1203,1239,1277,1241,1263,1240
2773,2733,2772,2735,1291,1062,2734,2983,2697,1101
2171,2247,1905,1143,1181,1221,1410,1412,2984,2209
1223,1264,1240,1316,1261,1355,1303,1262,1224,1263
912,532,608,3025,1026,950,570,609,951,988
1143,1107,1108,1907,1145,2212,1146,2209,1221,1412
2733,2771,75,72,3012,113,73,34,37,36
1181,1907,1107,1146,2212,1410,2984,2209,1221,1412
2011,529,453,414,341,339,531,302,492,493
1355,1238,2966,1241,1315,1239,1316,1277,1203,1240
114,609,345,155,532,494,573,116,152,571
2936,72,79,45,85,29,73,34,35,37
2516,2437,2478,1905,1143,2171,2476,2438,2477,2209
1241,1203,1277,1315,1239,1238,1316,1355,1240,1263
1291,1250,2942,1442,1288,1139,1101,1289,1253,1215
2942,1442,1252,1291,1288,1139,1101,1289,1253,1215
1181,1107,1907,1146,2212,1410,2984,2209,1221,1412
2935,1187,1145,1146,1107,1108,1070,1072,1412,1221
1239,1316,1261,1240,1264,1355,1303,1262,1224,1263
1444,1483,2167,2280,951,1064,2242,1406,988,1026
1204,1239,1316,1355,1238,2966,1277,1203,1241,1240
1907,2478,1181,2477,1221,2212,2171,1143,1412,2209
1252,2942,1291,1442,1288,1139,1101,1289,1253,1215
1442,1252,2942,1288,1291,1139,1101,1289,1253,1215
1252,1250,2942,1291,1288,1139,1289,1101,1253,1215
2942,1252,1442,1288,1291,1139,1101,1289,1253,1215
1252,2942,1291,1442,1288,1139,1101,1289,1253,1215
1212,1138,1177,607,1291,643,2942,1253,1250,1101
1224,2991,1262,1238,1316,1240,1264,1303,1355,1263
1252,1139,1291,1288,2942,1250,1289,1215,1253,1101
2942,1252,1442,1288,1291,1139,1101,1289,1253,1215
1107,1146,1143,2212,1181,2984,1410,2209,1221,1412
1072,1238,1277,1261,1355,1224,1239,1262,1240,1263
1223,1265,1261,1337,1224,1264,1303,1316,1355,1263
2212,2247,1905,1143,1181,1221,1410,2984,1412,2209
2281,1484,2280,1026,1293,2242,1444,1406,1445,1483
1595,2942,1291,1442,1288,1139,1101,1289,1253,1215
1241,1238,1277,1315,1355,1316,1239,1072,1240,1263
1252,1442,2942,1291,1288,1139,1101,1289,1253,1215
1064,953,2985,1218,1028,914,950,912,1102,951
1252,1595,1442,1288,1291,1139,1101,1289,1253,1215
121,119,194,153,156,116,154,155,114,152
1252,1595,1291,1442,1288,1139,1101,1289,1253,1215
1406,2091,2242,2167,912,1064,950,951,1026,988
1181,2245,2020,2207,1371,1412,1221,2209,2984,1410
1250,1291,2942,1442,1288,1139,1101,1289,1253,1215
1071,1145,1187,1146,1108,1107,1070,1072,1412,1221
1316,1250,1261,1240,1355,1264,1224,1262,1303,1263
2515,2479,2517,2478,2516,2514,2438,2553,2476,2477
1905,2212,1143,2247,1181,2209,2984,1410,1221,1412
2811,339,2809,302,2011,531,2773,492,493,2810
2170,2212,2477,2438,1412,2984,2171,1143,1905,2209
1410,1145,1187,1070,1108,1146,1107,1072,1412,1221
1291,1250,2942,1442,1288,1139,1101,1289,1253,1215
2772,2770,492,493,2998,2847,2809,2811,2773,2810
1238,1261,1303,1239,1262,1316,1224,1355,1240,1263
1291,1250,2942,1442,1288,1139,1101,1289,1253,1215
1252,1139,1288,2810,2734,1291,1253,1289,1101,1215
1521,1484,1482,1444,2280,1026,2242,1445,1406,1483
1203,1315,1316,1238,1277,1355,1241,1239,1240,1263
1316,1315,2966,1238,1355,1241,1277,1239,1240,1263
1107,2212,1146,2984,1143,1410,1181,2209,1412,1221
1250,2942,1291,1442,1288,1139,1101,1289,1253,1215
1252,2942,1291,1442,1288,1139,1101,1289,1253,1215
1484,1293,1482,2280,1444,1026,2242,1406,1445,1483
1905,2247,2212,1143,1181,1410,2984,2209,1221,1412
2935,1071,1316,1355,1223,1261,1224,1221,1263,1072
2942,1252,1442,1288,1291,1139,1101,1289,1253,1215
1071,1238,1277,1315,1263,1239,1355,1240,1316,1072
1252,2942,1291,1442,1288,1139,1101,1289,1253,1215
1149,1070,1107,1187,1412,1108,1071,2935,1221,1072
1288,1062,1177,1215,1138,2942,1263,1253,1101,1250
1072,1316,1355,1315,1238,1241,1277,1239,1263,1240
1595,1252,1442,1288,1139,1291,1101,1289,1253,1215
2942,1252,1291,1442,1288,1139,1101,1289,1253,1215
2171,1181,1221,1143,2212,1905,1410,2984,1412,2209
1252,1139,1291,1288,2942,1250,1289,1101,1215,1253
34,119,117,645,35,683,604,37,643,607
2171,2247,1143,1905,1181,1221,1410,1412,2984,2209
1264,1175,1177,1062,1138,2942,1263,1253,1101,1250
1262,1263,1224,1215,1288,2942,1062,1253,1250,1101
2845,2998,2880,2804,2846,2842,2886,2848,2849,2811
2171,1905,1181,1143,1410,2212,1221,2984,1412,2209
1315,1355,1238,2966,1203,1239,1277,1241,1263,1240
1263,1315,2935,1221,1355,1071,1239,1240,1316,1072
1355,1315,1238,1239,1263,1203,1277,2966,1241,1240
1355,1277,1261,1238,1241,1239,1224,1240,1262,1263
1252,1595,1291,1442,1288,1139,1101,1289,1253,1215
2942,1252,1442,1288,1139,1291,1101,1289,1253,1215
953,2167,914,2394,988,1064,1026,950,912,951
2942,1252,1291,1442,1288,1139,1101,1289,1253,1215
1261,1108,1187,2935,1070,1223,1071,1412,1072,1221
2212,1905,1410,2171,2984,1412,1181,1143,1221,2209
1252,1442,1595,1288,1291,1139,1101,1289,1253,1215
1315,1203,2966,1355,1238,1277,1239,1241,1240,1263
2247,2212,2171,1143,1410,2984,1181,2209,1412,1221
1240,1072,1337,1355,1303,1223,1261,1262,1224,1263
1316,1238,1072,1261,1355,1239,1224,1262,1240,1263
1905,2247,1143,2212,1181,1410,2984,1221,2209,1412
1442,1288,1252,1595,1291,1139,1101,1289,1253,1215
1026,1484,1482,2280,1444,1293,2242,1406,1445,1483
1484,1482,1293,2280,1026,1444,2242,1406,1445,1483
1317,1241,1238,1239,1277,1315,1355,1203,1240,1316
1337,1187,1259,1412,1261,1224,1070,1223,1072,1221
1278,1238,1277,1239,1317,1203,1240,1355,1315,1316
1442,1250,1291,2942,1139,1288,1101,1289,1253,1215
2886,2841,2879,2804,2667,2881,2838,2842,2839,2880
1316,1238,1264,1239,1224,1355,1303,1262,1240,1263
1252,2942,1291,1442,1288,1139,1101,1289,1253,1215
2966,1316,1238,1355,1203,1239,1277,1241,1263,1240
2207,1905,1143,2247,1181,1221,1412,2984,1410,2209
1071,2935,1107,1146,1187,1070,1108,1072,1412,1221
1595,2942,1291,1442,1288,1139,1101,1289,1253,1215
1070,1223,2984,1334,1374,1222,1259,1410,1412,1221
1241,1238,1316,1315,1355,1277,1072,1239,1263,1240
1261,1241,1238,1239,1355,1303,1224,1240,1262,1263
1277,1072,1238,1316,1224,1262,1239,1355,1240,1263
1261,1303,2942,1262,1062,1253,1224,1101,1250,1263
2553,2667,2478,2589,2516,2551,2514,2477,2438,2476
1264,1265,1240,1238,1303,1239,1317,1315,1355,1316
1484,1293,1482,1444,2280,1026,2242,1406,1445,1483
1442,1250,2942,1291,1288,1139,1289,1101,1253,1215
1250,1595,2942,1442,1288,1139,1101,1289,1253,1215
1252,2942,1291,1442,1288,1139,1101,1289,1253,1215
1212,1176,1177,1138,1175,643,2942,1101,1253,1250
1252,2942,1250,1442,1288,1139,1101,1289,1253,1215
2514,2553,2439,2516,2517,2476,2478,2438,2209,2477
1521,1484,1482,1444,2280,1026,2242,1445,1406,1483
494,610,950,608,570,3025,532,951,609,988
1250,1291,2942,1442,1288,1139,1101,1289,1253,1215
2091,3025,912,1064,570,609,950,951,1026,988
1252,2942,1250,1442,1288,1139,1101,1289,1253,1215
1252,2942,1250,1442,1288,1139,1101,1289,1253,1215
1982,2018,1181,2247,2209,2020,1221,1412,2984,1410
478,480,518,520,400,443,519,364,399,481
1291,1252,1442,1595,1288,1139,1101,1289,1253,1215
1250,2942,1442,1291,1288,1139,1101,1289,1253,1215
3037,2942,1595,1252,1139,1291,1101,1289,1253,1215
2211,2175,1143,1642,1412,2171,2212,1907,1905,2209
1252,1291,2942,1442,1288,1139,1101,1289,1253,1215
1291,1250,2942,1442,1288,1139,1101,1289,1253,1215
2772,2808,2998,2770,2773,2697,2809,1101,2734,2810
1252,531,2011,1595,1253,1215,1289,492,1101,493
1220,1940,1444,1902,1406,2245,1371,1293,1408,1445
478,480,400,518,443,520,519,399,364,481
33,37,71,34,3012,151,73,113,72,36
1187,1032,1108,1069,2935,1071,1107,1070,1072,1221
1252,2942,1250,1442,1288,1139,1101,1289,1253,1215
194,156,116,230,155,228,154,153,345,152
444,407,443,480,439,368,364,519,520,481
1291,2942,1252,1442,1288,1139,1101,1289,1253,1215
1252,2942,1442,1250,1288,1139,1101,1289,1253,1215
1187,1108,1107,1412,1223,2935,1070,1071,1072,1221
1107,1181,1146,1907,1410,2212,1221,2984,2209,1412
403,520,443,519,173,518,400,364,481,399
1291,1442,2942,1250,1288,1139,1101,1289,1253,1215
1279,1072,1238,1355,1203,1277,1315,1240,1239,1316
1252,2942,1250,1442,1288,1139,1101,1289,1253,1215
1064,2242,1026,2280,1408,1444,1406,1293,1483,1445
2998,493,227,151,2847,3012,36,2810,2773,2811
2942,3037,1595,1139,1291,1252,1289,1215,1253,1101
2942,1252,1442,1288,1291,1139,1101,1289,1253,1215
2011,2770,492,2847,493,2998,2809,2811,2773,2810
1905,1146,2984,2212,2171,1181,1143,1221,1412,2209
2667,2592,2585,2516,2589,2514,2551,2477,2438,2476
1264,1238,643,1263,1241,1203,1204,1355,1240,1316
156,228,230,114,345,154,116,153,155,152
1315,1355,1263,1239,1238,2966,1277,1203,1241,1240
1239,1223,1262,1221,1071,1261,1240,1224,1072,1263
381,343,228,153,571,532,152,573,494,345
1442,1252,2942,1291,1288,1139,1101,1289,1253,1215
1595,1250,2942,1442,1288,1139,1101,1289,1253,1215
1252,1139,1288,2942,1250,1291,1289,1215,1253,1101
2171,1181,1143,1905,1410,2212,1221,2984,1412,2209
2804,2839,2846,2881,2848,2886,2849,2842,2811,2880
1252,2942,1291,1442,1288,1139,1101,1289,1253,1215
1317,1241,1277,1238,1204,1315,1355,1203,1240,1316
1262,1259,1071,1070,1263,1224,1261,1223,1072,1221
153,364,194,195,228,3009,518,400,173,399
3016,404,518,519,400,443,520,364,399,481
1146,1642,1143,2171,1907,1905,2212,2984,1412,2209
1294,1484,2280,2242,1408,1444,1406,1293,1445,1483
1595,1442,1252,1288,1139,1291,1101,1289,1253,1215
1177,1139,1291,1289,1288,2942,1215,1250,1101,1253
532,608,912,3025,570,609,950,1026,951,988
453,2011,529,414,341,339,302,531,492,493
1239,1223,1262,1071,1240,1221,1261,1224,1072,1263
3025,533,647,571,610,609,345,573,494,532
2935,1070,1107,1145,1187,1146,1108,1072,1221,1412
2838,2846,2839,2848,2881,2842,2849,2886,2811,2880
1252,2942,1442,1291,1288,1139,1101,1289,1253,1215
1288,1442,1252,1595,1139,1291,1101,1289,1253,1215
1187,1145,1072,1108,1181,1146,1070,1107,1412,1221
1355,1238,1315,1239,1316,2966,1277,1241,1203,1240
1291,1250,2942,1442,1288,1139,1101,1289,1253,1215
226,74,113,2773,2811,227,72,151,3012,36
1355,1315,1238,2966,1203,1277,1239,1241,1263,1240
1203,1316,1315,1355,1238,1241,1277,1239,1263,1240
173,443,518,196,152,195,364,481,400,399
2935,1259,1071,1412,1261,1223,1224,1263,1072,1221
1252,1291,2942,1442,1288,1139,1101,1289,1253,1215
2773,226,74,2811,113,227,3012,72,151,36
1108,1107,1907,2212,1146,1410,2984,2209,1221,1412
1315,1316,1277,1239,2935,1355,1071,1263,1240,1072
1252,1291,2942,1442,1288,1139,1101,1289,1253,1215
1316,1315,1239,1238,1204,1277,2966,1241,1203,1240
191,573,230,116,155,154,153,228,345,152
1250,1252,1288,2942,1139,1291,1289,1101,1253,1215
1291,1250,2942,1442,1288,1139,1101,1289,1253,1215
1145,1108,2212,1907,1146,2984,1410,2209,1221,1412
1181,1642,1143,2171,1907,1905,2212,2984,1412,2209
2942,1252,1442,1291,1288,1139,1101,1289,1253,1215
1291,1250,2942,1442,1288,1139,1101,1289,1253,1215
1595,1250,2942,1442,1288,1139,1101,1289,1253,1215
1108,1070,1181,1107,1146,2209,2984,1410,1412,1221
1187,1107,2935,1223,1108,1070,1071,1412,1072,1221
1293,1902,1064,1444,1408,2280,1406,1026,2167,1445
1355,1315,1239,1238,1204,1277,2966,1203,1241,1240
1291,1250,2942,1442,1288,1139,1101,1289,1253,1215
1240,1239,1071,1262,1223,1261,1224,1221,1263,1072
2804,2811,2848,2839,2881,2476,2886,2849,2880,2842
1355,1316,1238,1315,2966,1239,1241,1203,1277,1240
1146,2935,1145,1187,1412,1108,1070,1107,1072,1221
1252,2942,1291,1442,1288,1139,1101,1289,1253,1215
990,1371,1028,1902,1940,1064,1408,1026,1445,2167
1484,1408,1026,2280,2242,1444,1293,1406,1445,1483
1252,1595,1291,1442,1288,1139,1101,1289,1253,1215
1315,1276,1316,1277,2966,1241,1010,1204,1240,1203
1259,2935,1070,1224,1261,1071,1223,1412,1072,1221
1203,1315,1238,1316,1277,1241,1355,1239,1263,1240
1252,1595,1442,1291,1288,1139,1101,1289,1253,1215
1291,1186,1223,1374,1259,1336,1338,1101,1221,2987
2439,2209,2517,2514,2553,2516,2478,2438,2477,2476
1146,1223,1187,1071,1108,1107,1070,1072,1412,1221
1220,1412,1445,2245,2209,2984,1221,1408,1410,1371
1107,1410,2212,2984,2171,1181,1412,1143,2209,1221
1250,1442,2942,1291,1288,1139,1101,1289,1253,1215
1252,2942,1442,1291,1288,1139,1101,1289,1253,1215
1252,1291,2942,1442,1288,1139,1101,1289,1253,1215
