,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10
493,2688,1398,2687,2646,402,363,440,2690,362,361
494,692,1754,1489,1410,1298,1334,1319,1144,1373,1296
495,1414,3039,1380,1418,1358,1320,3004,1375,1144,1319
496,397,435,364,400,249,362,440,361,402,363
497,1795,1716,1418,1358,3004,1373,1319,2513,1789,2512
498,2881,2801,2840,2803,2843,2882,2898,2889,2953,2894
499,1414,1144,1146,1380,1378,1369,1218,1180,1375,1418
500,287,328,361,286,440,363,404,123,364,365
501,1121,1126,1347,1123,1319,123,1162,404,81,1085
502,2731,37,20,2855,152,2898,2899,2896,2894,2889
503,400,249,498,537,440,171,402,362,363,361
504,1443,1671,2734,2772,1102,2090,1404,2087,1366,1327
505,1189,1345,1384,1339,1378,1320,1358,1375,3004,1319
506,2734,2773,2087,1102,2774,1327,2772,1366,3016,644
507,3039,1375,1320,1180,1298,1380,1418,1144,1319,1369
508,1345,1206,803,1358,3004,1418,719,1320,1144,1319
509,1603,3005,1639,1793,1677,1867,1679,1829,1716,1681
510,284,323,440,402,285,397,363,249,362,361
511,1087,1053,1091,1092,1128,1088,1017,2977,1055,1054
512,364,2995,3004,487,803,363,1398,1319,402,440
513,571,537,270,2513,2512,268,499,574,269,536
514,1244,1018,2977,1054,1278,1017,3025,1055,1206,2994
515,1598,1521,2395,2515,2477,2510,1977,2514,2513,2512
516,361,420,498,305,269,156,233,196,195,270
517,327,286,362,364,249,361,400,402,440,363
518,1102,2275,2736,606,2772,2731,2774,3016,644,2237
519,377,3016,341,301,337,303,416,342,2935,340
520,270,268,648,574,499,269,610,647,571,536
521,1091,1092,1088,1128,2936,1017,3004,1054,1055,2977
522,400,435,365,362,2995,364,361,363,440,402
523,118,537,361,498,305,233,196,156,195,270
524,2661,1939,2395,1977,536,2514,2509,1789,2513,2512
525,1102,2734,2773,2772,2090,2774,2087,1366,1327,2237
526,1092,2994,1128,1018,3004,1017,3025,1054,2977,1055
527,364,2650,363,1398,440,2653,2687,2688,2646,361
528,227,262,3016,187,644,224,189,2935,340,228
529,1110,1088,1357,2936,1123,1162,2977,1085,1121,1055
530,364,248,400,440,171,402,361,249,362,363
531,1359,1418,1345,1398,1321,719,1358,1320,3004,1319
532,1418,1297,3004,1410,1320,1375,1298,1144,1319,1296
533,284,364,400,249,362,440,363,402,171,361
534,1193,719,1345,1218,2546,1418,1320,1180,1144,1319
535,1366,2650,2087,2389,2646,2649,2653,2542,1382,1327
536,269,268,193,499,156,498,420,537,195,270
537,1094,1092,1128,1018,2994,1017,1054,3025,2977,1055
538,2130,2509,1789,536,1901,2514,1939,1977,2513,2512
539,2646,2606,1391,719,1359,1398,1320,1358,3004,1319
540,1375,1231,1347,1410,3021,1491,1424,1193,1382,1181
541,1711,1521,3034,1939,2015,989,1522,951,1484,1977
542,1521,1711,3034,1939,2015,1522,989,1484,951,1977
543,2803,2918,2921,2841,2840,2801,2916,2843,2881,2882
544,3004,2015,1484,989,1901,1939,2513,1789,2512,1977
545,185,187,644,262,188,3013,224,3016,189,228
546,1345,3039,1414,1378,1380,1320,1375,1144,1418,1319
547,233,537,420,194,267,499,195,268,270,269
548,2736,2731,2090,3016,2772,1404,1102,2087,1366,1327
549,189,2843,2918,2841,151,2889,2881,3013,2882,188
550,249,364,361,435,400,2995,362,363,440,402
551,1193,1147,3004,1378,1380,1345,1144,1418,1320,1319
552,2734,3016,1366,2772,644,2087,1327,1102,2238,2237
553,1015,1085,1047,1049,402,41,440,999,44,81
554,1102,2810,2730,1327,2542,2238,646,2087,2690,2649
555,2963,1298,1320,1358,1296,1398,3004,719,1144,1319
556,1323,184,3004,1400,1319,1399,2517,2690,1361,1398
557,1128,3004,1094,1018,2994,1017,1054,2977,3025,1055
558,1321,719,1380,1375,1418,1358,3004,1320,1144,1319
559,1088,2726,1094,1092,1056,1398,3025,3004,1054,1055
560,185,188,3013,187,262,340,2935,224,189,228
561,2908,2924,2889,2913,2916,2953,2921,2894,2803,2801
562,1378,1358,3004,1320,719,1375,1380,1418,1144,1319
563,1087,1049,1089,1162,1126,1161,1123,1206,2994,1085
564,2478,2515,1398,1361,2649,2513,2517,2690,2477,2512
565,151,569,189,224,3013,646,2690,228,3016,644
566,3013,453,2731,2935,2736,569,606,228,3016,644
567,2810,2729,646,1327,1102,2730,2690,2542,2087,2238
568,2839,2801,2840,2921,2803,2841,2918,2881,2889,2882
569,1789,3034,1901,1522,951,2015,1939,1484,989,1977
570,1102,2731,606,2736,2773,2772,2774,3016,644,2237
571,68,69,2855,23,2896,152,2898,2894,2889,20
572,1055,81,1160,1162,1384,1126,1121,1123,1347,1085
573,397,364,400,249,171,440,402,362,363,361
574,1320,1564,3004,1489,3039,1298,1410,1144,1319,1296
575,400,328,326,327,404,363,365,364,402,440
576,2690,2935,2774,2772,2736,228,2237,2731,644,3016
577,404,2640,2644,2687,2564,2646,2606,364,365,440
578,3016,2774,644,1366,1102,2238,2772,2087,1327,2237
579,648,267,651,571,268,2512,574,499,269,536
580,1144,719,2477,2963,3004,2513,1361,2512,1319,1398
581,1121,1087,1162,1278,1123,1126,1085,1206,2994,123
582,1092,1079,1087,1118,1053,1017,1088,1055,2977,1054
583,2515,2843,2513,2437,2480,2881,2512,2517,2477,2882
584,435,364,400,171,249,440,402,362,363,361
585,249,435,364,400,171,362,440,402,363,361
586,187,262,2690,228,151,185,224,189,188,3013
587,2478,2727,2561,1361,1398,2649,2512,2477,2517,2690
588,1128,1092,1079,1017,1118,1088,2936,1055,2977,1054
589,2918,2629,2509,2839,2845,2665,2801,2841,2881,2882
590,2238,1102,1327,606,2772,2774,2275,3016,644,2237
591,1180,1181,1380,1345,1375,1378,1418,1320,1144,1319
592,692,2513,651,2512,499,1754,574,3005,1793,536
593,1369,1375,3004,1361,3035,2512,1398,1410,1319,1296
594,2435,2357,2436,2401,2606,402,1382,1327,2399,3035
595,397,362,361,399,436,365,364,363,402,440
596,3034,1522,2512,1789,989,2015,1901,1484,1939,1977
597,1017,3025,2649,2609,1361,1056,1054,1055,2571,1384
598,1942,1298,2963,3039,1144,1410,1319,1940,1398,1369
599,2103,1497,2901,995,1032,999,2856,1382,1491,2331
600,1089,3004,1087,1121,1123,1162,1206,1126,1085,2994
601,2736,1366,1327,2773,1102,2772,2774,3016,644,2237
602,2512,1371,3039,1489,1369,1298,1410,1319,1144,1296
603,1345,1376,1410,1181,2951,1424,1374,2988,1193,1382
604,2775,1231,1406,2988,402,1193,440,3036,3035,1382
605,1320,1371,3039,1489,1369,1410,1298,1319,1144,1296
606,185,187,262,188,3013,224,644,189,3016,228
607,2935,1598,1901,1597,1484,3034,2015,1522,1939,1977
608,2839,2792,2878,2905,2845,2916,2841,2801,2882,2881
609,1754,498,692,3005,651,499,574,2513,2512,536
610,248,285,400,171,440,249,402,362,361,363
611,605,570,2730,2810,451,2649,2542,646,2087,361
612,1398,2661,499,803,651,1942,2513,1144,1319,2512
613,2840,2839,2841,2953,2916,2918,2921,2881,2889,2882
614,2435,1361,2688,2644,2606,3004,2687,1319,1398,2646
615,3013,606,342,224,189,2935,228,3016,340,644
616,2606,2995,1193,327,3036,435,365,364,440,402
617,1089,1088,1053,1126,1121,1049,1055,1162,1123,1085
618,1297,1795,1144,3039,1375,1298,1334,1319,1410,1296
619,2733,646,2734,2736,2731,228,2772,2690,644,3016
620,1049,1017,1054,1121,1123,1206,1055,1085,2994,123
621,325,363,287,2994,123,328,440,404,364,365
622,1102,2275,2773,2736,2731,2774,2772,3016,644,2237
623,1180,1942,1940,3039,1319,1218,1410,1144,687,1369
624,1361,2690,402,185,440,646,363,362,1398,361
625,400,397,435,646,249,440,362,402,363,361
626,1217,806,1180,1181,1193,2995,365,364,1218,402
627,2275,606,2774,1102,2736,2772,2731,2237,644,3016
628,531,605,570,608,606,646,569,1102,644,3016
629,2090,228,642,719,607,569,2087,1102,570,646
630,1366,1671,531,605,2508,2087,606,608,3016,644
631,1365,644,2772,2773,1102,2774,2087,1404,1366,1327
632,1418,2546,682,2090,1369,1375,684,1181,1218,1180
633,1711,1713,913,2016,1789,951,989,1598,1901,1939
634,239,163,364,201,365,363,123,159,402,440
635,537,487,171,440,363,382,402,499,653,361
636,343,232,155,270,193,158,118,196,195,194
637,2087,646,1102,608,1366,569,1327,606,3016,644
638,196,363,193,362,382,195,499,171,653,361
639,224,1399,2649,151,185,184,646,1398,2690,361
640,570,3013,531,340,228,646,606,569,644,3016
641,608,570,3013,605,228,646,569,606,644,3016
642,2772,2090,2774,1365,1404,2087,1102,644,1366,1327
643,400,325,327,399,404,363,365,364,402,440
644,2644,2649,2606,2648,2687,2688,2650,2653,1398,2646
645,2087,570,606,453,569,605,2690,3016,646,644
646,1829,1793,1868,1144,1371,3039,1867,1369,1410,1296
647,1365,608,1327,1366,569,2087,1102,606,3016,644
648,262,569,2690,188,189,185,224,3013,646,228
649,2772,1404,2090,2773,2774,644,1898,2087,1366,1327
650,1793,1942,1489,3039,1410,1296,1369,1298,1319,1144
651,606,2731,2736,2774,2772,1366,1327,1102,644,3016
652,267,536,382,498,537,268,270,499,610,269
653,1898,2772,2087,1327,3016,1102,644,2275,2238,2237
654,194,358,171,363,285,270,362,195,196,361
655,3039,1410,1369,1319,1144,1334,1370,1789,1373,1296
656,2995,364,249,400,171,362,440,361,402,363
657,2731,2238,2772,1327,2774,2275,1102,3016,644,2237
658,2690,1400,2512,2477,1361,1410,1369,184,1398,1793
659,421,27,270,234,233,118,156,25,196,195
660,652,1144,382,651,193,498,536,537,653,499
661,250,400,435,404,2995,363,364,365,440,402
662,2994,2953,1206,404,365,1085,165,162,3012,123
663,1327,606,2731,2736,2772,2774,1102,2237,3016,644
664,193,343,233,118,230,158,270,196,194,195
665,3039,1259,1297,1375,1410,1489,1319,1298,1144,1296
666,2736,644,1404,2731,2087,2772,1366,3016,1102,1327
667,1180,1298,440,402,692,2059,803,1942,1319,1144
668,1102,2736,2772,606,2774,228,2731,2237,644,3016
669,1366,1327,2772,2731,2736,2774,1102,2237,644,3016
670,1017,813,1054,1085,2977,3012,162,1055,165,123
671,1366,2774,2772,3016,1327,1102,2275,644,2238,2237
672,228,2508,2774,2772,1365,2773,1327,2087,1366,1102
673,1418,2514,1319,2319,2243,1373,2281,1789,2513,2512
674,397,285,400,249,440,171,402,362,363,361
675,2774,2772,569,2731,2736,606,228,2237,3016,644
676,1366,2731,2238,2772,2774,1102,3016,644,1327,2237
677,1867,1795,1410,1829,1319,1296,1793,1373,3005,1334
678,2729,2730,3016,644,1366,2768,2736,2731,2690,1102
679,1327,2772,2087,606,2275,1102,3016,644,2238,2237
680,2275,2736,2772,606,1102,2731,2774,3016,644,2237
681,606,1366,2731,1327,2774,2736,2772,1102,644,3016
682,1942,1564,687,1319,1489,3005,1298,1296,1793,1144
683,2606,1320,2517,2687,364,1361,440,3004,1319,1398
684,327,3012,404,328,363,365,402,364,123,440
685,1418,2593,2514,2515,2553,2477,2517,2512,2554,2690
686,2059,2661,1298,1942,1793,3005,1319,692,1144,1296
687,1055,328,404,364,440,365,165,162,3012,123
688,1532,999,1374,2951,1181,3021,1218,1795,1491,1382
689,377,301,341,337,3016,303,342,416,2935,340
690,2199,2312,2649,1860,2614,2536,1898,2275,2238,2237
691,1292,2090,1330,1365,2772,1102,2087,1404,1366,1327
692,2238,2731,1327,2772,1102,2774,3016,2275,644,2237
693,440,194,233,363,270,195,196,171,362,361
694,400,196,440,249,653,402,362,361,363,171
695,1564,1830,1942,1319,1410,1754,1144,1296,3005,1793
696,151,2731,2855,152,2894,20,2896,2899,2898,2889
697,2066,1193,2955,994,2988,2816,3036,1218,2815,1177
698,1384,3004,2652,2566,2644,2653,2435,1361,2646,1398
699,268,3024,537,234,194,233,269,270,196,195
700,364,249,400,171,653,362,440,363,402,361
701,1319,1792,1756,1755,1296,3035,1334,1789,1793,3005
702,2772,2731,2238,1327,1102,1898,644,2275,3016,2237
703,1366,2090,2774,2772,2087,2238,2275,1898,1327,2237
704,2818,2815,1193,364,327,365,2775,3036,440,402
705,1795,1319,2576,1373,2614,3035,1410,1681,1296,1334
706,696,474,2059,698,729,363,440,2955,730,402
707,2480,2439,2515,2478,2517,2514,2477,2513,2690,2512
708,125,234,120,84,91,156,119,195,196,88
709,1382,2815,2059,2775,2988,1231,440,3036,1193,402
710,2331,1680,2576,1639,1894,2281,1641,2614,1681,1678
711,1102,2238,569,2690,646,606,2772,2237,3016,644
712,1366,3016,2772,2774,1102,644,1327,2238,2275,2237
713,454,377,301,453,337,303,416,342,2935,340
714,2731,38,1384,152,62,37,23,68,69,20
715,2899,69,2855,68,152,2896,2731,2898,2889,20
716,569,606,3013,2736,2731,340,228,2935,3016,644
717,1598,1521,3004,1484,1939,1901,2513,1789,1977,2512
718,382,232,420,3024,499,536,381,195,194,343
719,285,2995,364,361,249,362,400,363,440,402
720,648,574,269,647,537,651,2512,498,499,536
721,37,2953,2899,152,2855,20,2896,2898,2894,2889
722,1162,1153,1185,1193,1232,1385,1347,1123,1345,1085
723,305,420,537,498,156,268,269,499,270,610
724,2510,2513,2243,1939,3034,1597,2512,1521,1598,1977
725,2774,2736,606,2275,2772,2731,1102,3016,644,2237
726,1319,1259,1334,1327,3035,1298,3005,1793,1144,1296
727,1484,1521,2243,1598,1789,2513,1901,1939,2512,1977
728,228,2773,1102,2772,2774,2736,2731,2237,644,3016
729,25,119,3024,234,118,233,270,156,195,196
730,1298,1564,1320,1380,3039,1418,1410,1375,1319,1144
731,1102,2773,2275,2772,2736,2731,2774,644,3016,2237
732,606,2238,2731,2772,1102,2774,2275,3016,644,2237
733,692,1180,3004,2059,2661,1942,1298,1296,1319,1144
734,1102,606,2773,2736,2772,2731,2774,644,3016,2237
735,1424,1388,1347,1349,1049,1387,1121,1123,1085,2953
736,185,189,184,224,569,228,3013,3016,644,646
737,1374,1603,1867,1795,1296,1319,1829,1373,1410,1334
738,1371,1218,1231,2988,1410,1374,2951,1193,1181,1382
739,574,268,420,232,537,269,343,499,536,270
740,2687,2648,2644,1193,2435,2649,1319,1361,1398,2646
741,1398,2477,2517,3,185,20,3013,151,188,2690
742,1327,1298,1319,1410,3035,1144,3005,1334,1793,1296
743,304,376,377,301,337,416,303,342,2935,340
744,327,435,250,400,365,364,2995,363,440,402
745,269,194,153,158,118,233,156,270,196,195
746,396,61,362,27,285,358,195,196,25,361
747,1369,2517,2439,2515,1296,2395,2514,2477,2513,2512
748,2651,1278,1244,2482,434,1171,2726,2652,286,2994
749,2774,2772,1327,1102,3016,1898,2238,644,2275,2237
750,1327,1366,2773,2090,2087,2734,2772,2275,2238,2237
751,1297,1371,1298,1319,3035,1327,1144,1334,1410,1296
752,1320,2963,2435,2646,1398,1942,719,3004,2606,1319
753,1345,1232,2988,1231,1375,1424,1410,1181,1193,1382
754,913,499,647,571,268,610,2512,574,269,536
755,1017,1358,1128,1359,1054,1392,1357,2977,1055,3004
756,2882,2439,2437,1193,2478,2480,2512,2477,2517,2690
757,2773,1102,2275,2736,2772,2731,2774,644,3016,2237
758,2275,2695,2090,2734,2238,2087,2736,2772,453,2237
759,451,1102,2734,2090,2772,2542,2087,453,2237,2238
760,606,1102,228,2772,2774,2736,2731,2237,644,3016
761,2275,1102,2773,2736,2772,2731,2774,644,3016,2237
762,360,402,285,323,363,284,397,249,362,361
763,1057,1361,2994,3025,1323,1056,1094,1055,2571,1398
764,2649,2808,2087,2730,1102,2810,2690,2542,1327,646
765,1102,2774,2773,453,2734,2736,2772,3016,644,2237
766,1319,1371,2513,2512,1369,1940,1296,1327,1370,3035
767,1214,1304,3021,1374,1231,1406,1491,2331,3035,1382
768,2443,2564,2687,2644,2688,2646,2606,2482,1398,2653
769,1896,1296,1894,1857,2614,1717,1719,1678,1681,1334
770,1484,1789,1521,1598,3034,1901,1939,2513,2512,1977
771,1102,606,2275,2772,2736,2774,2731,2237,644,3016
772,1345,1306,1232,2953,2775,2815,3036,2818,1231,1193
773,2695,2773,2090,2087,2734,2736,453,2772,2238,2237
774,382,500,651,2512,537,269,156,498,499,536
775,2773,606,1102,2772,2774,2731,2736,2237,644,3016
776,153,158,269,305,156,233,118,196,270,195
777,1102,2275,606,2772,2736,2731,2774,644,3016,2237
778,571,572,191,268,533,269,499,610,574,536
779,1679,1319,2320,2319,1719,1334,1373,1717,1678,2281
780,606,2774,2275,2736,2772,2731,1102,644,2237,3016
781,487,692,1327,3005,1942,2059,1144,1756,653,3035
782,2653,1270,1344,2652,1347,1232,1345,1193,1398,1382
783,2840,2437,2843,2478,2690,2480,2881,2517,2477,2882
784,3035,1373,1370,1319,1334,1754,1793,3005,1296,1789
785,184,226,187,20,342,189,224,228,2935,340
786,2366,3015,2237,2365,2462,1894,2576,2325,2614,2287
787,1298,719,1795,1216,1410,1319,1144,1296,1327,3035
788,1292,2087,1404,3016,2772,1366,2731,1327,2736,1102
789,262,187,148,151,152,224,188,189,3013,228
790,1376,1424,1181,1267,2951,1231,1193,1374,2988,1382
791,1366,2087,644,2774,1102,2772,1327,2238,2275,2237
792,644,228,2773,3013,2772,2731,2774,2736,3016,2690
793,2935,1711,3034,1939,2015,1484,1522,989,951,1977
794,3036,3021,1267,1424,1795,1181,1231,1193,2988,1382
795,1049,1053,1160,1088,1126,1121,1123,1055,1162,1085
796,837,536,1977,2690,989,2517,2477,2512,3035,2513
797,1327,2773,1102,2736,2774,2731,2772,644,3016,2237
798,2087,1366,2734,1102,1327,644,2238,2275,2772,2237
799,1597,1521,1522,1484,1901,1598,2015,3034,1939,1977
800,1298,1564,1144,1319,1334,1789,1754,3005,1296,1793
801,436,286,328,363,326,325,404,364,365,440
802,2275,228,1102,2772,2774,644,2731,2736,2237,3016
803,1319,440,2606,719,364,1795,3036,365,1193,2059
804,2736,1366,644,1102,2275,2734,2774,2773,2772,2237
805,1126,1242,1162,3004,1085,1161,1319,1320,2994,1206
806,1193,2398,1327,1374,1383,1218,1337,2360,3035,1382
807,1213,2818,2988,1231,3014,1177,2775,1193,3036,2815
808,1366,2237,1102,2768,2772,2774,2773,2690,2736,2731
809,2773,1102,2275,2772,2774,2736,2731,644,2237,3016
810,692,1371,3039,1489,1369,1298,1319,1410,1144,1296
811,2238,2808,2810,451,2690,2730,2542,2087,2649,361
812,396,363,189,285,185,358,184,224,362,361
813,1892,1643,1641,2576,2325,1681,2614,2287,1894,1678
814,1398,2426,2609,287,2650,2688,2646,2464,2653,286
815,1218,1444,1102,1366,1365,1406,719,1382,1327,3035
816,2921,2889,2803,2918,2801,2840,2841,2843,2881,2882
817,1369,1371,1298,1410,3005,1144,1319,1793,1334,1296
818,1267,1193,1532,3021,1491,1424,1181,995,999,2953
819,2603,1319,2640,2606,2059,404,402,364,365,440
820,1076,1387,1491,1074,1388,40,1424,1382,999,44
821,1337,1383,1231,1374,1368,1406,1491,3035,1329,1382
822,606,2773,1102,2772,2731,2736,2774,644,3016,2237
823,1102,228,2690,2731,2736,2774,2772,2237,644,3016
824,267,498,537,156,574,270,499,268,536,269
825,2773,1102,606,2736,2772,2731,2774,644,3016,2237
826,1218,1214,1175,2951,1374,1327,1406,1177,1382,3035
827,692,1940,1756,2513,1793,2512,1789,536,1754,3005
828,2773,228,2774,2772,2935,2237,2731,644,2736,3016
829,2988,3021,2066,999,1538,1795,2103,1491,2331,1382
830,1752,1319,1756,2512,1296,1940,1793,1754,3005,1789
831,1383,1376,1231,1410,1181,2951,2988,1193,1374,1382
832,3035,1424,1181,1306,1267,1374,1231,1193,2988,1382
833,3035,1298,1144,1371,1398,1327,1369,1319,1410,1296
834,569,3013,606,2736,340,2731,228,2935,3016,644
835,1521,3034,1789,989,1901,2015,1522,1939,1484,1977
836,989,3034,1522,2015,2513,1901,1484,1939,2512,1977
837,325,326,436,328,404,402,363,365,364,440
838,2059,1319,2606,719,653,1327,440,487,402,3035
839,474,361,249,2995,171,400,362,363,440,402
840,1860,2731,2772,1898,644,1102,3016,2275,2238,2237
841,2917,2803,2918,2801,2924,2921,2905,2913,2908,2916
842,1218,1337,1383,3035,1374,1755,1795,1491,2331,1382
843,2734,2773,1102,2774,644,2772,2736,2731,3016,2237
844,2953,41,1032,995,3021,1538,999,1491,2331,1382
845,1319,1719,1895,1896,1894,1717,1857,2614,1678,1334
846,3035,3004,1410,1193,1330,1375,1406,1327,1319,719
847,606,2275,2772,1102,2736,2774,2731,644,3016,2237
848,989,1939,1940,1857,2513,2512,1327,1977,3035,536
849,1306,1429,2814,1237,1231,1193,2818,2815,2775,3036
850,1376,1267,1383,1231,1424,1193,1181,1374,2988,1382
851,1347,1345,1181,1267,1270,1306,2988,1193,1424,1382
852,1193,1491,1374,1329,1383,1327,2360,1337,3035,1382
853,2550,2477,2515,1418,2514,2661,2509,2513,1369,2512
854,193,656,532,158,652,646,615,528,653,719
855,1484,2015,1713,1598,951,3034,1750,1789,1939,1977
856,2772,2542,2810,2808,2090,1327,1365,1366,2087,1102
857,644,1406,1330,2772,1368,1102,1365,1404,1366,1327
858,644,2087,2238,2772,2773,1102,2774,2237,1366,1327
859,1422,683,682,1344,603,1193,640,607,1384,1181
860,2773,1860,2090,1366,2087,2238,2275,1327,1898,2237
861,1193,184,1398,2512,2477,185,2690,1361,1418,2517
862,1789,1711,3034,989,1522,2015,1484,1939,951,1977
863,268,269,536,193,194,232,499,343,270,195
864,2087,2774,1404,2772,2731,1366,2736,3016,1102,1327
865,571,611,194,3016,195,951,572,913,610,533
866,644,1404,2238,1366,2774,2773,2087,1860,1898,1327
867,2773,2734,2508,1898,2238,2090,1366,2087,2237,1327
868,1319,1334,1371,1296,686,1410,3039,1144,1867,1369
869,248,283,440,400,402,361,171,362,249,363
870,2731,2772,1102,2238,606,2774,2275,3016,644,2237
871,2774,2731,1327,2238,2736,2772,2237,1102,3016,644
872,453,224,189,3013,2935,569,606,228,3016,644
873,1369,1414,1564,1380,1418,3039,1144,1319,1410,1375
874,606,2731,2772,2238,2774,1102,2275,3016,644,2237
875,2087,1404,1366,2772,644,2731,2736,1327,1102,3016
876,2774,2729,3013,2772,2773,2731,2736,3016,228,2690
877,189,342,303,569,606,228,2935,340,644,3016
878,1369,1144,1827,3005,1319,1370,1754,1296,1373,1789
879,440,283,201,239,402,362,361,249,171,363
880,26,27,148,25,23,62,610,68,69,20
881,2059,653,692,1298,402,2955,1144,730,727,687
882,1102,2772,3016,644,1860,2238,1327,1898,2275,2237
883,305,499,233,196,194,267,268,195,270,269
884,440,362,249,201,402,361,615,239,171,363
885,2774,2090,644,2772,1102,1366,2238,2087,1327,2237
886,2772,2087,3016,644,1327,1860,2238,1898,2275,2237
887,1795,1418,1259,1177,2059,3035,3005,1296,1298,1144
888,1375,3039,1319,1410,1489,1793,1369,1298,1296,1144
889,440,239,615,249,402,362,361,171,363,653
890,2278,2537,2312,1860,2536,2238,2614,1898,2275,2237
891,463,2955,400,474,730,2995,727,363,440,402
892,1366,644,2772,2087,1860,2238,1327,1898,2275,2237
893,1827,2614,1597,1678,1789,2320,2319,2243,2512,2281
894,2855,3013,152,2898,2894,151,2896,2889,2899,188
895,224,2935,189,606,340,3013,569,228,3016,644
896,228,2773,1102,2736,2731,2772,2774,2237,644,3016
897,262,187,152,188,3013,644,224,3016,189,228
898,1942,2661,1319,1398,3005,1369,1144,1940,1296,1793
899,2661,2395,499,2512,2509,537,2510,610,574,536
900,3021,578,348,402,1491,654,999,1944,994,652
901,382,234,3024,118,233,269,156,270,196,195
902,1089,2953,1123,1087,1385,1149,1126,1121,1085,1491
903,1185,1379,1153,1414,1378,719,1385,1418,1193,1345
904,308,156,234,268,233,269,270,194,195,196
905,2731,2238,2774,2275,2772,1102,606,3016,644,2237
906,2087,1404,2772,1366,644,2731,2736,1327,1102,3016
907,2771,570,2542,451,605,2810,2690,2087,646,2649
908,3035,1564,1795,1144,1410,1319,3005,1334,1793,1296
909,2896,2841,2953,2881,2898,2840,2889,2894,2843,2882
910,606,1102,2736,2772,2731,2275,2774,3016,644,2237
911,474,364,435,400,327,363,652,440,653,402
912,1216,1410,1406,1144,719,2059,1177,1795,3035,1327
913,615,268,362,363,233,171,270,194,195,196
914,498,400,487,171,440,362,402,363,653,361
915,1320,1375,3039,1298,1418,1380,1410,1369,1319,1144
916,1597,1598,3005,1977,1373,1751,1713,1677,1716,1789
917,569,2772,2774,606,2736,2731,228,2237,644,3016
918,2564,2606,1102,2401,2646,1327,3035,2399,2357,1382
919,268,232,269,193,420,195,537,270,499,610
920,341,377,454,337,453,303,416,342,2935,340
921,1330,1378,1385,1414,1144,1418,1375,719,1345,1193
922,193,231,343,233,268,269,270,194,196,195
923,2653,1320,1359,2646,719,1361,1358,1319,3004,1398
924,2921,2801,2843,2918,2841,2840,2803,2889,2881,2882
925,453,2736,2090,2087,2773,2734,2275,2772,2238,2237
926,224,189,2731,2736,3013,340,228,2935,3016,644
927,1298,487,687,1793,1942,1319,692,1144,3005,1296
928,1017,364,328,165,3025,1055,404,365,2994,123
929,2774,1404,644,1366,2772,2731,1327,3016,2736,1102
930,2953,37,20,152,2855,2899,2898,2896,2894,2889
931,3021,2988,1181,2953,1231,1193,2775,3036,2818,2815
932,1429,1123,719,2775,1345,2818,3036,1231,2815,1193
933,323,364,400,249,440,402,171,363,362,361
934,1214,2988,1193,2951,1374,1177,1406,3035,1327,1382
935,2238,2736,606,2772,2731,2774,2275,3016,644,2237
936,2851,2890,152,2953,2899,2855,2896,2898,2889,2894
937,1320,1418,1297,1489,1410,1375,1298,1319,1296,1144
938,1049,1153,1385,1089,1347,1161,1126,1162,1123,1085
939,2090,2734,2774,1102,2238,2772,2087,1366,1327,2237
940,1123,1121,440,1055,365,1085,165,162,3012,123
941,537,498,420,195,499,267,361,268,270,269
942,1102,2087,608,646,605,569,531,606,3016,644
943,2773,2774,2734,2090,1404,2772,1102,2087,1366,1327
944,2389,1358,2963,719,1400,3004,1399,1319,1361,1398
945,1371,3039,1259,1297,1410,1489,1319,1298,1144,1296
946,2773,1102,606,2736,2731,2774,2772,3016,644,2237
947,2736,606,2772,1102,2731,2774,2275,3016,644,2237
948,2275,2736,2772,2774,2731,1327,1102,644,3016,2237
949,719,1756,1319,1175,1177,3005,1216,1789,3035,1327
950,1214,2951,1418,1213,3014,1216,1406,1177,1327,3035
951,1597,1901,3034,2243,1939,1521,2513,1598,2512,1977
952,1049,2936,1088,1092,1053,1121,1054,2977,1085,1055
953,2774,2736,2731,2275,2772,1327,1102,3016,644,2237
954,1193,3036,1214,2988,2059,1327,1406,1382,1177,3035
955,2803,2840,2918,2921,2841,2843,2916,2801,2881,2882
956,1126,1049,1121,1206,1123,3012,404,1085,2953,123
957,1942,487,694,1319,1296,2059,402,727,1144,692
958,606,2275,1102,2736,2772,2774,2731,644,2237,3016
959,1756,536,686,651,2512,647,1793,1789,1754,3005
960,2015,1521,3034,2243,1484,1939,1901,2513,2512,1977
961,2773,606,1102,2772,2774,2731,2736,2237,644,3016
962,201,3012,364,327,400,162,440,123,402,363
963,1213,3014,719,1418,1212,1216,1144,3035,1177,1327
964,2331,2814,1231,81,1193,44,41,2988,1424,1382
965,2734,1102,2773,2772,2774,2736,2731,2237,644,3016
966,498,267,268,193,382,574,537,269,499,536
967,2509,2554,2882,3035,2515,2514,2517,2477,2513,2512
968,1418,1337,1374,1254,1218,1406,1382,1177,1327,3035
969,1369,1334,3005,2512,1754,1370,1319,1373,1296,1789
970,1977,989,2661,3005,3035,2477,1940,2513,536,2512
971,2734,2736,2275,2731,1102,2772,2238,644,3016,2237
972,2734,1102,2773,2772,2736,644,2731,2774,3016,2237
973,1366,3016,2772,2275,1102,2238,2774,644,1327,2237
974,653,729,487,440,692,687,2955,727,730,402
975,570,2508,2090,605,531,2087,606,608,3016,644
976,2090,2087,684,606,570,531,605,3016,644,608
