,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10
512,805,842,1038,840,843,844,845,882,884,2443
513,533,685,724,838,953,989,1027,2243,2281,3026
514,1130,1472,1129,2420,1049,1168,1435,1161,2421,2081
515,2167,1521,2512,1255,1977,1484,1522,2243,2282,2281
516,178,216,198,203,123,159,160,195,201,196
517,595,559,174,525,519,630,594,557,555,629
518,2354,1671,684,340,646,644,683,1063,1102,645
519,303,570,606,227,263,569,379,531,340,2935
520,611,647,649,685,688,723,724,989,3023,3026
521,2081,751,1208,1168,2941,818,1161,709,1049,2421
522,852,552,817,198,821,820,887,783,824,886
523,195,431,238,430,155,162,164,427,474,123
524,1446,1484,952,1409,2243,1522,1183,1407,1181,2281
525,684,493,683,3016,644,532,531,645,569,568
526,2421,1297,1298,1301,1049,2420,1300,1161,1435,1334
527,2682,2081,679,751,1436,2647,1435,1133,1096,949
528,152,532,644,569,188,3013,266,227,228,2935
529,1663,1083,1199,1163,1666,2081,2153,1334,1161,1049
530,365,522,408,371,555,212,2961,519,175,174
531,1450,1149,1224,1148,1452,1188,1189,1454,1186,1187
532,1224,1189,1225,1454,1452,1188,1187,1186,1450,1183
533,481,196,173,198,401,552,514,479,482,2961
534,1125,1224,1161,1435,1188,1187,1148,1226,1149,1186
535,681,2463,716,756,2650,719,2503,2763,753,755
536,268,305,344,382,384,422,460,533,2978,3026
537,1129,1301,1049,1130,1161,2420,1435,1300,1334,1168
538,1027,1065,1407,1522,2167,2168,952,1181,2243,2281
539,2364,2445,2369,1149,1148,2211,2366,2081,2447,2484
540,1817,2083,2647,2650,2686,754,2160,753,755,1057
541,2093,2129,2130,2167,2168,2244,2282,2931,2960,3034
542,2129,2130,2167,2168,2205,2244,2282,2931,2960,3034
543,2883,2887,2881,2888,2847,2884,2968,2845,2886,3018
544,1217,1255,1407,1445,1484,1522,2130,2167,2168,2960
545,531,152,265,340,303,189,263,266,2935,227
546,1224,1147,1185,1452,1149,1187,1189,1148,1188,1186
547,231,213,239,292,174,195,178,346,177,216
548,530,379,1936,1862,645,1938,1900,569,531,568
549,2968,2774,2850,2845,2884,2887,2882,2847,2886,3018
550,752,715,716,753,754,2081,525,677,751,755
551,1454,1148,1185,1681,1189,1452,1188,1224,1187,1186
552,2657,2810,2771,2658,568,2697,683,2938,645,719
553,1134,1778,1816,2081,2083,753,754,755,1057,2647
554,987,2617,794,2658,2505,2657,2696,681,719,756
555,1148,1188,1149,1452,1226,1183,1454,1187,1450,1186
556,2726,755,2043,2082,2158,2645,2647,2682,2724,2727
557,1083,709,1301,2973,1300,1017,1334,1435,1049,1161
558,1224,1189,1454,1452,1148,1187,1450,1183,1188,1186
559,949,1134,679,1096,751,2648,755,2645,2647,2682
560,152,531,303,340,148,263,266,227,228,2935
561,2917,2924,2845,2968,2851,2847,2888,2921,2886,3018
562,1183,1184,2366,1145,1187,1189,1148,1149,1186,1188
563,1128,1125,2421,1129,1300,1338,1168,2988,1435,1161
564,2721,2555,2594,2939,2596,2556,2677,2722,2553,2512
565,1406,1133,2808,722,2773,987,2937,683,2771,2810
566,570,228,646,644,3013,2935,569,532,568,3016
567,2771,794,645,2617,2697,2938,681,2657,756,2658
568,2847,2881,2887,2888,2884,2882,2968,2845,2886,3018
569,1522,2015,2016,2092,2129,2130,2167,2168,2282,2960
570,3016,493,530,644,1102,532,645,531,569,568
571,31,75,148,38,30,152,70,35,73,36
572,754,755,2648,2686,677,751,753,791,2081,2647
573,552,173,174,514,212,479,371,408,440,2961
574,2213,1181,1107,1223,1187,2366,1188,1450,1145,1183
575,784,557,783,2941,561,709,562,525,560,559
576,645,1101,644,1443,340,1063,3016,2984,683,1102
577,882,1161,716,2941,783,1472,677,751,884,2081
578,379,683,493,645,2938,1938,530,569,531,568
579,913,953,1065,533,724,952,1027,1181,2243,3026
580,2213,1188,1450,1186,1149,1187,2081,1183,1148,2211
581,1301,1128,1163,1321,2382,1049,2081,1161,1168,1334
582,1017,1300,1435,1130,1168,2460,1049,1161,2421,2081
583,2717,3018,2754,2719,2679,2758,2674,2676,2677,2716
584,332,215,522,173,212,555,408,519,175,174
585,254,407,408,403,400,401,475,552,2961,514
586,265,189,72,227,38,262,266,36,35,226
587,2512,2716,2939,2158,2553,2964,2720,2677,2721,2722
588,1168,2941,709,1017,1049,1161,2460,1435,2081,2421
589,2887,3018,2922,2883,2888,2968,2881,2885,2845,2886
590,379,3013,684,1102,493,683,531,569,645,568
591,2081,2140,1168,1797,1187,1189,1148,1149,1186,1188
592,2281,533,990,1065,724,953,1027,1030,1181,1183
593,2362,2440,2363,2322,2323,2134,2484,2360,2211,2081
594,792,1744,1095,756,2087,257,755,259,2085,753
595,754,1096,755,1170,679,2005,2647,716,1134,751
596,2092,2129,2130,2167,2168,2243,2244,2281,2282,2960
597,677,715,716,751,2081,753,755,2647,2648,2682
598,1187,1101,1184,1181,1188,1450,1149,1148,1186,1183
599,1590,906,2123,755,978,907,1817,2160,1134,1057
600,2941,1161,2646,752,751,2647,1168,675,2421,2081
601,493,683,645,2938,2697,530,532,531,569,568
602,1187,1188,1223,1107,1182,2366,1181,1450,1145,1183
603,3029,2005,2081,1738,751,789,2083,790,2160,1134
604,1162,1199,847,1470,789,1134,1159,1040,2081,884
605,1182,1186,1224,1188,1189,1450,1452,1107,1145,1183
606,532,570,340,189,265,303,227,263,266,2935
607,2129,2130,2167,2168,2243,2244,2281,2282,2931,2960
608,2883,2885,2847,3018,2884,2881,2968,2888,2845,2886
609,913,952,953,1065,1181,2243,1027,1030,1183,2281
610,522,212,485,519,175,332,371,408,555,174
611,795,759,1024,794,755,296,987,756,681,719
612,2480,1032,653,803,2441,843,842,844,2443,840
613,2881,2888,2887,2847,2882,2968,2845,2884,2886,3018
614,2644,2642,2643,2562,2603,2648,2043,2722,2647,2081
615,266,227,188,644,3013,532,228,569,3016,2935
616,1038,3029,1040,790,884,2005,751,848,2081,1134
617,1049,1666,1738,1128,1130,1163,1776,2382,1161,2081
618,2369,1068,1148,2213,1188,1183,995,1107,1145,2366
619,645,722,1405,1443,1026,2984,1101,683,1063,1102
620,1130,2382,1203,559,1208,1334,1049,1161,1017,1168
621,2941,2421,1049,783,1161,1472,1208,2420,1339,1168
622,1026,2734,570,342,608,722,2697,645,1102,1063
623,1073,1148,1168,1188,1038,1075,1032,1035,1186,1181
624,259,525,677,753,1058,487,715,719,754,755
625,410,447,448,449,486,487,488,525,715,755
626,1162,887,920,1161,1226,1683,885,1127,1435,919
627,608,568,342,645,456,1026,530,531,1063,1102
628,1785,1936,2013,2051,1821,681,1671,646,683,719
629,753,1780,1441,1058,1135,1439,715,2126,719,683
630,1897,1859,1862,1861,3006,644,1633,719,646,683
631,1973,1900,719,1899,1936,1974,646,1937,1938,1862
632,897,1129,752,1205,751,1089,784,1204,2977,1168
633,1483,1484,1521,1522,2015,2016,2092,2130,2167,2960
634,596,520,561,519,666,630,559,595,557,629
635,403,407,443,441,408,371,481,482,479,2961
636,154,574,153,231,536,116,499,156,3026,155
637,530,1671,570,569,532,644,683,646,568,3016
638,445,441,369,408,440,481,482,371,479,2961
639,2650,2932,679,717,719,756,1095,716,755,2937
640,188,532,606,569,644,683,570,568,646,3016
641,607,755,684,1024,646,987,756,681,683,719
642,1937,2938,1938,1899,1862,607,645,646,683,719
643,1058,523,595,560,715,559,557,562,561,525
644,2500,2648,715,2650,716,753,755,791,2647,2682
645,1368,1113,722,719,1367,681,683,756,1133,987
646,1183,1450,1643,1679,1680,995,1032,1186,1188,1682
647,2938,1671,987,684,756,607,646,681,683,719
648,2763,2727,2767,2769,683,719,756,2728,681,987
649,607,1899,1900,646,645,1862,683,3016,568,644
650,1073,1109,1181,1149,1148,1450,1032,1188,1183,1186
651,569,607,570,3013,532,683,645,644,3016,568
652,164,229,231,153,156,310,500,653,155,3026
653,607,2697,719,2696,646,2810,2771,683,645,2938
654,409,440,330,254,216,255,294,292,178,372
655,1222,1035,1681,1452,1413,1181,1224,952,1450,1183
656,446,369,525,555,522,560,521,519,408,371
657,2012,494,379,1026,1937,1974,456,342,1102,1938
658,2517,2598,785,1063,2561,2645,2643,2682,2081,2647
659,37,38,124,71,138,60,49,89,88,86
660,617,884,543,622,656,444,653,655,2961,848
661,628,1049,748,521,864,520,863,559,709,560
662,1508,561,1049,1199,1203,630,1300,1334,559,1207
663,570,531,530,1102,456,683,532,645,569,568
664,268,305,344,382,495,499,533,536,574,3026
665,918,1226,1225,1228,920,1229,1450,1149,1188,1186
666,1821,1937,456,1899,1858,568,1936,1862,1900,1938
667,885,919,803,842,843,653,880,882,884,886
668,3016,646,1063,2697,2658,340,1102,644,683,645
669,760,644,2938,2658,722,2697,2013,342,2012,1102
670,1017,1508,1203,2994,630,1049,595,559,561,1207
671,2657,645,568,2658,2735,644,2938,2771,2810,2696
672,756,720,722,681,2771,2769,2809,2810,683,719
673,1407,1183,991,1255,952,1484,1181,1522,1103,2281
674,214,216,365,409,440,174,254,371,372,408
675,228,531,646,570,683,3013,532,3016,569,568
676,2354,342,1900,1936,1862,1974,1937,456,568,1938
677,1187,1223,1145,952,1189,1188,1032,1450,1181,1183
678,2772,2808,2768,2733,681,1024,2695,987,2773,683
679,646,2657,758,2697,756,2658,683,719,2938,645
680,340,342,645,569,683,570,2697,532,568,1102
681,3016,1102,645,722,2658,683,2697,644,568,2938
682,1032,1186,843,842,920,919,884,886,880,1306
683,1148,1226,2211,1186,1149,1436,949,1130,1168,1435
684,557,559,629,666,710,560,751,562,525,561
685,2678,2721,2512,2594,2679,2683,2716,2677,2719,2758
686,840,843,1033,1035,842,1034,1186,1109,1306,1032
687,562,1049,557,595,2994,630,1017,559,561,1207
688,1134,1778,1779,1817,1094,2083,753,755,2160,1057
689,570,606,3013,263,379,568,569,531,340,2935
690,756,2241,684,645,607,681,2938,683,646,719
691,1973,1899,1937,1821,1858,1824,1900,1936,1862,1938
692,570,2013,644,2658,722,2012,568,2938,2697,1102
693,292,365,2961,174,177,178,214,216,254,440
694,482,212,479,408,174,369,365,371,440,2961
695,1109,1181,2213,1148,1149,1450,1186,1188,1032,1183
696,75,228,30,148,227,152,70,35,73,36
697,789,847,2153,812,1161,1049,709,1199,1666,884
698,1816,2647,525,676,715,753,755,791,2648,2650
699,202,213,200,198,159,203,160,195,201,196
700,403,408,440,552,173,400,401,475,514,2961
701,1230,1191,1450,1032,1189,1228,1181,1183,1186,1188
702,1975,1824,1862,1821,1063,342,494,1026,1102,1938
703,1937,530,531,1899,1936,1862,1900,1938,569,568
704,826,560,884,2941,709,790,3029,751,789,2081
705,1107,1032,995,1068,1189,1145,1450,1188,1181,1183
706,844,1040,847,883,886,887,1716,848,884,1038
707,2598,2518,2603,2556,2515,2479,2517,2561,2512,2516
708,426,84,92,78,90,123,89,86,49,88
709,1164,1470,3029,787,896,790,1199,2005,751,2081
710,2360,1103,1181,2320,1522,991,1903,2322,2281,2366
711,2657,758,2771,756,722,2505,2810,2938,2696,645
712,570,3016,569,722,2658,2012,2697,644,2938,568
713,3013,228,531,227,266,569,303,263,340,2935
714,67,148,75,38,35,70,30,152,73,36
715,75,2882,3018,38,70,152,30,35,73,36
716,227,1102,265,228,644,3013,266,683,3016,340
717,1027,1103,1181,1255,1407,1484,1522,2130,2168,2960
718,495,499,533,536,571,574,610,724,2978,3026
719,715,371,408,485,486,524,447,755,487,525
720,919,651,803,917,3023,653,689,724,840,3026
721,228,1327,38,30,152,70,148,35,73,36
722,3029,2042,675,789,1738,751,2421,1776,2382,2081
723,384,424,432,433,500,2978,305,385,422,3026
724,1521,2168,1255,2167,1977,1484,1522,2282,2243,2281
725,379,530,494,1900,1938,342,456,1026,1063,1102
726,1455,1191,1306,1226,1453,1188,1147,1109,1149,1186
727,1103,1181,1255,1407,1484,1522,2130,2168,2281,2960
728,1443,340,645,1671,3016,646,644,1063,683,1102
729,92,156,115,116,88,78,49,154,155,86
730,1187,1145,1147,1184,1450,1183,1148,1149,1188,1186
731,2012,645,684,722,644,1063,646,3016,1102,683
732,2354,494,1063,342,1102,2012,1937,1862,1974,1938
733,844,919,1186,1032,842,1038,843,1109,884,1306
734,1026,2354,722,646,1671,644,683,645,1102,1063
735,599,1199,2382,789,3029,790,1164,2153,1161,2081
736,2771,2810,756,2086,681,753,987,755,2763,716
737,1068,1144,1181,2213,995,1107,1145,1182,1183,2366
738,2044,2123,2647,2160,753,754,1778,2083,2571,1057
739,989,1065,1179,1181,1863,1940,2978,2986,3011,3026
740,2081,2723,2719,2759,2639,2758,2596,2721,2680,2939
741,68,74,16,73,17,30,38,35,2937,36
742,1374,1229,1230,1183,1181,1450,1228,1149,1186,1188
743,570,644,228,531,303,263,569,266,227,2935
744,779,552,560,590,559,1049,521,709,812,664
745,115,116,533,153,154,156,229,231,3026,155
746,71,124,176,88,262,292,86,89,138,426
747,2553,2285,2556,2517,2515,2360,2514,2512,2322,2477
748,2460,751,2682,2498,2645,949,1284,2647,1247,2081
749,1938,722,644,756,1862,760,1824,2013,342,1102
750,1102,530,570,493,644,645,532,569,531,568
751,1454,1229,1226,1187,1149,1183,1450,1181,1188,1186
752,1168,1453,1038,844,1159,847,1121,884,1109,2081
753,755,1096,1134,1778,2160,2571,2647,753,1057,2083
754,1407,1522,2053,2092,2130,2167,2243,2281,2282,3026
755,1161,2005,2684,1246,2498,2647,2500,981,1134,2081
756,2720,2721,2758,2674,2676,2677,2679,2716,2718,2754
757,645,2354,2013,1026,644,683,1102,1671,646,1063
758,608,379,493,1063,532,645,530,531,568,1102
759,1174,2734,720,683,2695,722,568,756,2697,645
760,684,2984,645,1063,646,644,340,3016,1102,683
761,2354,646,1026,722,644,1671,683,645,1102,1063
762,1436,524,18,1209,3025,2005,1171,2932,1828,1247
763,679,753,949,1096,2645,1133,2647,2648,755,2682
764,2658,2655,759,2505,794,2617,2657,681,756,3018
765,530,683,2697,570,569,532,531,1102,645,568
766,2210,1189,952,2171,1450,1188,2213,1032,1183,2211
767,1049,1071,1072,1083,1161,1163,1196,1197,1200,1282
768,2158,2645,716,2648,2647,2682,2686,753,755,791
769,1452,1450,953,1103,1189,1068,1220,952,1181,1183
770,1181,1255,1407,1484,1522,2130,2168,2243,2281,2960
771,644,2012,608,1026,646,1671,342,683,1102,1063
772,1666,2941,3029,1776,1161,1199,751,709,789,2081
773,683,2697,532,1063,2695,530,531,645,568,1102
774,115,841,878,533,653,724,840,917,919,3026
775,2354,722,646,340,1671,644,683,645,1063,1102
776,126,84,115,178,138,99,86,162,123,426
777,2697,722,2012,644,646,645,1671,683,1063,1102
778,2130,2167,2168,2243,2281,2282,2960,2978,2986,3026
779,1217,1220,1032,1068,951,1903,953,952,1181,1183
780,1900,494,1101,1938,987,342,608,1102,1026,1063
781,844,883,884,1032,1034,1038,1109,1146,1186,2443
782,2083,1097,755,2158,1096,754,1057,753,1134,2160
783,2721,2718,2758,2679,2719,2674,2716,2676,2677,3018
784,951,1452,1454,952,1189,1188,1450,1032,1181,1183
785,152,148,531,263,188,3013,227,266,228,2935
786,1907,1944,2213,2285,2322,2323,2360,2366,2368,2369
787,884,1452,1181,1454,1188,1147,1453,1149,1186,1109
788,2013,756,2051,494,760,1938,1063,1101,342,1102
789,303,38,189,35,263,266,36,340,152,227
790,981,1019,1282,1663,2005,2083,2571,3029,940,1134
791,683,493,722,2697,530,532,2938,531,569,568
792,2984,2466,2543,189,1325,683,2774,224,3013,1102
793,2091,2092,2129,2130,2167,2168,2282,2931,2960,3034
794,1665,2267,939,1134,2005,2270,1470,1586,1625,2081
795,1130,1334,1128,1049,2153,1282,1199,2081,1163,1161
796,839,2440,2443,2515,2480,918,2213,2210,2211,2477
797,987,2012,645,2013,722,646,1026,1102,1671,1063
798,683,532,530,2697,493,1102,569,645,531,568
799,2130,2167,2168,2205,2243,2244,2281,2282,2931,2960
800,1229,1452,1187,1189,1186,1450,1032,1181,1183,1188
801,1738,1161,1159,1163,884,1134,1128,1129,1472,2081
802,2849,1443,227,3013,1101,1026,2984,1063,683,1102
803,749,675,788,786,819,677,709,751,2081,2941
804,2695,2697,683,532,2734,531,644,645,569,568
805,1127,1129,2081,1049,1338,1472,2988,1168,1435,1161
806,1096,1817,869,1744,2160,753,755,1097,1134,2085
807,1162,812,1163,2153,884,1199,1049,709,1161,1666
808,2810,2984,2769,3016,2808,722,2773,1102,681,683
809,1443,1404,1101,340,1026,644,3016,1063,683,1102
810,1187,1186,1452,1107,1189,1224,1450,1145,1183,1188
811,1133,1482,2932,949,2658,987,681,794,756,719
812,409,294,140,256,372,178,488,217,449,296
813,1182,1107,1144,1145,2366,953,1068,1181,995,1183
814,679,2726,2500,2647,1133,949,791,755,2682,753
815,981,1134,2163,2085,753,1057,2160,1096,754,1097
816,2968,2881,2850,2882,2884,2845,2886,2887,2847,3018
817,1454,1032,1452,1189,1186,1187,1181,1188,1450,1183
818,790,818,1125,1663,1164,1049,1199,1161,2153,2081
819,1038,1168,2941,751,709,1965,1049,1161,2081,884
820,940,1083,1199,1663,2081,2153,1049,1161,1163,1282
821,1055,1083,1085,1087,1122,1128,1160,1390,2081,2947
822,722,684,1671,644,646,2697,683,1063,1102,645
823,2767,1101,722,1443,2774,2773,1063,2984,683,1102
824,382,384,496,153,155,495,724,533,989,3026
825,2697,569,646,340,684,644,683,1063,1102,645
826,1163,1002,1001,1049,812,1161,847,1042,2952,884
827,990,995,1030,918,1027,1032,1065,1181,1183,2213
828,2774,760,227,1063,3013,340,3016,2984,683,1102
829,1200,1665,2081,672,939,940,1161,1470,1586,1625
830,1027,918,995,1145,1065,1181,1188,2213,1032,1183
831,751,981,1096,2044,2160,2571,790,2005,2083,1134
832,1042,1245,1663,1700,2081,1199,1163,1134,1161,1282
833,1068,1148,1452,1186,1181,1188,2211,2081,1450,1183
834,531,228,265,1102,644,3013,266,340,3016,683
835,1485,1521,1522,2015,2092,2130,2167,2168,2931,2960
836,1522,1977,2015,2092,2130,2167,2168,2243,2282,2960
837,2648,715,559,755,2941,752,677,783,751,525
838,840,848,882,884,921,922,924,2443,2444,2482
839,520,590,677,752,863,484,522,521,562,751
840,722,646,1102,683,608,2354,760,2697,645,756
841,2924,2881,2921,2884,2847,3018,2968,2888,2845,2886
842,1096,1817,978,1057,1586,1665,2044,2083,2160,1134
843,2013,1671,987,1140,722,1101,683,1026,1063,1102
844,2081,2266,2267,2269,2270,672,939,1470,1586,1625
845,991,951,1218,1484,1255,1103,952,1217,1183,1181
846,2079,884,1168,1199,2005,2004,1130,751,1161,2081
847,722,2697,2012,987,1938,608,342,1026,1102,1063
848,2210,2213,2440,1062,1101,879,839,2443,2211,918
849,1162,1718,847,1199,1334,812,1161,1163,884,2952
850,939,981,1096,597,599,2005,2044,2083,2160,1134
851,1163,2081,1700,3029,789,790,1161,1282,1738,1134
852,2083,2688,754,1744,1057,1817,1096,753,1134,2160
853,2847,2838,1409,2850,2841,2886,3018,2887,2839,2881
854,562,560,479,481,522,521,446,482,592,520
855,2130,2167,2168,2205,2243,2244,2281,2282,2931,2960
856,684,758,2938,1366,646,987,756,683,681,719
857,1976,1937,1821,1899,1858,1824,1936,1938,1900,1862
858,2735,720,645,683,1862,2696,2810,2771,646,719
859,1514,1814,1439,1513,525,1024,1174,1058,2932,1476
860,1936,646,3016,719,1974,1937,644,2938,1938,1862
861,2480,2562,2437,2598,2648,2518,2603,2517,2561,2516
862,2130,2167,2168,2205,2243,2244,2282,2931,2960,3034
863,499,533,535,536,574,647,685,724,2978,3026
864,1862,2938,379,1824,1937,1102,2012,1974,342,1938
865,574,610,611,724,914,952,989,1181,2978,3026
866,1973,1858,1974,1824,1899,1937,1900,1936,1938,1862
867,1937,683,645,722,1862,646,719,2938,3016,644
868,1188,952,1679,1680,1035,1032,1183,1224,1450,1681
869,212,177,254,365,214,213,2961,216,174,175
870,530,1862,683,569,1938,456,645,1900,3013,568
871,722,2241,1102,2657,2735,2771,2810,645,2696,2938
872,646,266,2935,531,228,3013,568,532,569,3016
873,1147,1183,995,1149,1145,1148,2369,1186,1188,2366
874,2658,342,2013,1938,644,2938,1102,2697,568,2012
875,1821,456,760,2051,1063,494,342,1026,1938,1102
876,2728,987,2769,2695,722,2773,2767,2768,2810,683
877,263,531,683,568,2935,646,644,570,569,3016
878,1522,913,1484,951,1103,1145,952,953,1181,1183
879,175,555,2961,365,212,369,519,408,174,371
880,114,76,31,75,38,35,152,30,73,36
881,920,882,1038,1306,843,844,880,884,885,886
882,1973,1858,1936,1900,1974,1937,1821,1824,1862,1938
883,213,214,175,292,177,179,254,174,178,216
884,3037,3016,295,557,333,410,528,606,487,683
885,3016,379,644,683,532,493,531,645,569,568
886,1973,1974,1936,1937,1900,1858,1821,1824,1862,1938
887,1186,847,1127,887,1109,883,1604,884,1161,886
888,1181,1032,917,883,1188,1682,918,1186,920,919
889,446,174,519,479,2961,365,369,408,440,371
890,1821,1898,1861,2938,1899,646,1824,1900,1938,1862
891,885,920,851,2182,884,731,887,848,1038,886
892,2013,3027,1858,342,1937,1974,2012,1824,1862,1938
893,2960,1217,1407,2168,990,1255,1522,951,952,1484
894,189,266,228,263,227,70,152,35,73,36
895,532,606,2935,683,568,569,570,644,646,3016
896,2735,3016,722,1063,644,1102,2658,2696,683,645
897,265,493,228,303,340,152,263,266,227,2935
898,2081,1034,1186,1036,1035,1033,1109,884,1038,1032
899,2433,1409,1446,1521,2472,2514,2512,2510,2890,2395
900,1780,1823,642,1476,1057,715,607,646,567,1785
901,119,116,196,78,154,159,164,120,123,155
902,1049,1204,1161,819,2153,1776,1666,1240,1125,1203
903,1165,1125,1163,1164,1199,1130,1666,1168,1161,1776
904,196,195,164,120,78,154,229,346,155,156
905,2938,607,758,2658,681,722,719,646,645,683
906,1936,530,456,494,342,1900,1063,1938,1026,1102
907,716,1367,1024,794,753,987,756,681,719,755
908,1452,1229,1228,1189,1187,1186,1450,1181,1188,1183
909,2923,2845,2925,2884,2888,2968,2917,2886,2847,3018
910,1026,722,683,644,2013,2697,1938,1102,646,1063
911,333,1816,752,1703,521,525,677,715,751,754
912,2952,1121,1161,1162,1604,847,1666,2081,1199,884
913,440,213,177,175,214,201,216,178,174,196
914,440,174,517,196,133,475,3017,201,514,2961
915,1148,1147,1452,1187,1145,1183,1224,1189,1186,1188
916,951,952,953,1181,1183,1484,1522,1903,2168,2960
917,2697,340,684,646,2658,3016,644,1102,645,683
918,2655,1095,793,2242,2653,488,259,2690,756,2085
919,574,611,647,685,723,724,952,989,2978,3026
920,530,266,3013,303,379,263,227,531,340,2935
921,1129,1162,1168,1165,1334,1163,1164,1199,1666,1161
922,305,155,384,156,344,307,268,231,229,346
923,2083,2005,1776,1130,1435,1436,2421,1168,2647,2081
924,2881,2882,2888,2887,2847,2884,2968,2845,2886,3018
925,2697,493,644,1102,530,532,569,531,645,568
926,644,1102,265,227,228,266,683,3013,3016,340
927,840,843,844,884,1034,1109,1306,1032,1038,1186
928,675,2941,709,1017,1321,1049,1161,1208,1472,1168
929,2013,2051,494,760,1101,1026,1063,1938,342,1102
930,30,227,263,228,152,148,35,70,73,36
931,789,2153,781,1199,788,819,1049,1666,2941,709
932,1164,2081,789,1049,2153,1666,1161,1199,2941,709
933,178,212,213,440,174,175,214,216,254,362
934,1200,1282,1128,1159,1666,2081,1042,884,1163,1161
935,722,1026,644,2013,683,2697,1102,1938,646,1063
936,2847,38,152,1327,148,70,30,35,73,36
937,1228,1148,1225,1125,1229,1226,1450,1188,1149,1186
938,1199,1164,1166,1163,1129,1168,1127,1203,1435,1161
939,2697,683,645,530,644,531,532,2938,569,568
940,1242,1205,2994,561,629,1203,666,630,559,1207
941,231,313,346,174,254,177,179,292,178,216
942,684,987,1024,681,607,605,296,683,646,719
943,683,722,1862,719,2771,645,2938,3016,568,644
944,2120,2682,2080,1436,1778,2083,2005,2647,2727,2081
945,1145,1189,1187,1147,1073,1224,1450,1186,1183,1188
946,342,684,340,608,2697,644,683,1063,1102,645
947,1976,608,2354,494,1900,1938,342,1026,1102,1063
948,1974,1937,456,494,1900,1026,342,1063,1102,1938
949,1192,1452,2952,1454,1189,1228,1188,1183,1186,1450
950,812,847,1200,1109,1335,1186,884,1161,1163,2952
951,1407,1484,2168,2282,1103,952,1522,1181,2243,2281
952,1666,1203,1163,1301,1298,1297,1049,1207,1300,1334
953,532,760,722,530,568,494,342,1938,456,1102
954,1002,812,847,1042,1678,844,1040,1161,1163,884
955,2839,2968,2847,2881,2888,2887,2884,2845,2886,3018
956,789,749,1199,2941,1163,1161,1049,1017,709,1334
957,842,1109,882,885,843,844,886,1038,1306,884
958,646,644,2354,342,645,1671,1026,683,1102,1063
959,992,994,1027,1030,1032,1065,1181,1183,2281,3023
960,952,990,1027,1181,1255,1407,1484,2130,2168,2960
961,570,608,456,532,340,342,683,645,1063,1102
962,561,559,632,519,555,630,666,557,595,629
963,1149,1155,1168,1335,1125,1186,884,2952,1161,1604
964,790,981,1134,1663,1700,2153,3029,597,940,1282
965,340,1671,645,1443,646,644,3016,1063,683,1102
966,758,759,186,224,660,488,219,2938,188,258
967,2636,2477,2211,2512,2632,2593,2676,2716,2677,2674
968,1419,1345,1109,847,1186,1460,2952,1192,731,1194
969,1407,1145,953,1065,913,951,1103,952,1181,1183
970,1145,839,918,1032,1183,2210,2248,2250,2211,2213
971,2166,2354,722,2770,683,760,1102,1063,645,2241
972,1026,722,2166,3016,2774,2773,2984,1063,683,1102
973,530,644,531,570,683,2697,532,2938,569,568
974,883,885,843,844,847,887,848,884,886,1038
975,1899,1859,3006,1974,1861,719,1937,1938,683,1936
976,1974,3006,2051,1671,1937,646,2013,1936,683,719
977,1859,1974,646,3006,1861,1938,1937,719,1936,683
978,1976,1858,1900,1821,1824,1859,1937,1861,1936,1938
979,1824,1633,2013,1937,719,1671,1938,1936,3006,683
980,1855,1058,598,562,1741,1778,525,1814,1476,1703
981,956,1035,917,918,954,1032,1034,1183,1679,1680
982,531,569,1861,3016,530,719,1671,644,646,683
983,917,918,920,995,1032,1034,1035,1643,1680,1682
984,1032,1035,1640,1643,1680,1681,918,920,1682,1720
985,1365,1814,1327,1859,1513,2927,1856,1514,1174,1476
986,2126,2128,681,683,715,719,753,1024,1063,2011
987,989,1141,1179,1181,1369,2092,2129,2130,2978,3026
988,159,154,164,120,346,229,156,196,195,155
989,916,917,918,919,920,921,924,956,1032,1035
990,212,214,254,409,479,365,371,372,408,440
991,756,2051,2052,720,1671,681,683,719,722,1024
992,567,1514,1174,1859,525,1855,1814,2927,1856,1476
993,58,85,90,124,92,60,89,49,88,86
994,720,1024,1365,1177,722,1633,1671,681,719,683
995,629,596,1203,598,561,666,1207,630,595,559
996,913,1065,1484,2960,951,952,953,1027,1181,1183
997,2129,2130,2167,2168,2205,2243,2244,2282,2931,2960
998,1945,951,952,953,954,1032,1181,1183,1450,1941
999,1735,885,886,1684,1720,1127,1718,919,920,1683
1000,1899,1898,2938,1937,646,1938,1974,1860,2012,1862
1001,2053,2092,2093,2129,2130,2167,2168,2978,2986,3026
1002,683,606,3013,263,379,568,569,531,340,2935
1003,2205,2243,2244,2245,2281,2282,2893,2931,2960,3034
1004,2016,2054,2092,2129,2167,2168,2205,2206,2931,2960
1005,2771,1063,684,2773,2166,2808,722,760,1102,683
1006,156,422,2978,155,268,305,384,229,231,346
1007,567,1823,683,646,607,2540,1781,1822,719,1785
1008,2281,991,1065,1182,953,952,1032,1103,1181,1183
1009,1186,1643,1679,1680,1681,1682,1683,1684,1720,2952
1010,2129,2130,2167,2168,2243,2244,2281,2282,2960,3026
1011,263,30,38,148,227,152,70,35,73,36
1012,1168,1187,1125,1684,1226,1682,1188,1148,1149,1186
1013,1189,1185,1183,1224,1147,1149,1187,1148,1188,1186
