,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10
482,1558,1974,2050,1972,1557,1026,1708,1975,2013,380
483,719,644,1026,3016,379,569,836,1063,454,380
484,1163,1159,1085,1720,1120,1087,1124,1158,1077,1083
485,1557,1026,1709,1558,948,1708,2013,2050,3016,380
486,1126,1125,1720,1123,2941,1083,1683,673,1087,1124
487,1557,2956,1558,1709,948,2050,2013,3016,1708,380
488,1078,1693,1072,1566,1075,1916,1335,1954,1300,1114
489,1974,2956,1975,1633,948,2013,2050,1709,1708,380
490,2513,2548,2512,2550,2549,765,2395,2472,2433,2471
491,109,75,152,2844,2809,76,110,112,2933,108
492,378,570,530,455,456,418,2935,380,379,342
493,2480,2988,2402,2949,1335,802,2987,1372,765,729
494,1256,1027,1260,1992,913,1031,951,1032,1991,1035
495,2936,1693,1075,1953,1644,1916,1991,1078,1954,1114
496,486,554,488,555,367,3004,678,485,639,484
497,877,1293,989,1939,2281,2960,1294,1978,1256,951
498,71,75,114,152,76,108,112,110,2933,72
499,1644,779,2036,1916,1693,1114,1954,1689,1726,1687
500,1085,324,287,1083,1125,1087,1124,1126,1681,1683
501,1720,2977,1159,1718,1077,1085,1087,1083,1120,1158
502,109,112,114,108,72,75,76,110,152,2933
503,475,542,161,238,239,443,478,514,479,365
504,1708,1212,1709,2943,1251,1254,380,1214,1252,1367
505,1120,1959,1720,1087,1681,1077,1158,1114,2952,1683
506,1709,1558,1974,912,1557,1026,3016,2013,2050,380
507,1693,1114,1072,1073,1300,1031,1032,1035,1566,1954
508,779,1051,1075,1077,2941,2530,673,709,1078,1114
509,1035,1144,1726,989,1991,2247,1027,2281,1222,951
510,366,726,803,769,804,488,2987,802,840,765
511,2977,1085,1124,1683,1158,1087,1163,1718,1083,1720
512,479,810,779,807,824,709,712,2941,710,673
513,761,762,875,876,877,878,2472,2473,2510,2624
514,1085,1123,1125,1681,1163,1720,1683,1083,1087,1124
515,2513,2471,2472,2510,2547,2548,2549,2550,2585,2586
516,365,126,130,161,163,168,204,238,3032,165
517,736,813,698,1049,365,328,664,709,710,673
518,1786,1748,1633,2048,1671,2011,2088,2050,1708,1709
519,455,376,456,377,378,341,342,2935,380,379
520,761,837,875,762,877,914,2472,3026,685,876
521,1130,1158,1159,1720,1087,2977,1124,1083,1168,1163
522,823,1087,1083,1124,287,709,710,286,673,324
523,156,165,61,157,158,130,137,153,154,192
524,2942,2433,2509,2585,2473,2586,989,2471,2472,2510
525,1557,1254,1248,1974,1026,1365,2050,1252,1367,380
526,1126,1718,2952,1163,1124,1087,1083,1681,1683,1720
527,2951,1718,1146,1720,1334,1335,1336,1338,1372,1308
528,377,380,152,378,341,110,2933,342,2935,379
529,1655,1085,782,1720,1682,1120,1158,1718,1083,2952
530,475,400,510,204,673,329,364,328,363,365
531,1300,1076,1146,1566,1077,1071,1075,1335,1078,1114
532,1910,1950,2067,1078,782,1644,2025,745,1114,2064
533,479,775,663,851,824,403,443,365,709,2941
534,1300,1051,1080,1916,1335,2036,1726,1075,1078,1114
535,1630,1064,1305,1024,1558,988,1025,1062,1628,1063
536,387,424,536,538,761,3024,385,422,571,574
537,1126,1163,1168,1087,1083,1125,1720,1681,1124,1683
538,2473,2549,2550,2433,2585,989,2471,2472,2510,2547
539,1146,765,2941,1078,710,1335,709,1075,1114,673
540,715,1665,1360,3004,2044,1552,1741,1702,1703,1077
541,1521,1522,1559,1597,1599,1635,1636,1939,2207,2244
542,1635,1939,1978,2016,2167,2207,2243,2244,2282,2931
543,2739,112,71,2776,2860,110,2737,2933,2741,72
544,1103,1255,1636,1180,2244,2281,1065,1027,951,989
545,108,378,341,72,152,342,110,379,380,2933
546,1078,1075,1072,1953,1644,1113,1916,1566,1954,1114
547,163,204,241,329,167,202,365,3032,165,313
548,1748,2956,1026,1252,1365,1669,1214,1708,1709,1367
549,108,112,2984,75,114,2844,2933,152,72,110
550,367,555,637,673,1015,1038,1661,519,1077,3004
551,1954,1644,1051,1071,1113,1916,1335,1075,1078,1114
552,1785,1026,1748,949,2013,1669,1633,2050,1709,1708
553,1305,1346,1661,1347,1345,1360,1113,1038,3004,1077
554,1026,719,1025,2728,949,2767,988,1062,1628,1063
555,1916,1655,1991,1644,2936,782,745,1075,1078,1114
556,1108,3039,2369,1776,1739,653,2601,2407,1396,1738
557,2977,1168,1087,1125,1681,1720,1083,1163,1683,1124
558,2064,2936,1076,1954,1113,1916,1075,1644,1078,1114
559,1092,1166,1083,2977,1124,1396,1167,1163,1168,1130
560,75,341,380,342,378,152,2935,110,379,2933
561,2776,32,112,2861,110,2865,2831,2933,2860,72
562,1916,1335,2036,1954,1078,1992,1566,1075,1991,1114
563,1125,1126,1049,1085,1124,1681,1683,1083,1087,324
564,2642,2560,2668,2557,2519,2485,2603,2598,2600,2601
565,836,454,1336,1026,380,1062,2728,2984,1063,2767
566,418,341,530,532,948,570,379,380,646,3016
567,1026,1630,2767,1667,988,1308,1062,949,1063,1628
568,75,76,112,108,152,114,2984,2933,110,72
569,1446,2207,1521,1483,1597,1559,1635,2244,989,1636
570,2013,3016,341,1671,912,1709,1026,1708,2050,380
571,24,71,109,72,75,76,110,114,152,2933
572,1346,1196,1058,1083,1158,3004,1345,1305,1038,1077
573,133,204,367,479,238,328,329,363,365,542
574,1073,1566,2450,2366,1031,2067,1991,1032,1035,2064
575,1124,782,712,1125,711,1683,2952,709,710,673
576,2048,2013,2014,2767,2088,988,1671,1708,1709,1786
577,818,1083,711,1077,709,2941,712,1087,710,673
578,1026,1633,1365,2050,2956,1748,1669,1708,1367,1709
579,914,2396,2585,877,2509,2473,913,2433,2472,2510
580,1076,1146,1108,1114,2369,1991,1075,2366,2407,2601
581,2952,1123,1125,1126,1720,1083,1087,1124,1681,1683
582,1158,2952,2977,1681,1163,1083,1087,1683,1718,1720
583,2628,2663,2513,2549,2668,765,2751,2669,2598,2986
584,364,401,439,400,818,2995,329,363,365,673
585,514,515,365,673,542,161,541,238,239,479
586,112,108,114,75,156,158,72,110,152,2933
587,2557,2562,2603,2669,2598,2668,2519,2485,2600,2601
588,1159,1643,1120,1087,1158,1718,2977,1083,1163,1720
589,2667,2666,2627,2756,2752,2706,2715,2668,2792,2751
590,1669,1671,948,380,2956,2013,2050,1633,1709,1708
591,1995,1991,1992,1959,1075,1566,2036,1300,1335,1114
592,839,876,913,762,2473,951,685,878,2472,2510
593,2407,2169,2561,765,2485,2600,2598,824,2366,2601
594,1398,1360,1626,1628,1665,1664,1703,1077,1627,1702
595,1055,1130,1396,1077,1338,1128,1308,1372,1397,1092
596,1446,2207,1483,1521,1597,1559,1635,2244,1636,989
597,1168,1093,1131,1396,1058,1223,1077,1779,1130,1166
598,1739,1953,1726,1916,1265,1737,1954,1738,1992,1991
599,715,754,906,1284,791,1077,1285,1626,1627,1664
600,1077,1120,1158,1124,1683,1083,1718,2952,1087,1720
601,912,1671,1669,341,1633,2013,1709,1708,380,2050
602,2067,1260,1988,951,1262,1991,1031,2064,1032,1035
603,1085,1087,1120,1158,1305,1345,1384,1655,1718,1720
604,1645,1650,1655,1683,1684,1697,1718,1720,1724,2952
605,1260,1992,3005,2064,1991,1073,1031,1954,1032,1035
606,108,2935,378,341,342,152,380,2933,110,379
607,2207,1939,2282,1483,1521,1559,1597,1635,2243,2244
608,2668,2791,2788,2910,2753,2790,2666,2706,2751,2792
609,2587,878,2585,2509,2586,2473,2433,2471,2472,2510
610,134,402,442,510,328,329,555,204,367,363
611,1630,987,719,1024,1025,988,1062,1063,1628,949
612,403,807,762,685,824,878,443,748,482,577
613,76,2703,108,75,112,114,152,2933,72,110
614,2369,2485,2598,2939,1774,785,2600,673,824,2601
615,455,532,530,341,644,378,3016,569,380,379
616,1720,1077,1083,1085,1087,1120,1158,1160,1384,1655
617,1120,1126,1085,1158,1718,1083,1087,1683,1720,2952
618,1693,2067,1988,1992,1948,1031,1032,1035,1991,2064
619,1063,2692,1062,874,1026,1671,719,341,988,2767
620,1158,1681,1126,1724,1718,1083,1087,1683,1720,2952
621,1720,1125,1163,1083,673,1681,1087,1683,324,1124
622,2013,1633,2088,1786,1671,2011,1748,2050,1708,1709
623,2037,1952,2945,1953,1737,1726,1992,2036,1991,1954
624,620,585,655,656,1077,1738,2369,619,653,531
625,3033,653,678,486,519,446,485,484,487,488
626,1049,1996,2074,2077,2037,1078,1685,1114,1687,1726
627,2011,1786,2956,2013,1671,1748,1633,1708,2050,1709
628,1252,1745,1367,1820,1214,1783,910,1063,1248,2050
629,1821,1133,1738,1063,1781,1402,1711,1742,2961,1134
630,1215,1251,1177,1633,2050,2943,910,1214,1248,1252
631,1177,1669,1210,2050,1026,1248,1251,1214,1252,1367
632,1242,1777,2961,2118,1055,1816,1272,1240,1396,1738
633,2016,2053,2129,2167,2207,2243,2244,2281,2282,2931
634,1014,1240,1280,1355,1353,661,2961,624,1243,660
635,517,622,516,584,479,589,587,585,586,2961
636,649,5,39,44,41,43,137,154,156,1
637,1026,1251,1974,1633,2050,910,3016,1252,1214,1248
638,583,515,624,516,517,549,130,622,586,660
639,619,2008,1108,2369,1628,2767,1063,2407,653,949
640,646,378,342,379,455,530,569,532,570,3016
641,1402,2950,1062,1134,1745,2050,2124,1026,2086,1063
642,1633,1669,1210,1251,2050,1252,1026,1214,1248,1367
643,1130,1168,1738,587,1434,2961,655,624,656,660
644,1738,1059,1166,1434,1130,2532,1223,1077,1739,1396
645,1062,2407,380,949,948,454,2767,836,1026,1063
646,1738,1643,2945,1689,1413,1991,2961,1434,1954,1737
647,1292,988,1062,1210,2086,1026,1063,1367,1214,1248
648,1745,2950,1026,1062,1063,2086,2124,2692,2728,2767
649,2943,1365,1026,2050,1633,1251,1248,1367,1214,1252
650,748,782,1953,1992,2941,745,1114,1991,2366,1954
651,2013,912,1633,1367,1026,2050,1669,1708,1709,1248
652,762,878,87,137,200,389,385,687,443,685
653,1248,2088,1748,1671,2050,2052,1785,1709,1633,1708
654,88,93,192,2973,1,44,61,130,154,156
655,689,1260,1737,1991,1413,1689,952,915,913,1954
656,664,404,555,517,588,553,133,515,479,673
657,1632,2090,2013,2052,1785,2050,1748,1633,1708,1709
658,2562,2598,2519,2210,2561,2559,2560,2600,1991,2601
659,44,61,81,130,137,153,154,156,2928,2973
660,445,517,479,443,2961,481,586,480,671,482
661,822,706,1467,709,745,782,783,784,785,2941
662,1241,1724,706,1083,1126,1087,1124,1681,1683,2952
663,1671,2052,2013,1748,2956,1669,2050,1633,1708,1709
664,875,154,351,125,420,46,386,88,913,87
665,2029,1150,2067,1693,2060,706,2941,2064,782,745
666,1214,2956,1669,1026,1365,1785,1709,1367,1708,1748
667,710,403,2530,673,744,709,745,443,782,2941
668,2014,2011,1633,2050,2088,1671,1786,2048,1708,1709
669,2956,2088,1785,2048,2052,1748,1633,1708,1709,2050
670,1085,1720,1049,1683,1724,1087,1089,1083,1126,2952
671,1671,1669,2090,2013,1785,1748,1633,2050,1708,1709
672,1292,2124,988,1248,1785,1062,2086,1063,1367,1026
673,2960,1256,2169,2281,875,877,878,951,1978,1939
674,133,170,446,544,363,367,407,408,542,506
675,2956,1973,646,1248,644,2050,569,1709,3016,1708
676,2090,2013,1669,1367,2050,1633,1785,1748,1708,1709
677,1948,782,1585,1693,1922,2064,1244,915,876,1579
678,2730,2732,2733,2734,2735,2736,2767,2770,2772,2984
679,1748,2048,1634,1785,1671,1631,949,1709,1633,1708
680,2088,2956,2011,2048,2052,1748,2050,1633,1709,1708
681,2013,1671,912,2956,1748,1633,1669,2050,1708,1709
682,783,822,667,2149,744,746,2941,703,782,745
683,1385,1077,1338,1075,1076,1372,1335,1114,1146,673
684,1082,1196,1085,3004,673,1120,1159,1077,1158,1083
685,2599,2600,2601,2603,2604,2629,2642,2667,2668,2669
686,709,822,731,782,744,785,824,745,703,2941
687,1724,1720,1083,1087,1125,1126,1681,1124,1683,2952
688,1074,1587,2007,1077,1600,1486,1285,1626,1664,1627
689,377,418,570,455,378,341,342,380,2935,379
690,1671,1634,1972,1062,1633,1555,1553,1210,1248,1365
691,1177,1251,1708,1785,1214,1709,1026,1252,1367,1748
692,2013,2052,2011,1785,2048,1748,2050,1633,1708,1709
693,174,328,120,154,170,238,404,130,133,367
694,515,583,170,367,588,363,133,408,566,506
695,2941,703,1579,824,782,2064,745,1954,2366,1991
696,109,114,112,108,76,72,75,110,152,2933
697,2073,2151,2190,2264,2300,2414,2941,2946,2952,3000
698,1739,1097,2962,2963,2044,1096,1077,1059,1779,1223
699,84,88,130,154,157,161,169,192,238,239
700,2958,133,201,238,407,445,479,506,542,579
701,2029,1718,2149,1693,782,2067,1724,1984,2064,745
702,1632,2013,1555,2050,1365,1671,1748,1785,1708,1709
703,1785,1252,1214,1669,1026,1365,1709,1748,1708,1367
704,1162,1384,1621,1655,1696,1697,1734,1963,2941,2952
705,1244,915,782,1495,1922,745,1693,1948,1579,2064
706,1963,1993,2000,2151,2300,2340,2936,2941,2952,3000
707,2603,2715,2561,2560,2601,822,2485,2523,2668,824
708,61,130,137,138,153,154,156,192,230,2973
709,1459,1496,1497,1621,1655,1661,1919,1963,2375,3000
710,1294,876,875,2281,877,2169,878,1978,951,1256
711,2048,569,1668,341,1709,1671,1628,1708,1631,949
712,1669,2052,2090,2013,1785,1748,1633,2050,1708,1709
713,339,152,376,377,380,378,341,342,2935,379
714,109,26,24,76,114,75,152,72,110,2933
715,109,114,72,75,76,108,110,112,152,2933
716,1709,2014,1671,646,1708,379,606,3016,569,644
717,1255,1144,1293,1065,2244,1180,1027,2281,951,989
718,353,384,390,392,875,315,343,352,388,391
719,637,523,678,408,514,369,555,3004,329,367
720,703,915,685,762,914,385,837,876,877,878
721,24,112,109,76,114,75,152,72,110,2933
722,1087,1085,1655,1720,1038,1083,1077,1120,1718,1158
723,429,430,440,441,443,538,671,761,762,3032
724,2548,2550,989,2549,2586,2585,2510,2471,2472,2547
725,2088,1671,1785,2013,2048,2050,1633,1708,1709,1748
726,704,1150,709,822,2064,783,706,745,782,2941
727,2169,1522,1180,2281,1978,951,1447,875,877,989
728,2011,2048,2124,2127,1671,1708,1709,1786,2050,2088
729,1,41,43,44,61,130,137,138,154,156
730,1952,1915,2997,1078,1693,1953,1644,1916,1954,1114
731,1671,1708,1709,1748,1786,2011,2048,2050,2088,2127
732,2051,1632,2013,2052,1785,1748,2050,1709,1633,1708
733,744,2530,709,707,746,1078,703,782,2941,745
734,2124,1748,1786,1671,2048,2050,2088,1708,1709,2011
735,1496,1723,1120,1384,782,1038,1077,1083,1158,1655
736,2048,2692,1062,1667,949,719,645,108,1063,2767
737,1035,1260,876,2169,1988,913,951,1411,1256,1991
738,1038,1615,1661,3004,1074,1343,1411,1600,1628,1077
739,799,875,877,913,951,1027,2978,3011,3024,3026
740,2941,2562,749,783,788,785,2485,2601,782,824
741,109,72,75,110,112,114,152,156,158,2933
742,2060,2067,2029,2025,1984,706,2064,2941,782,745
743,110,152,376,377,380,378,342,341,2935,379
744,785,815,822,1049,1087,1088,1124,1683,2941,2952
745,61,87,1,39,41,43,138,154,136,137
746,137,138,153,154,155,156,158,176,2928,2973
747,2547,762,2549,2586,2433,2509,2510,878,2471,2472
748,1163,1124,1158,1395,1128,1083,1396,1397,1092,1130
749,1785,2013,2048,2088,1748,1633,1671,2050,1708,1709
750,1708,948,1972,874,1557,2013,1558,1975,1026,380
751,2060,2067,2029,706,2025,1984,2064,2941,782,745
752,1114,1655,1735,824,709,785,2952,745,782,2941
753,1343,1347,1628,1345,1113,1074,1305,3004,1038,1077
754,839,875,876,877,878,914,951,2472,2473,2624
755,1129,1159,1087,1120,1163,1158,1085,1130,2977,1083
756,2520,2125,653,2733,2600,2964,2598,2485,2562,2601
757,1671,1708,1709,1748,2011,2013,2048,2050,2088,2127
758,1254,870,719,2944,1972,454,1026,1063,836,380
759,1248,719,1308,1861,1558,380,1062,836,1063,1026
760,2048,1672,2013,2014,2088,2127,1671,1708,1709,1786
761,2124,1671,1748,1786,2011,2048,2050,2088,1708,1709
762,1397,804,769,1205,802,1055,488,765,1240,840
763,2081,1083,1055,1739,1092,1093,1223,1396,1397,1130
764,1299,1340,1629,949,1668,1305,988,1630,1667,1628
765,1709,836,1671,1708,912,874,1063,1062,380,1026
766,2097,2218,1585,1885,1922,2169,2220,782,2103,2133
767,2300,2338,2340,2414,2936,2941,2952,2977,3000,3020
768,1396,1130,1092,1360,1359,1059,1223,1055,1077,1397
769,1928,2133,1411,1922,1950,1678,1988,2169,1693,876
770,1180,1255,1027,2207,1065,2281,2547,2244,951,989
771,1708,1709,1748,2011,2013,2014,2048,2050,2088,2956
772,745,782,1013,1088,1120,1158,1160,1655,1720,2952
773,1557,719,835,1062,874,454,1063,1026,836,380
774,838,839,876,877,878,914,2434,2435,2472,2473
775,2048,1633,2088,2124,2011,1671,1786,2050,1708,1709
776,63,81,130,137,138,153,154,156,158,2973
777,2956,1633,1671,1708,1709,1748,2011,2048,2050,2088
778,1902,2434,2435,2472,2473,2624,2986,3011,3024,3026
779,1585,1693,1922,913,1411,1621,915,1678,2169,876
780,2011,2088,1633,1671,1708,1709,1748,2013,2048,2050
781,748,777,782,783,785,814,822,824,860,2941
782,1515,1345,1359,1223,1158,1360,1305,1397,1038,1077
783,2630,2801,2668,2712,2549,2628,765,2513,2669,2986
784,1244,1411,1579,1585,1885,2133,2169,1678,1693,1922
785,340,110,380,2933,377,341,378,342,2935,379
786,2169,1035,2285,2247,2246,2323,2281,1991,1222,951
787,1655,1696,1121,706,783,1724,2952,745,782,2941
788,1669,1633,2013,1671,2090,2050,1708,1709,1748,1785
789,75,2935,342,72,378,380,152,110,379,2933
790,1497,1609,1621,1650,1652,1653,1655,1661,1919,3000
791,1671,1669,1785,380,2013,1633,1748,1708,2050,1709
792,1063,2696,2769,2394,2938,2735,720,2692,2728,2767
793,1939,1978,2015,2016,2167,2207,2243,2244,2282,2931
794,1654,1655,1656,1661,1723,1919,1963,2263,2375,3000
795,1126,1085,1158,1683,1724,1718,1083,1087,1720,2952
796,763,2987,761,838,951,762,765,802,878,2169
797,1671,1708,1709,1748,1786,2011,2048,2050,2088,2127
798,341,1972,874,1671,2013,1026,2050,1709,380,1708
799,1446,951,1522,1978,2282,1447,1939,989,2207,2244
800,1724,2065,1539,1948,2941,1984,2064,782,1579,745
801,1683,1123,1718,1077,1085,1120,1083,1158,1720,1087
802,2086,2089,1708,1709,1786,2011,2013,2048,2088,2127
803,822,824,825,860,1013,1078,1088,1655,2941,2952
804,874,2013,1671,1709,912,341,1026,1708,2050,380
805,1085,324,1681,1126,1049,673,1083,1683,1087,1124
806,3004,1074,1077,1285,1600,1626,1627,1664,2007,2043
807,1078,1088,1121,1655,1683,1723,1724,1963,2941,2952
808,1026,988,1063,1671,1786,2050,2124,2127,2692,2767
809,1671,1708,1709,1748,1786,2011,2048,2050,2088,2127
810,1693,1992,2450,2064,1073,1031,1032,1991,1035,1954
811,1861,1558,1557,1628,1336,1308,949,1062,1026,1063
812,408,506,580,2958,81,118,123,446,542,579
813,1455,1579,1585,1621,913,2169,1922,1693,915,876
814,1158,1223,1359,1059,1515,1092,1055,1130,1396,1397
815,1963,2028,2048,2134,2264,2298,2303,2305,2962,3000
816,71,2669,2844,75,110,152,2984,114,2703,72
817,1579,2029,1724,2025,2060,1984,2941,782,2064,745
818,1655,1661,1770,1963,2254,2263,2264,2336,2375,2941
819,1123,1088,1720,1735,1087,1683,745,782,2941,2952
820,1457,1459,1496,1621,1653,1655,1696,1723,1963,3000
821,2341,2381,2414,2936,2941,2952,2977,3000,3007,3020
822,2124,2048,1633,1786,2011,2088,1671,2050,1708,1709
823,2127,1708,2048,988,1671,1709,1786,2124,2692,2767
824,2473,2510,2511,2551,2587,2986,2987,3011,3024,3026
825,2124,2048,1633,2088,1786,2011,1671,2050,1708,1709
826,1121,1150,1152,1155,1156,1192,1649,1724,1993,2952
827,762,763,837,876,878,2433,2471,2472,2473,2510
828,1671,3027,2013,874,1708,3016,2394,1709,2014,644
829,2254,2256,2263,2264,2298,2300,2336,2381,2941,3000
830,2169,2451,687,725,733,762,876,878,1411,1922
831,1158,1305,1308,1340,1343,1345,1346,1384,1655,1661
832,1684,1696,1697,1718,1720,1723,1724,1963,2952,3000
833,2133,1262,2059,1031,1992,1964,1265,1256,951,1991
834,874,2014,606,646,1671,379,1708,3016,569,644
835,1065,1637,1939,1522,1978,951,2207,1636,2244,989
836,1559,1636,1978,1597,1635,951,1447,1522,2244,989
837,1130,712,555,1163,1085,1120,1123,1087,673,1083
838,783,785,1109,1963,673,782,1013,1077,1655,2941
839,1919,2254,2261,2375,2406,2446,2489,2530,2936,3004
840,2127,1748,2013,1630,1631,2088,1708,1709,2011,2048
841,2856,2796,2785,2831,2865,2818,2823,2751,2861,2860
842,2094,2254,2256,2263,2298,2336,2375,2387,2962,3004
843,1708,1709,1748,1786,2011,2048,2050,2088,2124,2127
844,1652,1653,1655,1661,1919,1963,2254,2263,2375,3000
845,1522,1640,1678,1928,1939,1978,2017,2056,2133,2169
846,1078,1720,1158,1077,2941,745,1655,1114,782,2952
847,2956,1633,1708,1709,1748,2011,2013,2048,2050,2088
848,1678,1884,1885,1922,2006,2094,2097,2133,2169,2220
849,1125,1126,1158,1160,1162,1681,1683,1720,1724,2952
850,1305,1308,1340,1343,1345,1346,1384,1496,1655,1661
851,1120,1158,1160,1384,1422,1650,1655,1718,1720,2952
852,1703,1740,1741,1778,2005,2043,2044,2385,3004,3025
853,952,2755,2908,2758,2668,2715,951,2757,2756,2754
854,1396,657,1434,625,656,1738,585,660,624,2961
855,1446,1447,1484,1939,1978,2167,2207,2243,2244,2282
856,1329,1210,988,1365,2086,1062,1026,1063,1248,1367
857,1669,2943,1026,1251,1177,1210,1367,1214,1248,1252
858,1365,1633,1785,1026,1748,1669,1708,2050,1709,1367
859,1739,1816,1742,1359,1738,1319,1397,1055,1396,1133
860,1248,1708,1669,1252,1709,1365,1026,1214,1748,1367
861,2642,2519,2600,2366,2485,2523,2557,2561,2601,2668
862,1522,1939,1978,2016,2167,2207,2243,2244,2282,2931
863,393,394,421,422,495,538,574,761,875,3024
864,2956,2013,1367,1633,1669,2050,1785,1708,1748,1709
865,951,2510,305,343,344,384,420,875,913,3026
866,1709,1251,1669,1210,1248,1026,1252,1367,1748,1214
867,1248,2050,1210,1669,1251,1026,1748,1214,1252,1367
868,2945,3005,1992,1032,1726,1991,1689,1737,1413,1954
869,510,512,172,400,406,664,365,328,363,364
870,1976,1937,1973,1785,2052,1748,2050,1709,1633,1708
871,2088,1786,1671,1633,2048,1747,1748,2050,1708,1709
872,530,341,569,644,1248,646,570,532,379,3016
873,1644,1992,1693,1916,2997,1953,1952,1114,1991,1954
874,2088,2013,2048,2052,1785,1748,2050,1709,1633,1708
875,1632,2013,1671,2090,2050,1633,1708,1709,1748,1785
876,2692,2772,2844,1062,1063,2547,2728,2767,2811,2984
877,377,3016,455,378,569,532,570,342,530,379
878,913,1293,1222,989,1144,1027,1726,2281,1256,951
879,328,588,133,408,367,506,583,656,660,363
880,113,108,76,114,156,75,72,110,152,2933
881,704,706,740,744,745,746,782,822,883,2941
882,1026,1214,1669,1555,1367,1748,1709,1785,1365,1708
883,133,154,161,165,168,170,238,239,367,404
884,451,656,3033,484,452,485,585,486,488,660
885,1026,2956,1975,1367,2050,2013,948,1709,1708,380
886,1669,2944,1555,1214,1367,1748,1785,1709,1365,1708
887,668,824,1993,704,706,745,782,783,822,2941
888,1953,1114,2064,1914,782,1150,1952,2997,1954,745
889,363,370,367,483,660,133,408,506,566,583
890,1785,1972,1671,1553,1708,1214,1555,1210,1365,1248
891,860,883,962,1088,1118,1121,2148,2149,2941,2952
892,1555,1214,1026,1669,1367,1785,1748,1709,1365,1708
893,951,1939,2169,913,2281,1522,1978,875,877,1447
894,108,112,2935,72,76,342,75,110,152,2933
895,646,531,644,569,570,455,3016,379,530,532
896,2124,1671,1786,2011,2048,2050,2088,2127,1708,1709
897,377,76,378,342,75,2935,152,2933,110,379
898,671,517,782,1737,482,1954,2366,3023,1991,703
899,914,389,762,2587,2435,2473,878,2472,876,2624
900,1436,2962,1702,2043,1701,1474,1437,1778,1703,1741
901,41,43,44,61,130,137,138,154,156,192
902,2336,2941,628,709,745,782,783,784,1013,1467
903,2952,824,749,1422,2941,709,784,745,1114,1078
904,119,39,98,137,138,1,87,88,154,192
905,1824,2088,2048,1631,569,1671,1709,949,1633,1708
906,1669,2090,2013,1671,2050,1633,1708,1709,1748,1785
907,1024,986,719,1025,988,1628,1026,949,1062,1063
908,2025,1948,1579,2941,2029,2060,782,1984,2064,745
909,109,75,114,152,76,108,112,72,110,2933
910,2013,2127,1633,1708,1709,1748,2011,2048,2050,2088
911,1467,1458,1038,1041,3004,1496,1305,1497,1077,1486
912,1694,1696,1723,1734,1963,1993,2028,2264,2941,3000
913,238,239,275,313,316,367,404,440,503,3032
914,518,548,553,616,664,669,671,708,3017,3032
915,1916,1991,1032,2450,1566,1031,1693,1073,1035,1954
916,1411,2133,952,1689,913,2281,2169,951,989,1726
917,1672,2124,2014,341,2088,569,1786,1671,1708,1709
918,2043,1628,1398,1057,2007,1702,1703,1664,1077,1627
919,533,535,537,571,761,763,875,877,2472,3024
920,455,339,376,377,378,341,380,2935,342,379
921,824,1088,706,784,1114,2952,1078,2941,745,782
922,87,202,163,310,348,349,3032,88,126,313
923,1078,1681,1385,1146,673,2952,1720,1077,1683,1114
924,71,75,76,114,152,112,108,2933,110,72
925,1671,1972,1558,2013,2050,1709,874,1708,1026,380
926,1671,1708,3006,2394,645,606,3016,569,379,644
927,707,785,822,824,744,746,703,745,782,2941
928,1681,1123,1126,1720,1083,1087,1125,1124,1163,1683
929,2088,1671,1633,2013,2090,1708,1709,1748,1785,2050
930,112,340,108,114,76,72,75,152,110,2933
931,1760,1963,1993,2028,2264,2300,2414,2941,2952,3000
932,1078,745,749,782,783,784,785,1088,2941,2952
933,238,239,328,329,363,364,365,404,443,478
934,1121,1156,1655,1684,1723,1724,1963,2028,2941,2952
935,2051,2127,1633,1708,1709,2011,2013,2048,2050,2088
936,112,109,24,76,152,75,114,2933,72,110
937,2060,2997,1078,1644,2064,1114,706,2941,782,745
938,287,1078,1112,1083,2037,1087,1114,1385,1683,1681
939,1367,2956,948,1633,1669,2013,2050,1708,380,1709
940,1280,1126,1278,1724,1242,1681,2967,1683,2952,1241
941,174,503,3031,401,3032,204,329,313,365,165
942,836,910,1214,1026,949,1063,569,1667,3016,1248
943,2013,1633,1785,1026,1708,1748,1669,2050,1709,1367
944,782,1075,1959,1080,2568,2407,1108,1992,1114,1991
945,2450,1913,1648,1032,1035,782,1693,1954,2064,745
946,2013,1786,2088,2048,1633,1671,2011,2050,1709,1708
947,2011,2051,2088,1633,1708,1709,1748,2013,2048,2050
948,1632,2090,2052,2013,1748,1785,2050,1633,1708,1709
949,2064,2067,706,1693,1724,2029,2941,745,782,1984
950,1724,1114,1152,2941,1121,1155,706,745,782,2952
951,2435,2509,875,2585,2473,2586,2471,989,2472,2510
952,1681,1088,706,1682,1683,1724,1087,1083,1126,2952
953,1669,1671,2090,2013,1785,1633,2050,1708,1709,1748
954,1684,1696,1697,1720,1724,1957,1963,1993,2941,2952
955,2737,2739,2669,2668,2704,2801,2792,2703,2741,72
956,1162,1720,1724,1083,1087,1124,1126,1681,1683,2952
957,783,703,706,707,744,745,746,782,822,2941
958,2127,2956,1671,1708,1709,1748,2011,2048,2050,2088
959,762,837,877,914,875,876,878,2472,2510,2624
960,1939,2244,2281,951,1978,877,1522,875,989,1447
961,2011,1786,2088,2013,2956,1671,1633,2050,1708,1709
962,710,1013,1083,1235,1271,1355,1467,1469,1621,1808
963,822,825,706,709,745,749,782,783,824,2941
