,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10
0,2949,1024,1671,1367,1670,1364,1063,1025,1443,1669
0,2585,2598,661,521,1180,1217,2624,522,798,2623
0,1628,2771,2734,2689,2729,2768,2727,2690,2728,640
0,529,189,72,74,183,147,226,110,227,151
0,1162,672,827,824,1205,480,1199,3003,1167,744
0,1229,1118,998,1002,1129,1217,988,1192,1034,950
0,1129,1072,1682,1419,744,1199,1162,1160,163,1034
0,672,839,480,521,827,2601,823,2484,674,522
0,1521,2128,2130,1216,1218,2280,1180,988,950,1217
0,2834,37,2844,2840,2836,2917,2793,2740,2889,2837
0,1033,1072,995,1647,1951,3019,1610,1685,1034,1160
0,629,1119,1162,1118,1121,1199,781,1198,1237,744
0,1167,827,1164,1161,1091,1118,826,1162,1129,1199
0,37,72,106,113,2932,147,151,36,108,74
0,172,521,459,553,473,522,472,619,620,157
0,2949,1632,1671,1024,1670,1063,1177,1215,1443,1669
0,1198,1237,1682,1160,480,1167,1199,163,1162,744
0,1367,948,1024,3000,1025,1670,1063,2949,1669,1443
0,1610,1033,1147,1647,1160,1186,995,1685,1192,1034
0,1160,1167,1198,1072,163,1237,1199,1162,1034,744
0,2242,989,1520,988,1521,2130,2014,1217,2280,950
0,1205,2976,1169,1228,1167,1163,2043,1130,827,1092
0,1121,1091,826,1161,1167,1237,1162,1118,1129,1199
0,2606,480,801,1034,2639,2601,2641,823,2600,803
0,1180,649,646,988,2624,652,1217,2585,798,2623
0,781,1161,1129,1118,1167,1198,1162,1199,744,1237
0,1217,2958,2166,2281,2623,2128,2242,2204,2243,2280
0,472,248,118,230,123,133,100,172,101,157
0,1086,1199,1118,1091,2940,1281,823,480,839,674
0,1592,1025,1554,1367,1666,1363,1708,2955,1324,1364
0,74,530,529,189,226,183,110,147,227,151
0,647,646,3025,78,649,459,571,798,652,2623
0,827,1161,1162,1167,1090,826,1118,1199,1091,1129
0,781,708,811,323,694,480,894,803,674,744
0,115,87,101,100,118,133,78,172,123,157
0,950,2243,988,2130,1180,2204,2128,2280,1217,2623
0,1024,1025,2317,1063,948,1177,1670,2949,1669,1443
0,744,1167,1121,1198,1161,1162,1129,1237,1118,1199
0,1162,1160,1129,789,1199,827,1205,1167,744,3003
0,416,493,2934,110,186,530,2956,183,529,147
0,1121,1090,1164,1161,826,1162,1091,1129,1118,1199
0,744,2641,674,522,521,481,520,482,620,480
0,1237,1682,1198,163,1167,1162,1199,1160,1034,744
0,1129,1072,1164,1419,1682,163,1160,1199,1162,1034
0,803,618,482,2641,480,744,655,811,619,620
0,1682,1167,1198,1072,1199,1162,163,1160,1034,744
0,2157,2348,754,1133,1586,675,2043,827,1626,1665
0,231,472,495,459,101,100,230,306,571,157
0,1167,744,1161,1121,1198,1162,1129,1237,1199,1118
0,1217,2166,2357,988,2204,2281,2128,2242,2243,2280
0,1160,1419,480,1167,1162,2528,1199,1034,163,744
0,748,790,1091,2499,749,675,788,789,826,827
0,950,988,1976,2014,2204,2242,2243,2280,2281,2930
0,1976,2014,2128,2166,2204,2242,2243,2280,2281,2930
0,2791,2758,2673,2831,2834,2836,2837,2793,2981,2756
0,1217,950,2357,2204,988,2128,2281,2243,2242,2280
0,75,183,226,186,189,74,227,2956,110,147
0,1951,1610,1419,1682,163,1162,1199,744,1160,1034
0,231,248,306,123,133,100,172,230,101,157
0,1367,1671,1670,1632,1025,1364,1443,1063,1024,1669
0,2791,2846,2795,2848,2798,2756,2847,2836,2837,2831
0,2940,827,1127,826,522,747,1091,2976,480,823
0,3019,1951,1682,1072,1162,744,1610,1199,1160,1034
0,1061,1060,2949,1135,1324,2161,1666,640,3000,1133
0,675,1129,366,749,788,748,789,827,826,1091
0,2043,678,1626,640,754,1666,1627,1134,1665,1133
0,1164,480,1167,1160,1682,744,163,1199,1162,1034
0,2531,2606,2605,2567,480,3003,1167,163,2528,744
0,1167,744,1121,1161,1198,1162,1129,1237,1118,1199
0,1129,1072,1419,1682,744,163,1162,1199,1160,1034
0,749,1199,788,1167,789,1091,1118,827,826,1129
0,227,189,108,184,186,529,183,110,2956,147
0,2840,2791,2874,2831,2750,2836,2889,2834,2837,2793
0,1129,1263,1167,1419,1162,1199,163,1160,744,1034
0,1958,1160,1682,1199,1162,1167,3003,1198,1237,744
0,2484,2600,2640,2637,521,2641,2601,2639,2562,522
0,1058,1628,1627,1666,1134,2161,37,1133,640,1324
0,1592,1367,2943,1553,531,1670,1363,1554,3015,1364
0,1247,1592,1591,640,1627,754,1665,1134,1666,1133
0,35,2740,2791,2846,2831,2836,2834,2756,2837,37
0,950,988,2014,2128,1976,2204,2243,2242,2280,2281
0,1443,1063,1554,1669,3000,2955,1367,1670,1025,1364
0,108,113,2932,3018,72,73,15,37,36,74
0,2976,366,748,749,788,789,1129,1091,826,827
0,481,616,483,553,620,480,482,520,521,522
0,1160,1127,1192,163,1217,1221,1162,1129,1199,1034
0,781,1281,1199,2940,1237,839,1118,1129,480,674
0,1554,1592,1591,1975,1666,2955,1363,1708,1324,1364
0,3003,672,674,2940,1237,1199,1167,1162,744,480
0,2949,1670,1671,1367,1364,1024,1063,1025,1443,1669
0,2585,1180,2204,2130,2128,1217,950,988,2280,2623
0,1129,1127,1167,1162,2528,1199,480,163,744,1034
0,781,1121,1118,1167,1161,1198,744,1162,1237,1199
0,1160,1161,1198,1167,744,1118,1129,1162,1237,1199
0,2598,2644,2635,2637,2484,2758,2640,2641,521,522
0,481,2603,2639,672,2642,2600,2641,744,674,480
0,616,620,481,553,480,483,482,520,521,522
0,2936,36,110,263,186,73,75,74,35,37
0,798,2600,521,2637,2562,2640,2601,2641,2639,522
0,827,789,1161,1167,1162,826,1091,1199,1118,1129
0,2634,2676,2981,2714,2758,2674,2718,2635,2636,2637
0,1671,3000,1063,1024,1669,1670,2955,1367,1025,1364
0,1072,1263,1419,1167,1162,1199,163,1160,1034,744
0,522,1218,2624,801,691,988,950,1180,1217,2623
0,1199,1034,2639,801,522,163,823,1217,2562,2601
0,1130,790,2976,1665,675,788,789,366,826,827
0,3003,1130,480,1167,827,1162,1161,826,1129,1199
0,2357,950,988,2128,1976,2204,2243,2281,2242,2280
0,2499,675,788,749,1091,3003,826,1129,789,827
0,1128,1127,1129,1199,1162,1167,480,163,744,1034
0,366,748,749,790,2499,675,788,789,826,827
0,1205,480,3003,1118,1162,744,1237,1167,1199,1129
0,1024,3000,1063,1443,2955,1670,1367,1669,1025,1364
0,1191,1229,1186,1199,1221,950,1129,1192,1217,1034
0,827,788,1129,748,2976,366,1164,1199,1162,826
0,824,1163,747,2976,1161,480,826,1164,1199,1162
0,1160,1002,1226,1229,1186,1775,1129,950,1192,1034
0,74,529,75,183,227,186,2956,189,110,147
0,2128,2129,2166,2204,2242,2243,2280,2281,2319,2930
0,2755,2676,2795,2673,2636,2674,2758,2981,2718,2637
0,522,2280,2624,2130,988,2128,950,1180,1217,2623
0,483,557,2940,520,481,482,674,521,522,480
0,1592,1666,678,2043,1134,754,1626,1627,1665,1133
0,2599,2601,2639,798,2562,803,691,2641,2600,522
0,2798,2673,2791,37,2834,2981,2836,2831,2837,2756
0,2607,2639,1167,480,2606,2601,744,2605,163,2528
0,2943,1592,1975,604,530,529,1364,493,531,3015
0,1163,1129,747,2976,1161,826,480,1164,1199,1162
0,1198,826,1167,744,1129,1118,1161,1237,1162,1199
0,163,1162,1192,1160,1186,1221,1129,1199,1217,1034
0,1133,1591,1286,1363,1975,2955,1708,1666,1364,1324
0,781,1167,1198,1121,1161,1129,1237,1162,1118,1199
0,1121,1199,480,1205,1198,781,1167,1237,3003,744
0,3000,1554,1555,1666,1363,1025,1367,1324,2955,1364
0,1215,480,163,1419,1162,1167,1072,1129,744,1034
0,823,824,1167,480,839,744,3003,672,827,674
0,2522,791,826,366,823,827,674,2484,675,522
0,1072,3003,2035,1682,1958,2033,1162,1237,1198,744
0,1666,1023,1555,1554,1363,1367,1025,1324,2955,1364
0,1135,2942,1591,987,2943,2161,2949,1061,1592,2199
0,1628,717,1625,715,640,1627,675,1626,678,1665
0,1671,1630,1443,2943,1632,2317,2199,2949,1669,719
0,1401,1668,719,1670,1671,1707,2199,1443,1669,2949
0,750,781,789,1282,825,1118,480,1281,3003,1244
0,2014,1976,2204,950,988,1520,2243,2281,2242,2280
0,2940,1244,1090,839,1118,823,480,1091,674,1281
0,619,655,618,483,480,553,482,520,522,521
0,87,114,79,133,61,123,101,152,118,157
0,528,1553,492,1554,1592,531,1670,719,1632,2943
0,157,442,133,520,619,172,480,482,521,522
0,2647,790,674,2043,791,789,828,3003,37,827
0,184,492,263,110,227,37,567,186,754,189
0,2199,1058,1363,1628,2161,1627,1097,678,1133,640
0,1592,1668,1707,719,3000,2161,1669,1443,2199,2949
0,827,1127,480,1118,1090,1091,823,1129,1281,674
0,1205,788,749,675,1167,826,1129,789,827,3003
0,2162,640,1134,2165,2126,2164,2161,1133,2949,1324
0,1160,1033,1685,1723,1682,1072,1039,1129,744,1034
0,1439,2161,1591,2199,1097,1627,1061,1592,640,1133
0,2127,717,1097,1627,2691,1628,2161,678,1133,640
0,2317,3000,1632,2199,1671,1670,719,1669,1443,2949
0,1162,1199,1127,1072,163,1419,1129,694,744,1034
0,1363,1024,1669,1060,1364,2949,1707,1668,1025,3000
0,571,498,230,78,616,620,459,472,473,157
0,3000,1061,1591,1439,1135,1592,1666,640,1324,1133
0,35,118,115,133,87,157,127,172,37,90
0,1229,1190,995,1118,1034,1192,988,1002,950,998
0,672,557,481,483,520,482,674,521,522,480
0,1401,3000,1367,1060,1025,1666,2955,1324,1363,1364
0,2639,801,2606,2605,2641,823,2601,2562,521,522
0,127,79,48,91,60,123,93,37,90,87
0,803,823,480,654,691,483,798,520,521,522
0,744,1162,1086,1121,1281,781,2940,674,839,480
0,1129,1119,781,1198,1161,1121,1162,1199,1237,1118
0,1023,1554,1060,1024,1363,1367,1324,2955,1025,1364
0,191,231,152,230,100,101,267,157,306,571
0,1160,1129,1723,1199,1419,1682,1162,1072,163,1034
0,1707,2955,1060,1401,1324,1025,1669,1024,1364,1363
0,480,2606,2641,823,2600,801,691,694,1034,803
0,2943,1975,1592,1591,1666,2955,1708,1363,1324,1364
0,1707,1554,1060,1367,1666,1025,1324,2955,1363,1364
0,826,1090,1121,1161,1162,1237,1129,1199,1091,1118
0,640,2955,1367,1135,1025,1133,1666,1364,1324,3000
0,1363,1061,1439,640,2949,1324,2199,1097,2161,1133
0,1521,2130,1216,1218,2128,988,1180,950,2280,1217
0,483,211,553,366,442,482,480,520,521,522
0,1060,1707,3015,1668,1401,2955,1554,1324,1363,1364
0,3000,1669,1060,1367,1024,2955,1324,1025,1363,1364
0,1118,1190,950,1191,1229,1192,1221,1129,1217,1034
0,2949,2466,2164,640,2123,2504,1324,2124,2691,2161
0,1135,1439,1061,1591,1324,1592,1134,1666,640,1133
0,1060,1367,1708,1554,1666,1025,1363,2955,1324,1364
0,1135,1023,1666,1367,1025,1133,2955,3000,1324,1364
0,480,1419,839,691,163,1127,1072,694,803,1034
0,1199,1034,163,1205,1162,480,1237,1167,3003,744
0,2976,1199,1127,1281,827,826,1118,1090,1129,1091
0,2598,2562,2585,2635,521,2640,2639,2641,2637,522
0,694,839,2601,163,522,823,801,691,1034,803
0,1086,1198,1091,1121,1161,1162,1129,1237,1199,1118
0,790,1091,749,366,675,748,788,789,826,827
0,529,72,189,74,183,226,147,110,227,151
0,1628,678,1592,1666,754,1134,1627,640,1665,1133
0,1668,1443,1671,1024,1670,1632,1401,1707,1363,1669
0,1060,1135,3000,1367,1363,1666,1025,2955,1324,1364
0,211,115,248,209,118,212,123,133,172,157
0,365,172,366,211,520,480,482,442,521,522
0,2601,691,801,1419,1129,1127,694,163,803,1034
0,27,3018,73,15,2932,37,106,108,36,74
0,1161,1091,1118,1682,1086,480,1121,1199,1162,1164
0,366,790,1281,1129,749,826,1091,789,827,675
0,100,115,126,172,133,123,118,101,87,157
0,445,481,519,480,482,483,553,520,521,522
0,1193,1129,1190,1191,1118,1221,1091,1127,1164,1034
0,2955,1025,1024,1362,1666,1060,1401,1324,1364,1363
0,1364,1063,1632,1670,2949,1025,1024,1671,1443,1669
0,826,480,1121,1091,1086,1118,1161,1164,1199,1162
0,1186,1227,1127,1191,1229,1192,1129,1221,1217,1034
0,1127,2976,824,1091,1199,1086,480,747,1162,1164
0,2938,2600,798,2601,2639,2637,2641,2562,521,522
0,101,61,79,90,93,60,157,118,123,87
0,747,1118,1129,748,1199,1091,2976,1162,1164,826
0,1216,1218,1521,1180,2130,988,2128,950,2280,1217
0,1364,1361,1439,1592,1134,640,1591,1666,1324,1133
0,1024,1363,1135,1367,1666,2955,1324,1025,3000,1364
0,226,530,2956,189,227,186,110,529,183,147
0,33,68,2,3018,35,16,2980,37,15,36
0,16,73,106,33,35,74,15,3018,36,37
0,2955,1592,2943,1591,1975,3015,1708,1324,1363,1364
0,2357,1217,950,2204,988,2128,2281,2243,2242,2280
0,459,139,152,230,157,267,100,306,571,101
0,366,1054,521,1091,827,480,2484,674,823,522
0,646,616,652,659,762,2623,691,798,521,522
0,27,73,37,2932,15,72,108,106,74,36
0,789,480,1091,1164,1161,1118,1129,826,1162,1199
0,572,498,571,535,306,78,459,472,230,157
0,2930,1521,2128,2166,950,2204,2242,2243,2281,2280
0,1401,1023,1025,1367,1666,1060,2955,1324,1363,1364
0,1129,480,1127,1682,1072,1164,1199,163,1162,1034
0,2357,2204,1217,950,2281,988,2128,2242,2243,2280
0,1025,1367,1975,1554,1666,2955,1363,1708,1324,1364
0,60,101,46,115,79,61,157,123,87,118
0,1610,1129,1162,1199,1419,1072,744,1160,163,1034
0,1592,1554,1591,1975,1666,2955,1363,1708,1324,1364
0,1135,2943,1401,1060,1025,1666,2955,1324,1363,1364
0,1199,1127,163,744,1162,823,694,480,803,1034
0,1975,1025,1554,1367,1666,1363,1708,2955,1324,1364
0,748,788,1161,1164,1162,1129,826,1199,1118,1091
0,2608,827,678,2563,2723,522,791,2446,2484,640
0,1218,1216,1221,1180,1181,1192,988,1034,950,1217
0,2976,790,1091,749,366,788,789,748,827,826
0,535,495,100,267,459,101,230,571,306,157
0,2644,2562,2605,2606,163,480,521,823,2601,522
0,163,75,31,3018,36,74,73,2936,35,37
0,1419,1129,1127,1682,1072,1164,1199,1162,163,1034
0,108,530,2956,189,186,227,529,110,183,147
0,1161,1121,1048,2940,1203,1199,1086,839,480,1162
0,152,100,78,115,61,87,123,101,118,157
0,84,86,123,93,60,127,35,87,90,37
0,2484,801,2601,2562,2624,2560,1180,522,2623,1217
0,749,788,789,1118,1167,1199,1091,827,826,1129
0,1362,1401,1025,2955,3000,1060,1666,1324,1363,1364
0,1670,1024,948,1364,1101,1669,1367,1025,1177,1063
0,747,1072,1129,1682,1127,1164,1199,163,1162,1034
0,163,2976,744,824,1127,1164,747,1199,1162,480
0,675,790,1091,749,366,748,788,789,827,826
0,2242,950,2281,2204,1217,2243,2128,988,2280,2623
0,789,1162,788,1090,827,1199,826,1118,1129,1091
0,2603,2644,2522,2562,483,2601,823,521,2484,522
0,1554,2943,1367,1025,1708,1666,2955,1363,1324,1364
0,1023,1177,1024,2955,1063,1025,1101,1555,1367,1364
0,1367,640,2164,1023,1286,1555,1172,1666,1134,1133
0,1592,1554,1591,1975,1666,2955,1363,1708,1324,1364
0,1555,1554,1025,1367,1666,1363,1708,2955,1324,1364
0,1228,1169,1263,2976,826,366,827,1130,1092,2043
0,790,1091,749,675,788,1129,2499,789,826,827
0,828,980,1627,1626,2043,754,1666,1133,827,1665
0,1023,1063,3000,1101,1324,1555,1025,2955,1367,1364
0,522,1199,1162,1127,1164,2976,747,480,823,1034
0,1086,1121,2976,824,748,747,1199,826,1164,1162
0,3003,1091,749,1130,1129,366,788,789,826,827
0,1127,1143,1218,1191,1181,1180,1221,950,1034,1217
0,1976,2357,950,988,2204,2281,2128,2242,2243,2280
0,1060,1367,2943,1554,1666,1708,2955,1324,1363,1364
0,1086,1121,1129,480,1118,826,1161,1164,1199,1162
0,3000,2955,1177,948,1063,1555,1025,1101,1367,1364
0,652,659,646,762,2623,616,520,798,521,522
0,1707,1367,1025,1554,1666,1363,1708,2955,1324,1364
0,60,163,157,127,93,115,118,90,123,87
0,2943,1367,1025,1554,1666,1708,1363,2955,1324,1364
0,3025,646,495,535,649,652,798,306,459,571
0,1216,1143,1221,1218,1181,1180,1034,988,950,1217
0,1362,1401,1367,1025,1666,1060,2955,1324,1363,1364
0,1199,480,1164,163,839,1127,747,1162,1034,823
0,748,1091,749,675,1129,366,789,788,827,826
0,2760,520,2637,2635,2640,2641,2758,2644,521,522
0,747,2976,1191,1199,1162,1127,1221,1164,1217,1034
0,184,108,416,2934,186,2956,110,183,529,147
0,2014,2623,1216,1218,1521,1180,950,2130,2280,1217
0,2976,1127,1682,480,747,1164,163,1199,1034,1162
0,1669,1367,2955,1025,1024,1401,1060,1324,1363,1364
0,184,189,36,227,2956,186,74,108,110,147
0,1199,1164,788,1162,1091,827,2976,366,748,826
0,1063,2949,1671,1367,2955,3000,1443,1669,1025,1364
0,1439,1975,640,1666,2658,1362,1364,1708,1363,1324
0,2128,2129,2166,2204,2242,2243,2280,2281,2319,2930
0,366,1129,2976,748,1118,1199,1091,1164,1162,826
0,1164,1682,1121,826,1161,1237,1129,1118,1162,1199
0,1199,839,824,2562,747,480,521,1217,522,823
0,1060,3000,1025,1367,1708,1666,1363,2955,1324,1364
0,1024,3000,1669,1671,1555,1063,2955,1025,1367,1364
0,2166,2930,950,988,1976,2204,2242,2243,2280,2281
0,1118,1091,1199,1191,1162,1129,1164,1221,1127,1034
0,1205,480,1129,1198,1167,1161,1237,744,1199,1162
0,2943,1554,1591,1975,1666,2955,1363,1324,1708,1364
0,824,2976,1161,2940,1127,1164,1199,747,1162,480
0,1101,2955,1063,1670,1669,1443,3000,1367,1025,1364
0,480,1205,1682,1167,3003,1199,1162,1198,1237,744
0,749,2976,790,675,748,788,789,366,826,827
0,1203,1086,1118,480,1161,1121,1682,1164,1199,1162
0,2199,1097,1708,1439,1666,1782,2955,1363,1364,1324
0,2943,1591,1554,1975,1666,2955,1363,1324,1708,1364
0,1226,1033,1039,1225,1186,1229,1160,1129,1192,1034
0,1172,1626,754,2164,2043,1666,1627,1134,1665,1133
0,519,481,442,483,482,366,520,480,521,522
0,1143,1129,1180,1192,988,1221,1181,950,1034,1217
0,1130,3003,749,2499,788,675,789,1129,826,827
0,163,825,747,788,1130,480,824,2976,1164,826
0,2846,2798,2836,2874,2837,2795,2831,2791,2834,2756
0,1191,1072,163,1164,1221,1129,1127,1199,1162,1034
0,788,2976,1164,1129,1162,748,1199,1118,826,1091
0,1237,1086,2940,1164,744,747,1161,1199,480,1162
0,1161,1053,1164,748,1162,1129,1118,1199,826,1091
0,1121,1118,824,366,747,1199,1164,748,1162,826
0,1060,1666,1554,1367,1025,1708,1363,2955,1324,1364
0,1286,1439,1591,1975,2955,1363,1666,1708,1364,1324
0,78,459,535,574,646,2623,3025,616,649,571
0,3000,1554,1666,1363,1025,1367,1708,2955,1324,1364
0,2976,824,480,1165,747,1682,163,1199,1164,1162
0,803,823,689,688,1218,522,801,691,1180,1217
0,3015,1362,1591,1975,2955,1666,1363,1708,1324,1364
0,2976,1121,1129,748,1118,1091,1199,1164,1162,826
0,950,522,691,801,1218,839,1034,1180,823,1217
0,2976,789,1199,788,827,1164,1162,748,366,826
0,1121,1129,2976,747,1118,1161,1164,1199,826,1162
0,747,1164,1217,1167,480,744,163,1162,1199,1034
0,2943,1591,2955,1554,1975,3015,1708,1324,1363,1364
0,950,2014,2128,988,1976,2204,2242,2243,2280,2281
0,2357,950,1976,988,2128,2204,2281,2242,2243,2280
0,1161,674,480,1127,1167,1090,1118,1199,1091,1129
0,823,2940,1127,1199,2976,824,1164,1162,747,480
0,824,826,2940,839,1164,480,1091,2976,823,747
0,1362,2943,1592,1591,1364,1324,1363,640,1133,1666
0,2831,2836,2874,2795,2889,2981,2791,2750,2834,2793
0,1053,749,2976,789,1091,788,827,366,748,826
0,1060,1025,1554,1367,1708,1666,2955,1363,1324,1364
0,1053,1199,1118,1129,827,788,366,748,1091,826
0,1221,1216,1143,1181,1218,988,1034,1180,950,1217
0,1161,1682,1167,1164,744,747,163,1199,480,1162
0,1060,1554,1708,1367,1025,1666,2955,1324,1363,1364
0,1127,480,824,839,522,747,2976,823,1164,1034
0,1086,1237,1203,1121,480,1161,1164,1682,1199,1162
0,1162,1199,1164,1091,789,788,827,366,748,826
0,748,747,1091,1161,1129,1118,1164,1199,1162,826
0,749,2976,675,790,789,748,788,366,826,827
0,2599,2938,798,2598,2624,2637,2641,2623,521,522
0,481,744,709,1281,482,672,839,480,674,803
0,988,1520,2014,2204,950,1976,2242,2243,2280,2281
0,754,1061,1058,1628,1439,678,1665,1627,640,1133
0,719,2199,1670,1671,1632,2943,1401,1363,1669,1707
0,1668,1135,2161,1060,1707,1669,2199,1443,3000,2949
0,1090,1281,789,827,749,1129,1244,1243,1091,675
0,1671,1024,1025,2317,2161,2199,3000,1443,1669,2949
0,2559,2599,2600,2637,521,2641,2639,2562,2601,522
0,950,988,1976,2014,2204,2242,2243,2280,2281,2930
0,267,459,231,172,571,306,230,100,101,157
0,1669,1401,1367,1060,2955,1024,1025,1324,1363,1364
0,3023,460,231,157,459,495,267,230,306,571
0,1632,1668,1670,1401,1671,2199,1707,1443,2949,1669
0,1632,1670,1025,2317,1024,1063,1671,2949,1443,1669
0,1647,1147,1229,1118,1685,995,1192,1002,1034,998
0,481,522,363,619,403,553,620,520,482,480
0,1060,640,2943,1401,2955,1666,1592,1324,1363,1364
0,1025,1363,1367,1135,3000,2955,1666,1324,1364,1133
0,1708,1401,1554,1591,2943,1592,3015,1324,1363,1364
0,1263,1225,1186,1072,744,1129,1419,1160,163,1034
0,1060,1133,1025,1135,640,1666,2955,1324,1363,1364
0,1707,1367,2955,1024,1025,1401,1060,1324,1363,1364
0,2728,2691,2692,2504,2983,2734,2694,2161,1324,640
0,110,183,227,147,189,529,492,186,754,567
0,1034,1216,989,2130,1521,2014,1217,2280,988,950
0,444,403,553,483,481,520,482,521,522,480
0,3018,36,2,90,16,2980,15,61,35,37
0,1127,801,521,846,882,823,1034,691,839,803
0,1592,1362,1061,1666,1364,2199,1060,1401,1324,1363
0,248,212,101,230,115,123,118,133,172,157
0,481,2940,403,823,674,483,521,480,366,522
0,1632,1670,1364,1177,1367,1443,1024,1025,1063,1669
0,1668,1060,1061,1666,2199,1364,1707,1324,1401,1363
0,1127,1072,747,1199,1682,480,1164,1034,163,1162
0,694,1127,1039,744,1129,1264,1419,163,1072,1034
0,366,211,403,553,442,482,520,480,521,522
0,1439,1628,1666,678,754,1592,1627,1665,640,1133
0,1164,747,1034,1086,521,823,1091,846,803,839
0,2161,1364,1060,2949,3000,1666,1324,2199,1401,1363
0,2204,2128,1521,1217,2281,950,2243,988,2242,2280
0,72,111,186,2932,110,106,36,74,108,147
0,567,1975,1937,1627,1591,186,1592,1363,640,754
0,1975,1592,1367,1591,1666,2955,1708,1363,1324,1364
0,2934,227,529,189,108,183,2956,186,110,147
0,839,2606,163,480,522,823,801,691,1034,803
0,2636,2635,798,2598,2634,2547,2674,2587,2623,2585
0,675,749,788,789,790,826,827,1091,1243,2499
0,79,61,115,60,101,133,118,123,87,157
0,1162,1053,789,1199,748,788,1129,826,1118,1091
0,1167,3003,163,1198,1199,480,1237,1162,1682,744
0,133,61,118,141,139,152,100,102,157,101
0,1135,1439,1592,1363,640,1591,1666,1364,1133,1324
0,1707,1367,2955,1060,1024,1401,1025,1324,1363,1364
0,2043,678,640,1626,754,1324,1134,1627,1665,1133
0,1191,1229,163,1164,1199,1127,1221,1162,1129,1034
0,2887,37,2775,2793,2840,2740,67,2917,2837,2889
0,1367,2943,1025,1554,1666,1708,2955,1324,1363,1364
0,789,1281,1053,366,1129,2976,748,826,827,1091
0,1163,1682,826,163,2976,747,1199,480,1164,1162
0,252,115,101,118,123,230,126,133,172,157
0,472,619,172,157,616,553,580,520,521,522
0,1199,1225,1072,3019,744,1186,1192,1610,1160,1034
0,1976,2243,1521,2281,988,2014,1520,2242,950,2280
0,1668,1975,1592,1591,1666,2955,1708,1363,1324,1364
0,366,2157,2499,676,790,1626,789,675,827,1665
0,535,231,345,495,472,459,230,306,571,157
0,186,189,151,530,226,227,110,183,529,147
0,163,1121,1164,1198,480,1237,744,1199,1682,1162
0,62,571,230,306,152,102,100,139,157,101
0,1198,1205,1199,163,1162,480,1237,1167,3003,744
0,2840,2791,37,2740,2793,2831,2756,2836,2834,2837
0,1671,1669,3000,1063,1555,1101,2955,1025,1367,1364
0,1592,1362,1666,1591,1975,3015,1708,1324,1363,1364
0,1199,691,1162,163,480,1127,839,823,803,1034
0,1167,1121,1198,744,1161,1162,1129,1237,1118,1199
0,1367,1024,1707,2955,1060,1025,1401,1324,1363,1364
0,37,27,147,15,72,2932,106,36,108,74
0,1091,1161,1086,1118,480,1682,1199,1121,1164,1162
0,1086,1237,1118,1161,1121,1164,1682,480,1199,1162
0,133,208,472,249,209,619,230,248,172,157
0,1163,747,824,480,826,163,1682,1164,1199,1162
0,1591,1592,1554,2943,1666,1708,2955,1324,1363,1364
0,27,37,73,2932,15,106,108,72,74,36
0,1164,1160,744,1419,1072,1682,1199,163,1162,1034
0,1162,1770,750,3028,1682,781,3003,1198,1237,744
0,1671,3000,2949,1364,1024,1367,1063,1443,1025,1669
0,1119,781,1198,1129,1161,1162,1121,1237,1199,1118
0,472,249,306,100,248,133,101,172,230,157
0,1591,2089,1061,1401,2161,1097,1363,1133,1324,640
0,1670,1367,3000,1671,1063,1024,1025,2949,1443,1669
0,3003,747,2528,1034,1199,1162,1167,744,163,480
0,1419,1610,1225,1192,1160,1129,1685,1229,1072,1034
0,1023,1554,1666,1025,1367,1708,1363,2955,1324,1364
0,1367,1554,1401,1025,1060,1666,2955,1324,1363,1364
0,1707,1367,1666,1401,1060,1025,2955,1324,1363,1364
0,522,747,2976,1682,1165,1199,163,1162,1034,1164
0,1160,1723,1161,480,1034,163,1164,1682,1199,1162
0,988,2166,1217,2623,2281,2204,2242,2128,2243,2280
0,1086,1198,1091,1121,1161,1129,1237,1162,1199,1118
0,1024,3000,1666,1060,2955,1367,1025,1324,1363,1364
0,163,824,747,826,1161,480,1682,1199,1164,1162
0,2795,2637,2673,2635,2981,2718,2756,2644,522,2758
0,1048,1086,1198,1129,1121,1161,1118,1237,1162,1199
0,1199,691,1127,163,1162,480,839,1034,823,803
0,2943,1025,1367,1554,1666,1708,2955,1363,1324,1364
0,688,691,1026,912,1218,988,950,1180,2623,1217
0,2357,950,2204,1217,2281,988,2128,2242,2243,2280
0,1707,1060,1367,1554,1708,1025,1363,1324,2955,1364
0,1053,1086,2976,1127,1199,1281,1118,1090,1129,1091
0,1161,1163,747,1034,480,1199,1164,1682,163,1162
0,2976,1129,1162,788,1199,827,366,1091,748,826
0,1025,1367,1975,1554,1666,1363,2955,1708,1324,1364
0,823,520,616,798,659,688,691,689,521,522
0,2938,2585,2758,2635,2598,2562,2484,798,521,522
0,747,1165,1721,1723,1199,1034,163,1682,1162,1164
0,1192,1118,1216,1181,1221,1180,1034,988,950,1217
0,688,689,2562,691,801,1180,521,1217,823,522
0,1286,2943,2955,1591,1133,640,1666,1363,1324,1364
0,1592,1367,1591,1975,2955,1666,1363,1708,1324,1364
0,1443,1670,1063,1024,2955,1367,3000,1669,1025,1364
0,2940,803,1127,823,1164,747,480,1034,1162,839
0,2995,1671,2943,1632,2317,1630,1669,2949,2199,719
0,2200,987,1061,1784,2161,2317,719,1669,2949,2199
0,1632,1671,1784,2995,1630,2317,1669,2949,2199,719
