cell_num,pos,xcoord,ycoord,zcoord,cluster
699,164,-166.13,33.96,30.53,3
700,749,-76.95,57.44,-37.07,3
701,1686,26.03,62.31,30.66,1
702,1214,-27.91,17.78,-75.23,0
703,1252,-23.28,17.44,-75.7,0
704,975,-50.23,64.96,-30.06,2
705,997,-45.32,42.97,50.36,1
706,2941,-76.63,63.36,-24.29,1
707,2603,135.64,52.78,4.96,1
708,125,-173.74,29.7,30.92,3
709,1130,-35.77,57,-45.82,2
710,2171,78.3,22.8,61.47,4
711,2124,67.55,25.28,-67.56,0
712,1444,-3.18,3.4,-78.57,0
713,378,-127.79,17.4,-53.28,5
714,60,-189.61,29.8,-1.46,3
715,38,-199.8,1.62,-13.77,3
716,646,-92.26,5.2,-66.83,0
717,1255,-15.61,2.65,66.15,4
718,578,-96.33,32.87,52.02,3
719,864,-64.93,56.37,-42.79,2
720,685,-79.26,2.99,62.66,1
721,38,-199.8,1.62,-13.77,3
722,1433,-0.24,61.9,-42.15,2
723,198,-158.12,24.95,41.94,3
724,2434,110.48,8.41,61.22,4
725,1250,-23.79,29.7,-70.99,0
726,1308,-13.7,67.52,17.52,1
727,1028,-42.05,7.94,64.46,4
728,1672,22.58,2.92,-77.9,0
729,80,-179.45,11.23,38.48,3
730,2219,83.92,61.48,24.14,1
731,798,-74.28,3.53,-71.71,0
732,2315,94.54,18.62,-63.83,0
733,1001,-43.92,57.61,34.57,1
734,1405,-5.28,10.94,-77.73,0
735,1203,-24.14,66.81,-30.76,2
736,2832,166.49,37.03,1.64,1
737,2118,70.52,56.11,-41.66,1
738,829,-67.32,42.66,-57.38,2
739,571,-92.54,1.18,61.32,3
740,2648,134.46,46.15,-22.1,2
741,19,-193.52,27.76,2.68,3
742,1840,40.59,66.75,19.16,1
743,263,-136.75,15.41,-50.15,5
744,669,-85.06,63.36,-16.86,1
745,88,-181.56,29.86,24.65,3
746,125,-173.74,29.7,30.92,3
747,2485,120.65,52.74,25.46,4
748,1017,-45.63,53.37,-49.42,2
749,796,-74.88,14.59,-69.96,0
750,1634,18.48,2.89,-78.13,0
751,745,-76.07,65.39,-17.9,1
752,1230,-21.76,61.94,29.77,1
753,1701,27.05,53.57,-51.22,2
754,647,-83.32,5.8,62.11,4
755,2973,-168.41,40.78,-3.43,2
756,2645,142.17,48.37,-9.25,1
757,608,-96.87,1.71,-65.67,0
758,2086,66.77,29.86,-65.71,0
759,1176,-32.06,18.73,-74.52,0
760,873,-63.53,10.29,-72.76,0
761,2124,67.55,25.28,-67.56,0
762,331,-130.16,45.86,-29.66,2
763,1245,-20.42,54.4,-51.19,2
764,981,-50.07,44.24,-58.38,0
765,1668,22.24,30.24,-70.86,0
766,1230,-21.76,61.94,29.77,1
767,1160,-30.32,70.66,-3.23,1
768,1283,-16.37,54.59,-51.23,2
769,1831,43.17,33.04,58.58,1
770,1903,50.26,12.97,65.25,4
771,1367,-8.84,10.94,-77.64,0
772,2941,-76.63,63.36,-24.29,2
773,988,-52.5,2.95,-75.05,0
774,650,-89.31,15.83,60,1
775,2124,67.55,25.28,-67.56,0
776,120,-168.74,18.56,41.03,3
777,2930,108.54,14.64,-60.51,0
778,839,-61.54,14.22,62.73,4
779,1028,-42.05,7.94,64.46,4
780,1213,-25.2,22.72,-73.95,0
781,2220,82.79,63.6,18.33,1
782,1130,-35.77,57,-45.82,2
783,2716,146.62,48.37,9.11,3
784,1283,-16.37,54.59,-51.23,4
785,377,-124.47,20.64,-53.38,5
786,1037,-39.9,51.29,42.74,4
787,1152,-31.11,55.1,39.01,1
788,1100,-40.51,16.67,-74.47,0
789,75,-175.53,2.27,-32.6,0
790,1055,-41.33,53.15,-49.86,2
791,1140,-36.06,3.5,-76.93,0
792,2769,154.81,17.64,-35.98,0
793,2016,60.64,10.1,65.39,4
794,1015,-45.38,60.16,-40.08,2
795,1353,-8.63,70.19,-20.59,2
796,879,-57.9,23.74,60.36,1
797,2013,60.36,9.04,-73.15,0
798,1251,-21.37,24.82,-73.3,0
799,1939,56.39,6.19,65.88,4
800,1537,11.23,68.98,14.62,1
801,1152,-31.11,55.1,39.01,1
802,1367,-8.84,10.94,-77.64,0
803,2491,118.86,58.28,-4.38,2
804,682,-89.78,17.77,-65.16,0
805,1315,-12.64,70.14,-20.37,1
806,791,-72.46,42.54,-55.98,2
807,1125,-32.36,69.37,-19.56,1
808,2938,-85.69,14.52,-67.36,0
809,1252,-23.28,17.44,-75.7,0
810,1610,17.49,62.58,30.15,1
811,949,-55.34,9.18,-74.3,0
812,63,-172.7,35.48,-11.81,3
813,879,-57.9,23.74,60.36,4
814,2233,84.48,48.95,-46.21,2
815,1032,-41.71,29.3,58.79,1
816,3018,148.16,11.18,52.65,3
817,1192,-26.15,62.16,28.98,1
818,747,-76.78,61.14,-29.96,2
819,1049,-40.77,68.96,-18.94,1
820,957,-49.2,34.16,56.14,2
821,1697,26.57,66.87,-30.48,2
822,684,-90.03,0.93,-67.65,0
823,2163,77.27,22.37,-66.7,0
824,462,-114.03,25.04,53.21,3
825,873,-63.53,10.29,-72.76,0
826,1110,-34.3,36.49,55.16,1
827,1032,-41.71,29.3,58.79,4
828,947,-55.31,22.34,-70.84,0
829,633,-89.91,59.63,-26.42,2
830,1027,-39.54,2.93,64.91,4
831,1946,53.62,39.54,54.18,1
832,1018,-48.3,50.04,-52.74,2
833,2044,61.4,47.99,-53.17,4
834,646,-92.26,5.2,-66.83,0
835,1218,-21.54,8.3,65.49,4
836,1141,-27.49,3.08,65.48,4
837,673,-85.21,56.71,-34.89,2
838,560,-102.24,49.85,-38.77,1
839,750,-77.91,53.26,-43.02,2
840,1895,47.9,34,-66.59,0
841,2790,162.14,39.89,14.26,3
842,826,-69,55.22,-43.25,2
843,1668,22.24,30.24,-70.86,0
844,599,-94.23,47.58,-44.31,2
845,1979,58.46,15.24,64.52,4
846,847,-61.48,50.3,42.76,1
847,1330,-13.7,3.69,-78.3,0
848,841,-61.91,24.04,59.86,1
849,1620,17.2,68.91,-25.63,1
850,1054,-43.77,57.09,-44.9,2
851,1776,31.62,56.33,-47.59,1
852,751,-75.1,49.46,-48.3,2
853,2781,160.62,22.75,42.2,1
854,654,-87.94,34.7,52.12,2
855,951,-47.66,2.33,64.73,4
856,1667,23.19,35.93,-67.64,0
857,1250,-23.79,29.7,-70.99,0
858,1289,-17,24.03,-73.71,0
859,1055,-41.33,53.15,-49.86,2
860,1248,-22.89,40.53,-64.55,0
861,2485,120.65,52.74,25.46,1
862,1217,-19.42,3.59,65.86,4
863,537,-101.88,20.58,57,3
864,1292,-16.65,4.55,-78.2,0
865,875,-55.9,3.58,64.31,3
866,3001,81.15,25.43,-64.59,0
867,1630,17.77,30.86,-70.78,0
868,1106,-33.49,19.07,62.7,4
869,172,-157.01,46.43,7.9,2
870,2279,90.27,10.86,-66.68,0
871,3038,-20.05,3.22,-78.11,0
872,608,-96.87,1.71,-65.67,0
873,1114,-34.99,55.19,38.4,1
874,1250,-23.79,29.7,-70.99,0
875,1213,-25.2,22.72,-73.95,0
876,2810,156.15,7.73,-38.26,0
877,529,-103.2,22.32,-59.49,5
878,1144,-29.6,18.95,63.01,4
879,446,-116.08,46.28,-37.43,2
880,9,-203.75,9.78,16.51,3
881,886,-59.56,54.69,37.69,1
882,2989,14.11,21.1,-75.07,0
883,178,-158.62,38.02,-20.62,3
884,485,-108.89,43.22,-43.93,2
885,1175,-29.28,24.08,-73.26,0
886,798,-74.28,3.53,-71.71,0
887,731,-76.63,41.15,48.42,1
888,1001,-43.92,57.61,34.57,1
889,588,-96.66,61.67,9.22,2
890,719,-83.83,19.28,-66.51,0
891,520,-104.85,53.47,-32.04,1
892,1063,-43.1,10.4,-75.56,0
893,1488,6.3,28.76,60.96,4
894,75,-175.53,2.27,-32.6,3
895,529,-103.2,22.32,-59.49,0
896,2088,64.66,14.24,-71.44,0
897,187,-152.63,15.05,-43.1,0
898,824,-69.39,61.95,-31.77,1
899,2586,131.6,6.18,57.95,1
900,1475,3.32,47.05,-59.98,2
901,153,-164.19,-0.52,46.6,3
902,784,-72.6,65.01,-21.32,2
903,1585,14.64,61.45,-42.24,2
904,122,-171.33,20.82,38.76,3
905,832,-70.84,26.49,-66.77,0
906,1251,-21.37,24.82,-73.3,0
907,983,-51.04,33.64,-66.1,2
908,2947,34.53,58.2,-45.15,1
909,2779,161.53,17.73,44.4,3
910,1934,49.33,27.82,-69.41,0
911,1282,-17.08,58.31,-46.37,2
912,867,-62.56,43.87,-57.13,2
913,133,-161.85,44.62,4.72,3
914,2961,-94.48,-61.16,12.16,1
915,1185,-23.88,34.34,57.21,1
916,1460,1.78,67.43,19.56,4
917,643,-88.78,22.02,-63.98,0
918,981,-50.07,44.24,-58.38,2
919,536,-103.93,15.23,58.4,3
920,414,-119.74,23.22,-54.16,5
921,1089,-37.11,66.01,-30.01,1
922,233,-152.35,15.21,48.3,3
923,712,-83.35,53.12,-41.43,1
924,2845,171.72,14.75,-22.01,3
925,1405,-5.28,10.94,-77.73,0
926,759,-76.1,10.04,-70.67,0
927,1228,-22.82,55.94,38.74,1
928,783,-71.46,66.28,-16.17,2
929,988,-52.5,2.95,-75.05,0
930,34,-191.34,11.26,-19.46,3
931,2941,-76.63,63.36,-24.29,1
932,2113,72.47,66.86,-16.82,1
933,504,-109.79,40.34,44.01,3
934,2952,28.11,54.42,41.75,1
935,1862,42.33,3.1,-76.09,0
936,34,-191.34,11.26,-19.46,3
937,1394,-5.76,64.91,-36.03,1
938,1083,-36.59,69.76,2.23,1
939,1669,24.82,24.5,-73.19,0
940,1278,-18.84,69.26,-23.92,2
941,310,-138.04,19,50.62,3
942,1744,29.95,29.47,-70.76,0
943,1330,-13.7,3.69,-78.3,0
944,2257,90.46,61.09,22.44,1
945,1608,17.64,56.34,39.64,1
946,949,-55.34,9.18,-74.3,0
947,988,-52.5,2.95,-75.05,0
948,798,-74.28,3.53,-71.71,0
949,1190,-26.37,55.66,38.68,1
950,1077,-35.73,58.49,33.89,1
951,2320,94.66,6.67,63.4,4
952,1205,-25.66,62.07,-40.54,2
953,2086,66.77,29.86,-65.71,0
954,1125,-32.36,69.37,-19.56,1
955,2791,162.12,40.26,11.21,3
956,1356,-10.01,65.01,-35.91,2
957,734,-75.43,50.72,39.64,1
958,1520,4.9,3.1,-78.5,0
959,956,-50.68,29.43,58.5,4
960,1636,21.05,8.62,66.19,4
961,1252,-23.28,17.44,-75.7,0
962,364,-127.84,55.03,-5.83,2
963,1215,-25.28,11.74,-76.93,1
964,1055,-41.33,53.15,-49.86,2
965,1668,22.24,30.24,-70.86,0
966,841,-61.91,24.04,59.86,3
967,2759,152.28,43.51,-8.7,1
968,1148,-27.95,37.6,55.07,1
969,1109,-31.21,34.98,56.38,4
970,840,-63.71,19.57,61.18,1
971,1329,-12.49,11.13,-77.71,0
972,988,-52.5,2.95,-75.05,0
973,2088,64.66,14.24,-71.44,0
974,746,-79.96,63.85,-20.36,1
975,1634,18.48,2.89,-78.13,0
976,1783,36.03,23.3,-72.76,0
977,2013,60.36,9.04,-73.15,0
978,1251,-21.37,24.82,-73.3,0
979,1557,8.75,10.26,-77.63,0
980,1130,-35.77,57,-45.82,2
981,1991,59.71,64.02,23.81,1
982,529,-103.2,22.32,-59.49,0
983,1916,49.16,65.92,20.49,1
984,1037,-39.9,51.29,42.74,1
985,1055,-41.33,53.15,-49.86,2
986,2163,77.27,22.37,-66.7,0
987,384,-128.78,15.2,53.92,3
988,168,-168.23,39.94,18.2,3
989,843,-62.51,33.53,55.83,1
990,406,-120.71,50.87,-27.18,2
991,2616,130.31,27.18,-46.35,0
992,978,-52.27,56.99,-44.17,2
993,49,-188.45,26.23,22.81,3
994,988,-52.5,2.95,-75.05,0
995,1282,-17.08,58.31,-46.37,2
996,1181,-23.61,13.94,64.55,4
997,1522,8.53,10.25,66.11,4
998,2247,88.09,22.54,60.73,4
999,1683,26.77,51.09,45.42,1
1000,1558,9.2,1.86,-78.55,0
1001,913,-51.75,2.37,64.55,3
1002,150,-171.53,6.69,-34.45,5
1003,1028,-42.05,7.94,64.46,4
1004,1980,57.26,19.33,63.64,4
1005,831,-67.44,32.92,-64.28,0
1006,1245,-20.42,54.4,-51.19,3
1007,830,-69.51,37.79,-60.6,2
1008,2407,107.94,52.59,32.31,4
1009,1685,26.93,59.25,35.47,1
1010,951,-47.66,2.33,64.73,4
1011,74,-193.25,4.68,-19.69,3
1012,842,-63.31,28.69,57.97,1
1013,1302,-13.97,48.18,47.65,1
1014,2603,135.64,52.78,4.96,1
1015,1783,36.03,23.3,-72.76,0
1016,422,-120.17,16.88,55.09,3
1017,1622,16.93,64.24,-37.16,2
1018,1450,2.51,31.49,59.9,4
1019,1978,56.18,10.97,65.5,4
1020,1629,19.32,35.85,-67.97,0
1021,353,-127.7,41.87,37.49,3
1022,988,-52.5,2.95,-75.05,0
1023,1738,28.63,58.28,-45.4,2
1024,2269,87.41,54.94,-37.32,4
1025,1007,-45.08,69.2,3.55,2
1026,798,-74.28,3.53,-71.71,0
1027,1061,-42.32,22.83,-72.27,0
1028,1015,-45.38,60.16,-40.08,2
1029,3004,-10.89,56.71,-48.99,2
1030,303,-137.18,6.89,-51.84,5
1031,425,-119.54,25.6,52.05,3
1032,340,-133.38,10.15,-52.87,5
1033,341,-127.41,9.52,-55.53,0
1034,2917,179.95,13.42,-11.2,3
1035,798,-74.28,3.53,-71.71,0
1036,492,-112.58,16.94,-58.89,0
1037,2601,133.83,52.42,14.37,4
1038,1283,-16.37,54.59,-51.23,2
1039,679,-85.06,33.53,-59.59,0
1040,1243,-20.73,61.78,-40.94,2
1041,828,-68.08,46.47,-53.93,2
1042,1139,-35.63,11.4,-76.12,0
1043,1916,49.16,65.92,20.49,1
1044,3030,11.82,7.27,-78.02,0
1045,1245,-20.42,54.4,-51.19,2
1046,805,-67.45,32.22,55.78,1
1047,2598,128,51.02,24.61,1
1048,1213,-25.2,22.72,-73.95,0
1049,1946,53.62,39.54,54.18,1
1050,1019,-45.75,42.58,-60.23,2
1051,424,-122.85,21.88,52.81,3
1052,1181,-23.61,13.94,64.55,4
1053,873,-63.53,10.29,-72.76,0
1054,1706,26.01,30.73,-70.43,0
1055,1131,-33.21,54.21,-50.05,2
1056,530,-108.43,13.99,-60.9,0
1057,1027,-39.54,2.93,64.91,4
1058,675,-84.69,49.56,-45.54,2
1059,263,-136.75,15.41,-50.15,5
1060,1062,-44.6,16.95,-73.97,0
1061,485,-108.89,43.22,-43.93,2
1062,38,-199.8,1.62,-13.77,3
1063,782,-74.19,66.52,-11.91,2
1064,840,-63.71,19.57,61.18,2
1065,934,-55.43,68.83,-13.27,1
1066,949,-55.34,9.18,-74.3,0
1067,2244,85.61,9.96,64.06,4
1068,1390,-6.47,71.26,-14.84,2
1069,590,-96.27,62.95,-2.23,2
1070,1139,-35.63,11.4,-76.12,0
1071,1991,59.71,64.02,23.81,1
1072,1168,-31.77,58.18,-45.28,1
1073,683,-86.44,5.21,-68.49,0
1074,2603,135.64,52.78,4.96,1
1075,1121,-32.11,70.09,2.63,1
1076,34,-191.34,11.26,-19.46,3
1077,684,-90.03,0.93,-67.65,0
1078,145,-166.25,24.6,-30.09,3
1079,1139,-35.63,11.4,-76.12,0
1080,2751,157.15,41.56,19.26,3
1081,798,-74.28,3.53,-71.71,0
1082,1130,-35.77,57,-45.82,2
1083,1037,-39.9,51.29,42.74,1
1084,978,-52.27,56.99,-44.17,2
1085,384,-128.78,15.2,53.92,3
1086,1328,-15.18,18.14,-75.79,0
1087,1155,-28.03,64.53,23.62,1
1088,824,-69.39,61.95,-31.77,1
1089,1293,-12.07,3.27,66.14,4
1090,37,-190.68,0.98,-22,3
1091,1625,18.97,54.1,-51.5,2
1092,2791,162.12,40.26,11.21,1
1093,913,-51.75,2.37,64.55,3
1094,683,-86.44,5.21,-68.49,2
1095,1634,18.48,2.89,-78.13,0
1096,873,-63.53,10.29,-72.76,0
1097,1150,-29.24,48.45,46.5,1
1098,1405,-5.28,10.94,-77.73,0
1099,74,-193.25,4.68,-19.69,3
1100,2967,-20.41,65.48,-34.23,2
1101,2243,88.87,4.1,64.25,4
1102,1115,-31.22,58.31,34.56,1
1103,1783,36.03,23.3,-72.76,0
1104,1115,-31.22,58.31,34.56,1
1105,1197,-24.19,70.47,2.9,2
1106,1205,-25.66,62.07,-40.54,1
1107,2666,142.87,23.74,49.51,1
1108,2128,70.64,6.45,-71.58,2
1109,1071,-36.53,32.92,57.23,1
1110,1668,22.24,30.24,-70.86,0
1111,1167,-28.92,60.57,-42.39,2
1112,1040,-42.71,60.97,29.24,1
1113,647,-83.32,5.8,62.11,4
1114,647,-83.32,5.8,62.11,4
1115,2370,102.6,56.79,27.29,1
1116,1201,-24.42,69.73,-20.55,1
1117,239,-151.78,36.17,35.26,3
1118,1596,14.23,2.67,-78.24,0
1119,1557,8.75,10.26,-77.63,0
1120,950,-57.29,3.26,-74.67,0
1121,1053,-41.37,60.61,-39.77,2
1122,1522,8.53,10.25,66.11,4
1123,1213,-25.2,22.72,-73.95,0
1124,2124,67.55,25.28,-67.56,2
1125,379,-124.73,11.23,-56.1,0
1126,1667,23.19,35.93,-67.64,0
1127,2188,79.18,66.51,-11.29,1
1128,2239,83.81,21.37,-65.55,0
1129,1077,-35.73,58.49,33.89,1
1130,404,-123.01,54.11,-17.49,3
1131,88,-181.56,29.86,24.65,3
1132,1148,-27.95,37.6,55.07,1
1133,1075,-35.65,51.36,42.88,1
1134,764,-72.91,15.85,61.45,1
1135,801,-65.44,13.23,62.52,1
1136,400,-120.2,57.19,0.77,3
1137,378,-127.79,17.4,-53.28,5
1138,829,-67.32,42.66,-57.38,2
1139,896,-59.62,68.5,-12.78,2
1140,2887,168.6,5.3,-28.18,3
1141,683,-86.44,5.21,-68.49,0
1142,288,-141.79,50.61,-8.25,3
1143,1200,-25.96,70.73,-14.31,2
1144,2219,83.92,61.48,24.14,1
1145,2941,-76.63,63.36,-24.29,2
1146,1292,-16.65,4.55,-78.2,0
1147,796,-74.88,14.59,-69.96,0
1148,1452,1.51,40.07,54.78,1
1149,873,-63.53,10.29,-72.76,0
1150,1394,-5.76,64.91,-36.03,2
1151,1291,-16.2,12.09,-77.23,0
1152,683,-86.44,5.21,-68.49,0
1153,1064,-43.69,3.4,-76.18,0
1154,1292,-16.65,4.55,-78.2,0
1155,1251,-21.37,24.82,-73.3,0
1156,267,-140.5,1.29,53.45,3
1157,1237,-20.21,71.35,-8.4,2
1158,263,-136.75,15.41,-50.15,5
1159,1668,22.24,30.24,-70.86,0
1160,1737,29.45,61.79,-40.03,1
1161,1940,52.29,8.2,65.82,4
1162,1253,-19.65,12.31,-76.95,0
1163,1250,-23.79,29.7,-70.99,0
1164,896,-59.62,68.5,-12.78,2
1165,1099,-38.22,23.2,-72.56,0
1166,607,-91.5,12.66,-65.91,0
1167,708,-83.55,62.52,-22.23,1
1168,671,-84.6,59.89,-28.88,3
1169,1292,-16.65,4.55,-78.2,0
1170,366,-127.43,51.61,-20.35,3
1171,707,-79.68,65.06,-14.91,3
1172,1071,-36.53,32.92,57.23,1
1173,2322,96.08,17.1,61.43,4
1174,956,-50.68,29.43,58.5,1
1175,1861,44.06,10.66,-75.08,0
1176,988,-52.5,2.95,-75.05,0
1177,1632,17.8,19.82,-75.18,0
1178,835,-67.83,10.65,-72.14,0
1179,798,-74.28,3.53,-71.71,0
1180,851,-62.79,62.3,23.98,1
1181,263,-136.75,15.41,-50.15,5
1182,28,-199.52,12.18,-10.22,3
1183,291,-136.41,49.08,-19.56,2
1184,949,-55.34,9.18,-74.3,0
1185,958,-51.45,38.33,53.51,1
1186,164,-166.13,33.96,30.53,3
1187,341,-127.41,9.52,-55.53,0
1188,1215,-25.28,11.74,-76.93,0
1189,873,-63.53,10.29,-72.76,0
1190,341,-127.41,9.52,-55.53,0
1191,2124,67.55,25.28,-67.56,0
1192,951,-47.66,2.33,64.73,4
1193,922,-55.31,47.05,46.57,1
1194,263,-136.75,15.41,-50.15,5
1195,1237,-20.21,71.35,-8.4,2
1196,2545,121.93,3.95,-57.32,0
1197,1028,-42.05,7.94,64.46,4
1198,1767,35.56,70.73,2.61,1
1199,2735,141.28,8.42,-47.67,0
1200,2548,127.33,8.64,58.45,1
1201,2512,118.66,17.76,57.91,4
1202,992,-45.98,19.38,62.32,4
1203,1048,-42.99,69.46,-14.17,2
1204,1086,-38.63,69.95,-13.32,2
1205,2941,-76.63,63.36,-24.29,2
1206,2767,151.27,26.94,-32.94,0
1207,1245,-20.42,54.4,-51.19,2
1208,1199,-24.23,71.16,-7.99,2
1209,1167,-28.92,60.57,-42.39,2
1210,992,-45.98,19.38,62.32,4
1211,1115,-31.22,58.31,34.56,1
1212,1444,-3.18,3.4,-78.57,0
1213,683,-86.44,5.21,-68.49,0
1214,379,-124.73,11.23,-56.1,0
1215,263,-136.75,15.41,-50.15,5
1216,1083,-36.59,69.76,2.23,2
1217,500,-108.74,24.69,54.39,3
1218,340,-133.38,10.15,-52.87,0
1219,2619,134.84,18.2,-48.46,0
1220,1159,-28.31,70.19,3.12,2
1221,1100,-40.51,16.67,-74.47,0
1222,1009,-45.27,69.77,-8.64,1
1223,2597,132.38,47.14,30,1
1224,807,-66.16,41.42,50.06,1
1225,1239,-20.97,70.14,-19.72,2
1226,1065,-35.38,3.17,65.23,4
1227,2941,-76.63,63.36,-24.29,2
1228,3030,11.82,7.27,-78.02,0
1229,120,-168.74,18.56,41.03,3
1230,1522,8.53,10.25,66.11,4
1231,74,-193.25,4.68,-19.69,5
1232,263,-136.75,15.41,-50.15,5
1233,1049,-40.77,68.96,-18.94,2
1234,1409,-0.25,14.62,65.31,4
1235,1051,-41.94,65.81,-29.44,1
1236,437,-112.44,58.61,8.46,3
1237,2937,-205.42,5.97,-3.48,3
1238,719,-83.83,19.28,-66.51,0
1239,907,-59.14,33.27,-65.24,0
1240,1251,-21.37,24.82,-73.3,0
1241,2644,136.05,51.16,-8.3,1
1242,173,-158.24,45.88,0.71,2
1243,953,-47.25,13.93,63.6,4
1244,2067,67.43,63.34,23.87,1
1245,312,-140.58,28.35,45.49,3
1246,794,-74.54,28.98,-64.88,0
1247,148,-162.59,12.81,-38.56,0
1248,459,-112.41,11.91,57.57,4
1249,658,-86.2,50.53,37.78,1
1250,760,-79.28,5.07,-70.33,0
1251,1062,-44.6,16.95,-73.97,0
1252,1071,-36.53,32.92,57.23,1
1253,1043,-40.29,67.38,13.65,1
1254,120,-168.74,18.56,41.03,3
1255,1109,-31.21,34.98,56.38,1
1256,343,-127.01,0.83,56.12,3
1257,2543,120.72,19.8,-54.24,0
1258,951,-47.66,2.33,64.73,4
1259,1181,-23.61,13.94,64.55,4
1260,1205,-25.66,62.07,-40.54,2
1261,1452,1.51,40.07,54.78,1
1262,2962,10.86,52.59,-54.12,2
1263,2315,94.54,18.62,-63.83,0
1264,341,-127.41,9.52,-55.53,0
1265,3016,-94.93,8.22,-65.56,0
1266,2603,135.64,52.78,4.96,1
1267,2472,116.07,8.71,60.22,4
1268,2127,73.81,10.08,-70.47,0
1269,2003,60.75,60.15,-37.7,2
1270,2724,143.82,41.19,-22.65,2
1271,1291,-16.2,12.09,-77.23,0
1272,590,-96.27,62.95,-2.23,2
1273,1252,-23.28,17.44,-75.7,0
1274,483,-113.22,49.07,-35.07,2
1275,1017,-45.63,53.37,-49.42,2
1276,1460,1.78,67.43,19.56,1
1277,37,-190.68,0.98,-22,3
1278,1130,-35.77,57,-45.82,2
1279,1216,-29.19,3.21,-77.6,1
1280,1148,-27.95,37.6,55.07,1
1281,1956,53.03,68.76,9.29,1
1282,2261,89.16,65.53,3.21,1
1283,1254,-25.06,2.52,-78,0
1284,2189,79.48,65.92,-15.49,1
1285,1270,-17.92,66.47,20.15,1
1286,1783,36.03,23.3,-72.76,0
1287,1324,-15.18,41.02,-64.44,1
1288,1083,-36.59,69.76,2.23,2
1289,1167,-28.92,60.57,-42.39,2
1290,1150,-29.24,48.45,46.5,1
1291,1995,59.07,69.1,4.45,1
1292,2875,168.86,31.04,-9.99,1
1293,896,-59.62,68.5,-12.78,2
1294,683,-86.44,5.21,-68.49,0
1295,3030,11.82,7.27,-78.02,0
1296,162,-170.51,29.38,32.8,3
1297,758,-78.89,18.36,-68.12,0
